_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
16770,2021Q1,S08000017,S08000031,"",Lymphoma,"",1,r,1,r
16771,2021Q1,S08000017,SB0801,"",Lung,"",1,r,1,r
16772,2021Q1,S08000019,S08000019,"",Breast,"",39,r,39,r
16773,2021Q1,S08000019,S08000019,"",Colorectal,"",48,r,48,r
16774,2021Q1,S08000019,S08000019,"",Head & Neck,"",7,r,7,r
16775,2021Q1,S08000019,S08000019,"",Lung,"",37,r,37,r
16776,2021Q1,S08000019,S08000019,"",Lymphoma,"",14,r,14,r
16777,2021Q1,S08000019,S08000019,"",Melanoma,"",7,r,7,r
16778,2021Q1,S08000019,S08000019,"",Ovarian,"",3,r,3,r
16779,2021Q1,S08000019,S08000019,"",Upper GI,"",36,r,36,r
16780,2021Q1,S08000019,S08000019,"",Urological,"",76,r,74,r
16781,2021Q1,S08000019,S08000024,"",Upper GI,"",5,r,5,r
16782,2021Q1,S08000019,S08000031,"",Breast,"",1,r,1,r
16783,2021Q1,S08000019,S08000031,"",Cervical,"",3,r,3,r
16784,2021Q1,S08000019,S08000031,"",Colorectal,"",3,r,3,r
16785,2021Q1,S08000019,S08000031,"",Head & Neck,"",10,r,8,r
16786,2021Q1,S08000019,S08000031,"",Lung,"",10,r,7,r
16787,2021Q1,S08000019,S08000031,"",Lymphoma,"",2,r,2,r
16788,2021Q1,S08000019,S08000031,"",Melanoma,"",1,r,1,r
16789,2021Q1,S08000019,S08000031,"",Ovarian,"",6,r,6,r
16790,2021Q1,S08000019,S08000031,"",Upper GI,"",8,r,8,r
16791,2021Q1,S08000019,S08000031,"",Urological,"",19,r,19,r
16792,2021Q1,S08000019,SB0801,"",Head & Neck,"",2,r,2,r
16793,2021Q1,S08000019,SB0801,"",Lung,"",10,r,10,r
16794,2021Q1,S08000020,S08000020,"",Breast,"",104,r,96,r
16795,2021Q1,S08000020,S08000020,"",Cervical,"",7,r,7,r
16796,2021Q1,S08000020,S08000020,"",Colorectal,"",73,r,71,r
16797,2021Q1,S08000020,S08000020,"",Head & Neck,"",26,r,26,r
16798,2021Q1,S08000020,S08000020,"",Lung,"",90,r,90,r
16799,2021Q1,S08000020,S08000020,"",Lymphoma,"",31,r,31,r
16800,2021Q1,S08000020,S08000020,"",Melanoma,"",24,r,24,r
16801,2021Q1,S08000020,S08000020,"",Ovarian,"",18,r,18,r
16802,2021Q1,S08000020,S08000020,"",Upper GI,"",70,r,70,r
16803,2021Q1,S08000020,S08000020,"",Urological,"",175,r,171,r
16804,2021Q1,S08000020,S08000022,"",Lung,"",1,r,1,r
16805,2021Q1,S08000020,S08000022,"",Upper GI,"",2,r,2,r
16806,2021Q1,S08000020,S08000024,"",Upper GI,"",1,r,1,r
16807,2021Q1,S08000020,S08000024,"",Urological,"",1,r,1,r
16808,2021Q1,S08000020,S08000025,"",Urological,"",1,r,1,r
16809,2021Q1,S08000022,S08000020,"",Lung,"",1,r,1,r
16810,2021Q1,S08000022,S08000020,"",Ovarian,"",2,r,2,r
16811,2021Q1,S08000022,S08000020,"",Urological,"",4,r,3,r
16812,2021Q1,S08000022,S08000022,"",Breast,"",59,r,54,r
16813,2021Q1,S08000022,S08000022,"",Colorectal,"",52,r,46,r
16814,2021Q1,S08000022,S08000022,"",Head & Neck,"",8,r,8,r
16815,2021Q1,S08000022,S08000022,"",Lung,"",42,r,40,r
16816,2021Q1,S08000022,S08000022,"",Lymphoma,"",15,r,15,r
16817,2021Q1,S08000022,S08000022,"",Melanoma,"",15,r,15,r
16818,2021Q1,S08000022,S08000022,"",Ovarian,"",6,r,6,r
16819,2021Q1,S08000022,S08000022,"",Upper GI,"",34,r,33,r
16820,2021Q1,S08000022,S08000022,"",Urological,"",64,r,62,r
16821,2021Q1,S08000022,S08000024,"",Lymphoma,"",1,r,1,r
16822,2021Q1,S08000022,S08000024,"",Upper GI,"",2,r,2,r
16823,2021Q1,S08000022,S08000024,"",Urological,"",3,r,3,r
16824,2021Q1,S08000022,S08000030,"",Head & Neck,"",1,r,0,r
16825,2021Q1,S08000022,S08000031,"",Colorectal,"",2,r,2,r
16826,2021Q1,S08000022,S08000031,"",Lung,"",3,r,2,r
16827,2021Q1,S08000022,S08000031,"",Lymphoma,"",1,r,1,r
16828,2021Q1,S08000022,S08000031,"",Melanoma,"",2,r,2,r
16829,2021Q1,S08000022,SB0801,"",Lung,"",4,r,4,r
16830,2021Q1,S08000024,S08000024,"",Breast,"",220,r,220,r
16831,2021Q1,S08000024,S08000024,"",Cervical,"",10,r,9,r
16832,2021Q1,S08000024,S08000024,"",Colorectal,"",119,r,117,r
16833,2021Q1,S08000024,S08000024,"",Head & Neck,"",39,r,39,r
16834,2021Q1,S08000024,S08000024,"",Lung,"",168,r,167,r
16835,2021Q1,S08000024,S08000024,"",Lymphoma,"",34,r,33,r
16836,2021Q1,S08000024,S08000024,"",Melanoma,"",19,r,19,r
16837,2021Q1,S08000024,S08000024,"",Ovarian,"",14,r,14,r
16838,2021Q1,S08000024,S08000024,"",Upper GI,"",105,r,105,r
16839,2021Q1,S08000024,S08000024,"",Urological,"",186,r,173,r
16840,2021Q1,S08000024,S08000029,"",Breast,"",1,r,1,r
16841,2021Q1,S08000024,S08000031,"",Urological,"",1,r,1,r
16842,2021Q1,S08000025,S08000020,"",Colorectal,"",1,r,1,r
16843,2021Q1,S08000025,S08000020,"",Ovarian,"",1,r,1,r
16844,2021Q1,S08000025,S08000020,"",Upper GI,"",1,r,1,r
16845,2021Q1,S08000025,S08000020,"",Urological,"",3,r,2,r
16846,2021Q1,S08000025,S08000025,"",Colorectal,"",2,r,2,r
16847,2021Q1,S08000025,S08000025,"",Melanoma,"",1,r,1,r
16848,2021Q1,S08000025,S08000025,"",Upper GI,"",5,r,5,r
16849,2021Q1,S08000026,S08000020,"",Lymphoma,"",1,r,1,r
16850,2021Q1,S08000026,S08000020,"",Upper GI,"",1,r,1,r
16851,2021Q1,S08000026,S08000020,"",Urological,"",1,r,1,r
16852,2021Q1,S08000026,S08000026,"",Breast,"",3,r,3,r
16853,2021Q1,S08000026,S08000026,"",Colorectal,"",2,r,2,r
16854,2021Q1,S08000026,S08000026,"",Lymphoma,"",1,r,1,r
16855,2021Q1,S08000026,S08000026,"",Upper GI,"",2,r,2,r
16856,2021Q1,S08000026,S08000026,"",Urological,"",3,r,3,r
16857,2021Q1,S08000028,S08000022,"",Colorectal,"",3,r,3,r
16858,2021Q1,S08000028,S08000022,"",Head & Neck,"",1,r,1,r
16859,2021Q1,S08000028,S08000022,"",Lung,"",3,r,3,r
16860,2021Q1,S08000028,S08000022,"",Upper GI,"",2,r,2,r
16861,2021Q1,S08000028,S08000022,"",Urological,"",3,r,3,r
16862,2021Q1,S08000028,S08000028,"",Lung,"",4,r,4,r
16863,2021Q1,S08000028,S08000028,"",Upper GI,"",2,r,2,r
16864,2021Q1,S08000028,S08000028,"",Urological,"",3,r,3,r
16865,2021Q1,S08000028,S08000031,"",Cervical,"",1,r,1,r
16866,2021Q1,S08000028,S08000031,"",Ovarian,"",1,r,1,r
16867,2021Q1,S08000029,S08000024,"",Cervical,"",2,r,2,r
16868,2021Q1,S08000029,S08000024,"",Colorectal,"",4,r,4,r
16869,2021Q1,S08000029,S08000024,"",Head & Neck,"",4,r,3,r
16870,2021Q1,S08000029,S08000024,"",Lung,"",17,r,17,r
16871,2021Q1,S08000029,S08000024,"",Ovarian,"",1,r,1,r
16872,2021Q1,S08000029,S08000024,"",Upper GI,"",12,r,12,r
16873,2021Q1,S08000029,S08000024,"",Urological,"",19,r,19,r
16874,2021Q1,S08000029,S08000029,"",Breast,"",62,r,60,r
16875,2021Q1,S08000029,S08000029,"",Cervical,"",1,r,1,r
16876,2021Q1,S08000029,S08000029,"",Colorectal,"",47,r,47,r
16877,2021Q1,S08000029,S08000029,"",Head & Neck,"",8,r,8,r
16878,2021Q1,S08000029,S08000029,"",Lung,"",37,r,37,r
16879,2021Q1,S08000029,S08000029,"",Lymphoma,"",18,r,18,r
16880,2021Q1,S08000029,S08000029,"",Melanoma,"",12,r,12,r
16881,2021Q1,S08000029,S08000029,"",Ovarian,"",3,r,3,r
16882,2021Q1,S08000029,S08000029,"",Upper GI,"",24,r,24,r
16883,2021Q1,S08000029,S08000029,"",Urological,"",68,r,67,r
16884,2021Q1,S08000029,S08000030,"",Head & Neck,"",2,r,2,r
16885,2021Q1,S08000029,S08000030,"",Melanoma,"",1,r,1,r
16886,2021Q1,S08000030,S08000020,"",Cervical,"",1,r,1,r
16887,2021Q1,S08000030,S08000020,"",Lung,"",2,r,2,r
16888,2021Q1,S08000030,S08000020,"",Upper GI,"",1,r,1,r
16889,2021Q1,S08000030,S08000024,"",Lung,"",4,r,4,r
16890,2021Q1,S08000030,S08000024,"",Urological,"",2,r,2,r
16891,2021Q1,S08000030,S08000030,"",Breast,"",91,r,90,r
16892,2021Q1,S08000030,S08000030,"",Cervical,"",3,r,3,r
16893,2021Q1,S08000030,S08000030,"",Colorectal,"",47,r,45,r
16894,2021Q1,S08000030,S08000030,"",Head & Neck,"",14,r,13,r
16895,2021Q1,S08000030,S08000030,"",Lung,"",83,r,81,r
16896,2021Q1,S08000030,S08000030,"",Lymphoma,"",17,r,17,r
16897,2021Q1,S08000030,S08000030,"",Melanoma,"",17,r,17,r
16898,2021Q1,S08000030,S08000030,"",Ovarian,"",4,r,4,r
16899,2021Q1,S08000030,S08000030,"",Upper GI,"",49,r,48,r
16900,2021Q1,S08000030,S08000030,"",Urological,"",77,r,74,r
16901,2021Q1,S08000030,SB0801,"",Colorectal,"",3,r,3,r
16902,2021Q1,S08000031,S08000015,"",Breast,"",1,r,1,r
16903,2021Q1,S08000031,S08000019,"",Breast,"",1,r,1,r
16904,2021Q1,S08000031,S08000019,"",Urological,"",1,r,0,r
16905,2021Q1,S08000031,S08000022,"",Breast,"",1,r,1,r
16906,2021Q1,S08000031,S08000031,"",Breast,"",333,r,326,r
16907,2021Q1,S08000031,S08000031,"",Cervical,"",12,r,11,r
16908,2021Q1,S08000031,S08000031,"",Colorectal,"",176,r,173,r
16909,2021Q1,S08000031,S08000031,"",Head & Neck,"",65,r,63,r
16910,2021Q1,S08000031,S08000031,"",Lung,"",272,r,271,r
16911,2021Q1,S08000031,S08000031,"",Lymphoma,"",25,r,25,r
16912,2021Q1,S08000031,S08000031,"",Melanoma,"",78,r,76,r
16913,2021Q1,S08000031,S08000031,"",Ovarian,"",24,r,23,r
16914,2021Q1,S08000031,S08000031,"",Upper GI,"",137,r,128,r
16915,2021Q1,S08000031,S08000031,"",Urological,"",302,r,290,r
16916,2021Q1,S08000031,S08000032,"",Breast,"",54,r,54,r
16917,2021Q1,S08000031,S08000032,"",Urological,"",1,r,1,r
16918,2021Q1,S08000031,SB0801,"",Breast,"",2,r,2,r
16919,2021Q1,S08000031,SB0801,"",Colorectal,"",2,r,2,r
16920,2021Q1,S08000031,SB0801,"",Lung,"",53,r,53,r
16921,2021Q1,S08000031,SB0801,"",Lymphoma,"",1,r,1,r
16922,2021Q1,S08000031,SB0801,"",Melanoma,"",1,r,1,r
16923,2021Q1,S08000032,S08000024,"",Upper GI,"",2,r,1,r
16924,2021Q1,S08000032,S08000031,"",Breast,"",4,r,4,r
16925,2021Q1,S08000032,S08000031,"",Cervical,"",7,r,6,r
16926,2021Q1,S08000032,S08000031,"",Colorectal,"",4,r,4,r
16927,2021Q1,S08000032,S08000031,"",Head & Neck,"",10,r,10,r
16928,2021Q1,S08000032,S08000031,"",Lung,"",26,r,25,r
16929,2021Q1,S08000032,S08000031,"",Lymphoma,"",1,r,1,r
16930,2021Q1,S08000032,S08000031,"",Melanoma,"",3,r,3,r
16931,2021Q1,S08000032,S08000031,"",Ovarian,"",7,r,7,r
16932,2021Q1,S08000032,S08000031,"",Upper GI,"",17,r,16,r
16933,2021Q1,S08000032,S08000031,"",Urological,"",16,r,16,r
16934,2021Q1,S08000032,S08000032,"",Breast,"",79,r,79,r
16935,2021Q1,S08000032,S08000032,"",Cervical,"",2,r,2,r
16936,2021Q1,S08000032,S08000032,"",Colorectal,"",71,r,68,r
16937,2021Q1,S08000032,S08000032,"",Head & Neck,"",29,r,29,r
16938,2021Q1,S08000032,S08000032,"",Lung,"",56,r,56,r
16939,2021Q1,S08000032,S08000032,"",Lymphoma,"",20,r,20,r
16940,2021Q1,S08000032,S08000032,"",Melanoma,"",39,r,38,r
16941,2021Q1,S08000032,S08000032,"",Ovarian,"",4,r,4,r
16942,2021Q1,S08000032,S08000032,"",Upper GI,"",52,r,52,r
16943,2021Q1,S08000032,S08000032,"",Urological,"",74,r,72,r
16944,2021Q1,S08000032,SB0801,"",Lung,"",19,r,19,r
16945,2021Q1,S08000015,S92000003,d,Breast,"",112,r,108,r
16946,2021Q1,S08000015,S92000003,d,Cervical,"",8,r,8,r
16947,2021Q1,S08000015,S92000003,d,Colorectal,"",49,r,47,r
16948,2021Q1,S08000015,S92000003,d,Head & Neck,"",21,r,20,r
16949,2021Q1,S08000015,S92000003,d,Lung,"",83,r,83,r
16950,2021Q1,S08000015,S92000003,d,Lymphoma,"",5,r,5,r
16951,2021Q1,S08000015,S92000003,d,Melanoma,"",17,r,17,r
16952,2021Q1,S08000015,S92000003,d,Ovarian,"",7,r,7,r
16953,2021Q1,S08000015,S92000003,d,Upper GI,"",42,r,42,r
16954,2021Q1,S08000015,S92000003,d,Urological,"",44,r,44,r
16955,2021Q1,S08000016,S92000003,d,Breast,"",18,r,18,r
16956,2021Q1,S08000016,S92000003,d,Cervical,"",1,r,1,r
16957,2021Q1,S08000016,S92000003,d,Colorectal,"",22,r,22,r
16958,2021Q1,S08000016,S92000003,d,Head & Neck,"",6,r,6,r
16959,2021Q1,S08000016,S92000003,d,Lung,"",15,r,15,r
16960,2021Q1,S08000016,S92000003,d,Lymphoma,"",7,r,7,r
16961,2021Q1,S08000016,S92000003,d,Melanoma,"",7,r,7,r
16962,2021Q1,S08000016,S92000003,d,Ovarian,"",1,r,1,r
16963,2021Q1,S08000016,S92000003,d,Upper GI,"",7,r,7,r
16964,2021Q1,S08000016,S92000003,d,Urological,"",19,r,19,r
16965,2021Q1,S08000017,S92000003,d,Breast,"",24,r,24,r
16966,2021Q1,S08000017,S92000003,d,Cervical,"",2,r,2,r
16967,2021Q1,S08000017,S92000003,d,Colorectal,"",32,r,31,r
16968,2021Q1,S08000017,S92000003,d,Head & Neck,"",11,r,11,r
16969,2021Q1,S08000017,S92000003,d,Lung,"",28,r,28,r
16970,2021Q1,S08000017,S92000003,d,Lymphoma,"",7,r,7,r
16971,2021Q1,S08000017,S92000003,d,Melanoma,"",5,r,5,r
16972,2021Q1,S08000017,S92000003,d,Ovarian,"",6,r,5,r
16973,2021Q1,S08000017,S92000003,d,Upper GI,"",24,r,24,r
16974,2021Q1,S08000017,S92000003,d,Urological,"",61,r,58,r
16975,2021Q1,S08000019,S92000003,d,Breast,"",40,r,40,r
16976,2021Q1,S08000019,S92000003,d,Cervical,"",3,r,3,r
16977,2021Q1,S08000019,S92000003,d,Colorectal,"",51,r,51,r
16978,2021Q1,S08000019,S92000003,d,Head & Neck,"",19,r,17,r
16979,2021Q1,S08000019,S92000003,d,Lung,"",57,r,54,r
16980,2021Q1,S08000019,S92000003,d,Lymphoma,"",16,r,16,r
16981,2021Q1,S08000019,S92000003,d,Melanoma,"",8,r,8,r
16982,2021Q1,S08000019,S92000003,d,Ovarian,"",9,r,9,r
16983,2021Q1,S08000019,S92000003,d,Upper GI,"",49,r,49,r
16984,2021Q1,S08000019,S92000003,d,Urological,"",95,r,93,r
16985,2021Q1,S08000020,S92000003,d,Breast,"",104,r,96,r
16986,2021Q1,S08000020,S92000003,d,Cervical,"",7,r,7,r
16987,2021Q1,S08000020,S92000003,d,Colorectal,"",73,r,71,r
16988,2021Q1,S08000020,S92000003,d,Head & Neck,"",26,r,26,r
16989,2021Q1,S08000020,S92000003,d,Lung,"",91,r,91,r
16990,2021Q1,S08000020,S92000003,d,Lymphoma,"",31,r,31,r
16991,2021Q1,S08000020,S92000003,d,Melanoma,"",24,r,24,r
16992,2021Q1,S08000020,S92000003,d,Ovarian,"",18,r,18,r
16993,2021Q1,S08000020,S92000003,d,Upper GI,"",73,r,73,r
16994,2021Q1,S08000020,S92000003,d,Urological,"",177,r,173,r
16995,2021Q1,S08000022,S92000003,d,Breast,"",59,r,54,r
16996,2021Q1,S08000022,S92000003,d,Colorectal,"",54,r,48,r
16997,2021Q1,S08000022,S92000003,d,Head & Neck,"",9,r,8,r
16998,2021Q1,S08000022,S92000003,d,Lung,"",50,r,47,r
16999,2021Q1,S08000022,S92000003,d,Lymphoma,"",17,r,17,r
17000,2021Q1,S08000022,S92000003,d,Melanoma,"",17,r,17,r
17001,2021Q1,S08000022,S92000003,d,Ovarian,"",8,r,8,r
17002,2021Q1,S08000022,S92000003,d,Upper GI,"",36,r,35,r
17003,2021Q1,S08000022,S92000003,d,Urological,"",71,r,68,r
17004,2021Q1,S08000024,S92000003,d,Breast,"",221,r,221,r
17005,2021Q1,S08000024,S92000003,d,Cervical,"",10,r,9,r
17006,2021Q1,S08000024,S92000003,d,Colorectal,"",119,r,117,r
17007,2021Q1,S08000024,S92000003,d,Head & Neck,"",39,r,39,r
17008,2021Q1,S08000024,S92000003,d,Lung,"",168,r,167,r
17009,2021Q1,S08000024,S92000003,d,Lymphoma,"",34,r,33,r
17010,2021Q1,S08000024,S92000003,d,Melanoma,"",19,r,19,r
17011,2021Q1,S08000024,S92000003,d,Ovarian,"",14,r,14,r
17012,2021Q1,S08000024,S92000003,d,Upper GI,"",105,r,105,r
17013,2021Q1,S08000024,S92000003,d,Urological,"",187,r,174,r
17014,2021Q1,S08000025,S92000003,d,Colorectal,"",3,r,3,r
17015,2021Q1,S08000025,S92000003,d,Melanoma,"",1,r,1,r
17016,2021Q1,S08000025,S92000003,d,Ovarian,"",1,r,1,r
17017,2021Q1,S08000025,S92000003,d,Upper GI,"",6,r,6,r
17018,2021Q1,S08000025,S92000003,d,Urological,"",3,r,2,r
17019,2021Q1,S08000026,S92000003,d,Breast,"",3,r,3,r
17020,2021Q1,S08000026,S92000003,d,Colorectal,"",2,r,2,r
17021,2021Q1,S08000026,S92000003,d,Lymphoma,"",2,r,2,r
17022,2021Q1,S08000026,S92000003,d,Upper GI,"",3,r,3,r
17023,2021Q1,S08000026,S92000003,d,Urological,"",4,r,4,r
17024,2021Q1,S08000028,S92000003,d,Cervical,"",1,r,1,r
17025,2021Q1,S08000028,S92000003,d,Colorectal,"",3,r,3,r
17026,2021Q1,S08000028,S92000003,d,Head & Neck,"",1,r,1,r
17027,2021Q1,S08000028,S92000003,d,Lung,"",7,r,7,r
17028,2021Q1,S08000028,S92000003,d,Ovarian,"",1,r,1,r
17029,2021Q1,S08000028,S92000003,d,Upper GI,"",4,r,4,r
17030,2021Q1,S08000028,S92000003,d,Urological,"",6,r,6,r
17031,2021Q1,S08000029,S92000003,d,Breast,"",62,r,60,r
17032,2021Q1,S08000029,S92000003,d,Cervical,"",3,r,3,r
17033,2021Q1,S08000029,S92000003,d,Colorectal,"",51,r,51,r
17034,2021Q1,S08000029,S92000003,d,Head & Neck,"",14,r,13,r
17035,2021Q1,S08000029,S92000003,d,Lung,"",54,r,54,r
17036,2021Q1,S08000029,S92000003,d,Lymphoma,"",18,r,18,r
17037,2021Q1,S08000029,S92000003,d,Melanoma,"",13,r,13,r
17038,2021Q1,S08000029,S92000003,d,Ovarian,"",4,r,4,r
17039,2021Q1,S08000029,S92000003,d,Upper GI,"",36,r,36,r
17040,2021Q1,S08000029,S92000003,d,Urological,"",87,r,86,r
17041,2021Q1,S08000030,S92000003,d,Breast,"",91,r,90,r
17042,2021Q1,S08000030,S92000003,d,Cervical,"",4,r,4,r
17043,2021Q1,S08000030,S92000003,d,Colorectal,"",50,r,48,r
17044,2021Q1,S08000030,S92000003,d,Head & Neck,"",14,r,13,r
17045,2021Q1,S08000030,S92000003,d,Lung,"",89,r,87,r
17046,2021Q1,S08000030,S92000003,d,Lymphoma,"",17,r,17,r
17047,2021Q1,S08000030,S92000003,d,Melanoma,"",17,r,17,r
17048,2021Q1,S08000030,S92000003,d,Ovarian,"",4,r,4,r
17049,2021Q1,S08000030,S92000003,d,Upper GI,"",50,r,49,r
17050,2021Q1,S08000030,S92000003,d,Urological,"",79,r,76,r
17051,2021Q1,S08000031,S92000003,d,Breast,"",392,r,385,r
17052,2021Q1,S08000031,S92000003,d,Cervical,"",12,r,11,r
17053,2021Q1,S08000031,S92000003,d,Colorectal,"",178,r,175,r
17054,2021Q1,S08000031,S92000003,d,Head & Neck,"",65,r,63,r
17055,2021Q1,S08000031,S92000003,d,Lung,"",325,r,324,r
17056,2021Q1,S08000031,S92000003,d,Lymphoma,"",26,r,26,r
17057,2021Q1,S08000031,S92000003,d,Melanoma,"",79,r,77,r
17058,2021Q1,S08000031,S92000003,d,Ovarian,"",24,r,23,r
17059,2021Q1,S08000031,S92000003,d,Upper GI,"",137,r,128,r
17060,2021Q1,S08000031,S92000003,d,Urological,"",304,r,291,r
17061,2021Q1,S08000032,S92000003,d,Breast,"",83,r,83,r
17062,2021Q1,S08000032,S92000003,d,Cervical,"",9,r,8,r
17063,2021Q1,S08000032,S92000003,d,Colorectal,"",75,r,72,r
17064,2021Q1,S08000032,S92000003,d,Head & Neck,"",39,r,39,r
17065,2021Q1,S08000032,S92000003,d,Lung,"",101,r,100,r
17066,2021Q1,S08000032,S92000003,d,Lymphoma,"",21,r,21,r
17067,2021Q1,S08000032,S92000003,d,Melanoma,"",42,r,41,r
17068,2021Q1,S08000032,S92000003,d,Ovarian,"",11,r,11,r
17069,2021Q1,S08000032,S92000003,d,Upper GI,"",71,r,69,r
17070,2021Q1,S08000032,S92000003,d,Urological,"",90,r,88,r
17071,2021Q1,S08000015,S08000015,"",All Cancer Types,d,303,r,297,r
17072,2021Q1,S08000015,S08000017,"",All Cancer Types,d,3,r,3,r
17073,2021Q1,S08000015,S08000031,"",All Cancer Types,d,72,r,71,r
17074,2021Q1,S08000015,SB0801,"",All Cancer Types,d,10,r,10,r
17075,2021Q1,S08000016,S08000016,"",All Cancer Types,d,81,r,81,r
17076,2021Q1,S08000016,S08000024,"",All Cancer Types,d,22,r,22,r
17077,2021Q1,S08000017,S08000017,"",All Cancer Types,d,163,r,160,r
17078,2021Q1,S08000017,S08000024,"",All Cancer Types,d,34,r,32,r
17079,2021Q1,S08000017,S08000031,"",All Cancer Types,d,2,r,2,r
17080,2021Q1,S08000017,SB0801,"",All Cancer Types,d,1,r,1,r
17081,2021Q1,S08000019,S08000019,"",All Cancer Types,d,267,r,265,r
17082,2021Q1,S08000019,S08000024,"",All Cancer Types,d,5,r,5,r
17083,2021Q1,S08000019,S08000031,"",All Cancer Types,d,63,r,58,r
17084,2021Q1,S08000019,SB0801,"",All Cancer Types,d,12,r,12,r
17085,2021Q1,S08000020,S08000020,"",All Cancer Types,d,618,r,604,r
17086,2021Q1,S08000020,S08000022,"",All Cancer Types,d,3,r,3,r
17087,2021Q1,S08000020,S08000024,"",All Cancer Types,d,2,r,2,r
17088,2021Q1,S08000020,S08000025,"",All Cancer Types,d,1,r,1,r
17089,2021Q1,S08000022,S08000020,"",All Cancer Types,d,7,r,6,r
17090,2021Q1,S08000022,S08000022,"",All Cancer Types,d,295,r,279,r
17091,2021Q1,S08000022,S08000024,"",All Cancer Types,d,6,r,6,r
17092,2021Q1,S08000022,S08000030,"",All Cancer Types,d,1,r,0,r
17093,2021Q1,S08000022,S08000031,"",All Cancer Types,d,8,r,7,r
17094,2021Q1,S08000022,SB0801,"",All Cancer Types,d,4,r,4,r
17095,2021Q1,S08000024,S08000024,"",All Cancer Types,d,914,r,896,r
17096,2021Q1,S08000024,S08000029,"",All Cancer Types,d,1,r,1,r
17097,2021Q1,S08000024,S08000031,"",All Cancer Types,d,1,r,1,r
17098,2021Q1,S08000025,S08000020,"",All Cancer Types,d,6,r,5,r
17099,2021Q1,S08000025,S08000025,"",All Cancer Types,d,8,r,8,r
17100,2021Q1,S08000026,S08000020,"",All Cancer Types,d,3,r,3,r
17101,2021Q1,S08000026,S08000026,"",All Cancer Types,d,11,r,11,r
17102,2021Q1,S08000028,S08000022,"",All Cancer Types,d,12,r,12,r
17103,2021Q1,S08000028,S08000028,"",All Cancer Types,d,9,r,9,r
17104,2021Q1,S08000028,S08000031,"",All Cancer Types,d,2,r,2,r
17105,2021Q1,S08000029,S08000024,"",All Cancer Types,d,59,r,58,r
17106,2021Q1,S08000029,S08000029,"",All Cancer Types,d,280,r,277,r
17107,2021Q1,S08000029,S08000030,"",All Cancer Types,d,3,r,3,r
17108,2021Q1,S08000030,S08000020,"",All Cancer Types,d,4,r,4,r
17109,2021Q1,S08000030,S08000024,"",All Cancer Types,d,6,r,6,r
17110,2021Q1,S08000030,S08000030,"",All Cancer Types,d,402,r,392,r
17111,2021Q1,S08000030,SB0801,"",All Cancer Types,d,3,r,3,r
17112,2021Q1,S08000031,S08000015,"",All Cancer Types,d,1,r,1,r
17113,2021Q1,S08000031,S08000019,"",All Cancer Types,d,2,r,1,r
17114,2021Q1,S08000031,S08000022,"",All Cancer Types,d,1,r,1,r
17115,2021Q1,S08000031,S08000031,"",All Cancer Types,d,1424,r,1386,r
17116,2021Q1,S08000031,S08000032,"",All Cancer Types,d,55,r,55,r
17117,2021Q1,S08000031,SB0801,"",All Cancer Types,d,59,r,59,r
17118,2021Q1,S08000032,S08000024,"",All Cancer Types,d,2,r,1,r
17119,2021Q1,S08000032,S08000031,"",All Cancer Types,d,95,r,92,r
17120,2021Q1,S08000032,S08000032,"",All Cancer Types,d,426,r,420,r
17121,2021Q1,S08000032,SB0801,"",All Cancer Types,d,19,r,19,r
17122,2021Q1,S08000015,S92000003,d,All Cancer Types,d,388,r,381,r
17123,2021Q1,S08000016,S92000003,d,All Cancer Types,d,103,r,103,r
17124,2021Q1,S08000017,S92000003,d,All Cancer Types,d,200,r,195,r
17125,2021Q1,S08000019,S92000003,d,All Cancer Types,d,347,r,340,r
17126,2021Q1,S08000020,S92000003,d,All Cancer Types,d,624,r,610,r
17127,2021Q1,S08000022,S92000003,d,All Cancer Types,d,321,r,302,r
17128,2021Q1,S08000024,S92000003,d,All Cancer Types,d,916,r,898,r
17129,2021Q1,S08000025,S92000003,d,All Cancer Types,d,14,r,13,r
17130,2021Q1,S08000026,S92000003,d,All Cancer Types,d,14,r,14,r
17131,2021Q1,S08000028,S92000003,d,All Cancer Types,d,23,r,23,r
17132,2021Q1,S08000029,S92000003,d,All Cancer Types,d,342,r,338,r
17133,2021Q1,S08000030,S92000003,d,All Cancer Types,d,415,r,405,r
17134,2021Q1,S08000031,S92000003,d,All Cancer Types,d,1542,r,1503,r
17135,2021Q1,S08000032,S92000003,d,All Cancer Types,d,542,r,532,r
17136,2021Q2,S08000015,S08000015,"",Breast,"",109,r,105,r
17137,2021Q2,S08000015,S08000015,"",Colorectal,"",54,r,52,r
17138,2021Q2,S08000015,S08000015,"",Head & Neck,"",7,r,7,r
17139,2021Q2,S08000015,S08000015,"",Lung,"",46,r,46,r
17140,2021Q2,S08000015,S08000015,"",Lymphoma,"",18,r,18,r
17141,2021Q2,S08000015,S08000015,"",Melanoma,"",14,r,14,r
17142,2021Q2,S08000015,S08000015,"",Ovarian,"",2,r,2,r
17143,2021Q2,S08000015,S08000015,"",Upper GI,"",42,r,42,r
17144,2021Q2,S08000015,S08000015,"",Urological,"",48,r,48,r
17145,2021Q2,S08000015,S08000017,"",Breast,"",4,r,4,r
