_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
5432,2020Q1,"",S08000016,"",S12000026,"",All Inpatients and Day cases,d,7594,19963,2.62878588359231,"",4977,20313,4.08137432188065,""
5433,2020Q2,"",S08000016,"",S12000026,"",All Inpatients and Day cases,d,5203,12905,2.48029982702287,"",3097,12698,4.10009686793671,""
5434,2020Q3,"",S08000016,"",S12000026,"",All Inpatients and Day cases,d,5860,15384,2.62525597269625,"",3824,15140,3.9592050209205,""
5435,2020Q4,"",S08000016,"",S12000026,"",All Inpatients and Day cases,d,5687,16897,2.97116229998242,"",3891,16461,4.23053199691596,""
5436,2021Q1,"",S08000016,"",S12000026,"",All Inpatients and Day cases,d,6021,19247,3.19664507556884,"",3793,19491,5.13867650935935,""
5437,2021Q2,"",S08000016,"",S12000026,"",All Inpatients and Day cases,d,7061,20357,2.88301940235094,"",4525,19978,4.41502762430939,""
5438,2021Q3,"",S08000016,"",S12000026,"",All Inpatients and Day cases,d,6154,19002,3.08774780630484,"",4013,19112,4.76252180413656,""
5439,2021Q4,"",S08000016,"",S12000026,"",All Inpatients and Day cases,d,6442,22698,3.52343992548898,"",4106,20875,5.0840233804189,""
5440,2022Q1,"",S08000016,"",S12000026,"",All Inpatients and Day cases,d,6293,21742,3.45494994438265,"",4162,20255,4.86665064872657,""
5441,2022Q2,p,S08000016,"",S12000026,"",All Inpatients and Day cases,d,6240,20546,3.2926282051282,"",4275,22162,5.18409356725146,""
5442,2017Q2,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,11233,33177,2.9535297783317,"",8059,35893,4.45377838441494,""
5443,2017Q3,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,11260,31343,2.7835701598579,"",7896,32783,4.15184903748734,""
5444,2017Q4,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,11196,32639,2.91523758485173,"",7638,33862,4.43335951819848,""
5445,2018Q1,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,11509,32912,2.85967503692762,"",8005,36126,4.51292941911305,""
5446,2018Q2,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,11917,31286,2.62532516572963,"",8256,33278,4.03076550387597,""
5447,2018Q3,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,11758,31729,2.69850314679367,"",8021,35071,4.37239745667623,""
5448,2018Q4,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,12042,31855,2.6453246968942,"",8171,34359,4.20499326887774,""
5449,2019Q1,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,12725,33283,2.61555992141454,"",8155,35838,4.39460453709381,""
5450,2019Q2,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,12768,33230,2.60260025062657,"",8454,36450,4.31156848828957,""
5451,2019Q3,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,12232,33240,2.71746239372139,"",8256,36299,4.39668120155039,""
5452,2019Q4,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,12759,34399,2.69605768477153,"",8586,36629,4.266130910785,""
5453,2020Q1,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,11579,35232,3.0427498056827,"",7773,42234,5.43342338865303,""
5454,2020Q2,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,6608,20940,3.16888619854722,"",3919,22448,5.7279918346517,""
5455,2020Q3,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,9702,29089,2.99824778396207,"",6270,29290,4.67145135566188,""
5456,2020Q4,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,10737,29468,2.74452826674118,"",7202,29049,4.03346292696473,""
5457,2021Q1,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,9284,27193,2.92901766479966,"",6105,30539,5.0022932022932,""
5458,2021Q2,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,11433,27776,2.42945858479839,"",7949,31535,3.96716568121776,""
5459,2021Q3,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,10587,29625,2.79824312836498,"",7432,31807,4.27973627556512,""
5460,2021Q4,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,10055,29572,2.94102436598707,"",6949,32715,4.70787163620665,""
5461,2022Q1,"",S08000017,"",S12000006,"",All Inpatients and Day cases,d,10163,27051,2.66171406080882,"",7134,31864,4.46649845808803,""
5462,2022Q2,p,S08000017,"",S12000006,"",All Inpatients and Day cases,d,10545,28427,2.69577999051683,"",7414,33563,4.52697599136768,""
5463,2017Q2,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,11233,33177,2.9535297783317,"",8059,35893,4.45377838441494,""
5464,2017Q3,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,11260,31343,2.7835701598579,"",7896,32783,4.15184903748734,""
5465,2017Q4,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,11196,32639,2.91523758485173,"",7638,33862,4.43335951819848,""
5466,2018Q1,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,11509,32912,2.85967503692762,"",8005,36126,4.51292941911305,""
5467,2018Q2,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,11917,31286,2.62532516572963,"",8256,33278,4.03076550387597,""
5468,2018Q3,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,11758,31729,2.69850314679367,"",8021,35071,4.37239745667623,""
5469,2018Q4,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,12042,31855,2.6453246968942,"",8171,34359,4.20499326887774,""
5470,2019Q1,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,12725,33283,2.61555992141454,"",8155,35838,4.39460453709381,""
5471,2019Q2,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,12768,33230,2.60260025062657,"",8454,36450,4.31156848828957,""
5472,2019Q3,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,12232,33240,2.71746239372139,"",8256,36299,4.39668120155039,""
5473,2019Q4,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,12759,34399,2.69605768477153,"",8586,36629,4.266130910785,""
5474,2020Q1,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,11579,35232,3.0427498056827,"",7773,42234,5.43342338865303,""
5475,2020Q2,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,6608,20940,3.16888619854722,"",3919,22448,5.7279918346517,""
5476,2020Q3,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,9702,29089,2.99824778396207,"",6270,29290,4.67145135566188,""
5477,2020Q4,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,10737,29468,2.74452826674118,"",7202,29049,4.03346292696473,""
5478,2021Q1,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,9284,27193,2.92901766479966,"",6105,30539,5.0022932022932,""
5479,2021Q2,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,11433,27776,2.42945858479839,"",7949,31535,3.96716568121776,""
5480,2021Q3,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,10587,29625,2.79824312836498,"",7432,31807,4.27973627556512,""
5481,2021Q4,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,10055,29572,2.94102436598707,"",6949,32715,4.70787163620665,""
5482,2022Q1,"",S08000017,"",S08000017,d,All Inpatients and Day cases,d,10163,27051,2.66171406080882,"",7134,31864,4.46649845808803,""
5483,2022Q2,p,S08000017,"",S08000017,d,All Inpatients and Day cases,d,10545,28427,2.69577999051683,"",7414,33563,4.52697599136768,""
5484,2017Q2,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,23479,67728,2.88462029899059,"",16813,72920,4.33712008564801,""
5485,2017Q3,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,23080,64852,2.80987868284229,"",16442,67768,4.12163970319912,""
5486,2017Q4,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,23349,64374,2.75703456250803,"",16519,66647,4.03456625703735,""
5487,2018Q1,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,23557,70378,2.98756208345715,"",16544,73489,4.4420333655706,""
5488,2018Q2,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,24097,65612,2.72282856787152,"",17408,69767,4.00775505514706,""
5489,2018Q3,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,23063,62357,2.70376793999046,"",16673,64518,3.86960954837162,""
5490,2018Q4,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,24365,68404,2.80746973117176,"",17470,72301,4.13858042358329,""
5491,2019Q1,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,25150,66957,2.66230616302187,"",18193,70465,3.87319298631342,""
5492,2019Q2,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,24527,67183,2.73914461613732,"",17742,70102,3.95118926840266,""
5493,2019Q3,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,24365,66581,2.73264929201724,"",17509,70063,4.00154206408133,""
5494,2019Q4,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,24521,68473,2.79242282125525,"",17559,72701,4.14038384873854,""
5495,2020Q1,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,22621,69909,3.09044692984395,"",16470,76891,4.6685488767456,""
5496,2020Q2,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,14852,42200,2.84136816590358,"",10018,45453,4.53713316031144,""
5497,2020Q3,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,20691,55948,2.70397757479097,"",14607,59743,4.09002533032108,""
5498,2020Q4,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,20884,57498,2.75320819766328,"",14837,61921,4.17341780683427,""
5499,2021Q1,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,20099,57500,2.86083884770387,"",14023,61639,4.39556442986522,""
5500,2021Q2,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,22493,58576,2.60418796959054,"",15983,63373,3.96502533942314,""
5501,2021Q3,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,22330,58611,2.62476489028213,"",15776,63519,4.02630578093306,""
5502,2021Q4,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,21985,58674,2.6688196497612,"",15451,64712,4.18820788298492,""
5503,2022Q1,"",S08000029,"",S12000047,"",All Inpatients and Day cases,d,21317,55989,2.62649528545293,"",15121,62390,4.12604986442696,""
5504,2022Q2,p,S08000029,"",S12000047,"",All Inpatients and Day cases,d,21934,58158,2.65149995440868,"",15540,63616,4.09369369369369,""
5505,2017Q2,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,23479,67728,2.88462029899059,"",16813,72920,4.33712008564801,""
5506,2017Q3,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,23080,64852,2.80987868284229,"",16442,67768,4.12163970319912,""
5507,2017Q4,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,23349,64374,2.75703456250803,"",16519,66647,4.03456625703735,""
5508,2018Q1,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,23557,70378,2.98756208345715,"",16544,73489,4.4420333655706,""
5509,2018Q2,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,24097,65612,2.72282856787152,"",17408,69767,4.00775505514706,""
5510,2018Q3,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,23063,62357,2.70376793999046,"",16673,64518,3.86960954837162,""
5511,2018Q4,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,24365,68404,2.80746973117176,"",17470,72301,4.13858042358329,""
5512,2019Q1,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,25150,66957,2.66230616302187,"",18193,70465,3.87319298631342,""
5513,2019Q2,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,24527,67183,2.73914461613732,"",17742,70102,3.95118926840266,""
5514,2019Q3,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,24365,66581,2.73264929201724,"",17509,70063,4.00154206408133,""
5515,2019Q4,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,24521,68473,2.79242282125525,"",17559,72701,4.14038384873854,""
5516,2020Q1,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,22621,69909,3.09044692984395,"",16470,76891,4.6685488767456,""
5517,2020Q2,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,14852,42200,2.84136816590358,"",10018,45453,4.53713316031144,""
5518,2020Q3,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,20691,55948,2.70397757479097,"",14607,59743,4.09002533032108,""
5519,2020Q4,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,20884,57498,2.75320819766328,"",14837,61921,4.17341780683427,""
5520,2021Q1,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,20099,57500,2.86083884770387,"",14023,61639,4.39556442986522,""
5521,2021Q2,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,22493,58576,2.60418796959054,"",15983,63373,3.96502533942314,""
5522,2021Q3,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,22330,58611,2.62476489028213,"",15776,63519,4.02630578093306,""
5523,2021Q4,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,21985,58674,2.6688196497612,"",15451,64712,4.18820788298492,""
5524,2022Q1,"",S08000029,"",S08000029,d,All Inpatients and Day cases,d,21317,55989,2.62649528545293,"",15121,62390,4.12604986442696,""
5525,2022Q2,p,S08000029,"",S08000029,d,All Inpatients and Day cases,d,21934,58158,2.65149995440868,"",15540,63616,4.09369369369369,""
5526,2017Q2,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,2741,10351,3.77635899306822,"",1925,10100,5.24675324675325,""
5527,2017Q3,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,2641,9414,3.56455887921242,"",1880,9397,4.99840425531915,""
5528,2017Q4,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,2535,9761,3.85049309664694,"",1797,9710,5.40345019476906,""
5529,2018Q1,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,2510,9166,3.65179282868526,"",1724,8741,5.07018561484919,""
5530,2018Q2,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,2710,10264,3.78745387453875,"",1929,10715,5.55469155002592,""
5531,2018Q3,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,2682,9570,3.56823266219239,"",1831,9199,5.02403058438012,""
5532,2018Q4,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,2679,9422,3.51698394923479,"",1874,8973,4.78815368196371,""
5533,2019Q1,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,2666,9696,3.63690922730683,"",1859,9585,5.15599784830554,""
5534,2019Q2,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,3676,10585,2.87948857453754,"",2129,10713,5.03193987787694,""
5535,2019Q3,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,4287,11044,2.57616048518778,"",2223,10755,4.83805668016194,""
5536,2019Q4,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,4259,10487,2.46231509744071,"",2282,10479,4.5920245398773,""
5537,2020Q1,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,3619,11449,3.16358109975131,"",2055,11042,5.37323600973236,""
5538,2020Q2,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,2577,7600,2.94916569654637,"",1191,7893,6.6272040302267,""
5539,2020Q3,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,3502,9983,2.85065676756139,"",1803,9566,5.30560177481974,""
5540,2020Q4,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,3499,10380,2.96656187482138,"",1746,10183,5.83218785796105,""
5541,2021Q1,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,3708,10701,2.88592233009709,"",1687,10887,6.4534676941316,""
5542,2021Q2,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,3923,10647,2.7139943920469,"",2081,10801,5.1902931283037,""
5543,2021Q3,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,3449,9738,2.82342708031313,"",1768,9578,5.41742081447964,""
5544,2021Q4,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,3573,10015,2.80296669465435,"",1863,9841,5.28234031132582,""
5545,2022Q1,"",S08000019,"",S12000005,"",All Inpatients and Day cases,d,3890,11941,3.06966580976864,"",1920,11852,6.17291666666667,""
5546,2022Q2,p,S08000019,"",S12000005,"",All Inpatients and Day cases,d,4163,11273,2.70790295460005,"",2111,11418,5.40881099005211,""
5547,2017Q2,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,8460,31787,3.75732860520095,"",6047,32042,5.29882586406483,""
5548,2017Q3,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,8235,31309,3.80194292653309,"",5811,31541,5.42780932713819,""
5549,2017Q4,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,8508,32300,3.79642689233662,"",5947,31324,5.26719354296284,""
5550,2018Q1,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,8343,34404,4.12369651204603,"",5815,34077,5.86018916595013,""
5551,2018Q2,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,8558,32171,3.75917270390278,"",6043,32813,5.42991891444647,""
5552,2018Q3,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,8159,32141,3.93933080034318,"",5696,32006,5.6190308988764,""
5553,2018Q4,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,8371,34149,4.07944092700992,"",5864,34088,5.8130968622101,""
5554,2019Q1,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,8663,32105,3.7059909961907,"",6028,30317,5.02936297279363,""
5555,2019Q2,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,11721,33546,2.86204248784233,"",6915,32222,4.65972523499638,""
5556,2019Q3,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,13209,31307,2.37012642894996,"",7074,30665,4.33488832343794,""
5557,2019Q4,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,13210,32274,2.44314912944739,"",7012,32238,4.59754706217912,""
5558,2020Q1,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,11829,33695,2.84850790430298,"",6653,33848,5.08762964076357,""
5559,2020Q2,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,8430,22881,2.71423487544484,"",3947,23132,5.86065366100836,""
5560,2020Q3,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,10438,27108,2.59704924315003,"",5369,25314,4.71484447755634,""
5561,2020Q4,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,10921,29033,2.65845618533101,"",5609,29058,5.18060260295953,""
5562,2021Q1,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,11541,28771,2.49293822025821,"",5313,28181,5.30415960850743,""
5563,2021Q2,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,12241,29216,2.38673311004003,"",6284,30058,4.78325907065563,""
5564,2021Q3,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,11004,27876,2.53326063249727,"",5820,26633,4.57611683848797,""
5565,2021Q4,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,11030,32770,2.97098821396192,"",6081,33336,5.48199309324124,""
5566,2022Q1,"",S08000019,"",S12000014,"",All Inpatients and Day cases,d,11391,30732,2.69791941006057,"",5840,32279,5.52722602739726,""
5567,2022Q2,p,S08000019,"",S12000014,"",All Inpatients and Day cases,d,11998,32961,2.747207867978,"",6403,33107,5.17054505700453,""
5568,2017Q2,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,15582,58692,3.76665383134386,"",11096,58726,5.29253785147801,""
5569,2017Q3,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,15087,56137,3.72088553058925,"",10738,56430,5.25516856025331,""
5570,2017Q4,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,15404,57933,3.76090625811478,"",10853,56904,5.24315857366627,""
5571,2018Q1,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,15083,59338,3.93409799111583,"",10467,57881,5.52985573707844,""
5572,2018Q2,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,15562,57864,3.71828813777149,"",10988,58860,5.35675282125956,""
5573,2018Q3,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,15037,57157,3.8010906430804,"",10452,56485,5.40422885572139,""
5574,2018Q4,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,15496,61157,3.94663138874548,"",10861,60953,5.61209833348679,""
5575,2019Q1,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,15708,59185,3.76782531194296,"",10939,57068,5.21693024956577,""
5576,2019Q2,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,21181,61853,2.92021151031585,"",12374,59283,4.79093260061419,""
5577,2019Q3,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,23927,62902,2.62891294353659,"",12853,62438,4.85785419746363,""
5578,2019Q4,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,24119,61428,2.54687176085244,"",12979,62042,4.78018337314123,""
5579,2020Q1,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,21258,62922,2.95992097092859,"",12068,61689,5.11178322837256,""
5580,2020Q2,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,14966,41364,2.76386476012295,"",7090,41587,5.86558533145275,""
5581,2020Q3,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,19068,49924,2.61820851688693,"",9949,48149,4.83958186752437,""
5582,2020Q4,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,20091,52778,2.62694738937833,"",10458,52567,5.02648689998088,""
5583,2021Q1,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,20947,53862,2.57134673222896,"",9737,53545,5.49912704118312,""
5584,2021Q2,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,22652,54576,2.40932368002825,"",11680,55183,4.72457191780822,""
5585,2021Q3,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,20109,53622,2.66656720871252,"",10650,51676,4.85220657276995,""
5586,2021Q4,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,20229,60273,2.97953433189975,"",11131,60119,5.4010421345791,""
5587,2022Q1,"",S08000019,"",S08000019,d,All Inpatients and Day cases,d,20749,58284,2.80900284351053,"",10759,60240,5.59903336741333,""
5588,2022Q2,p,S08000019,"",S08000019,d,All Inpatients and Day cases,d,22123,60066,2.71509288975275,"",11715,61165,5.22108408023901,""
5589,2017Q2,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,4381,16554,3.7785893631591,"",3124,16584,5.30857874519846,""
5590,2017Q3,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,4211,15414,3.6604132035146,"",3047,15492,5.08434525763046,""
5591,2017Q4,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,4361,15872,3.63953221738133,"",3109,15870,5.10453522032808,""
5592,2018Q1,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,4230,15768,3.72765957446809,"",2928,15063,5.14446721311475,""
5593,2018Q2,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,4294,15429,3.59315323707499,"",3016,15332,5.08355437665783,""
5594,2018Q3,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,4196,15446,3.68112488083889,"",2925,15280,5.22393162393162,""
5595,2018Q4,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,4446,17586,3.95546558704453,"",3123,17892,5.72910662824208,""
5596,2019Q1,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,4379,17384,3.96985613153688,"",3052,17166,5.62450851900393,""
5597,2019Q2,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,5784,17722,3.06396957123098,"",3330,16348,4.90930930930931,""
5598,2019Q3,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,6431,20551,3.19561498989271,"",3556,21018,5.91057367829021,""
5599,2019Q4,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,6650,18667,2.80706766917293,"",3685,19325,5.24423337856174,""
5600,2020Q1,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,5810,17778,3.05989672977625,"",3360,16799,4.99970238095238,""
5601,2020Q2,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,3959,10883,2.74892649659005,"",1952,10562,5.4108606557377,""
5602,2020Q3,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,5128,12833,2.50253510140406,"",2777,13269,4.77817788980915,""
5603,2020Q4,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,5671,13365,2.35672720860518,"",3103,13326,4.29455365775056,""
5604,2021Q1,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,5698,14390,2.52544752544753,"",2737,14477,5.28936792108148,""
5605,2021Q2,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,6488,14713,2.26772503082614,"",3315,14324,4.3209653092006,""
5606,2021Q3,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,5656,16008,2.83026874115983,"",3062,15465,5.05062050947093,""
5607,2021Q4,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,5626,17488,3.10842516885887,"",3187,16942,5.3159711327267,""
5608,2022Q1,"",S08000019,"",S12000030,"",All Inpatients and Day cases,d,5468,15611,2.85497439648866,"",2999,16109,5.37145715238413,""
5609,2022Q2,p,S08000019,"",S12000030,"",All Inpatients and Day cases,d,5962,15832,2.65548473666555,"",3201,16640,5.19837550765386,""
5610,2017Q2,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,11065,39472,3.56728422955264,"",9282,39763,4.28388278388278,""
5611,2017Q3,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,10809,37106,3.43288000740124,"",9072,37049,4.08388447971781,""
5612,2017Q4,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,11213,38832,3.46312316061714,"",9255,39088,4.22344678552134,""
5613,2018Q1,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,10698,41696,3.8975509441017002,"",8920,42758,4.79349775784753,""
5614,2018Q2,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,10707,38928,3.63575231157187,"",8915,38567,4.3260796410544,""
5615,2018Q3,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,10344,35208,3.40371229698376,"",8549,35394,4.1401333489297,""
5616,2018Q4,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,10489,35947,3.42711411955382,"",8818,37016,4.19777727375822,""
5617,2019Q1,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,10760,37825,3.51533457249071,"",9175,36810,4.01198910081744,""
5618,2019Q2,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,10743,37141,3.45722796239412,"",9197,36274,3.94411221050342,""
5619,2019Q3,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,11041,39700,3.59568879630468,"",9369,39676,4.23481694951436,""
5620,2019Q4,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,11092,40003,3.60647313379012,"",9485,40326,4.25155508697944,""
5621,2020Q1,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,10310,39917,3.87167798254122,"",8725,41823,4.7934670487106,""
5622,2020Q2,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,7568,25777,3.40605179704017,"",5362,26079,4.86367027228646,""
5623,2020Q3,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,8203,28100,3.42557600877728,"",6700,28418,4.24149253731343,""
5624,2020Q4,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,8616,30069,3.48990250696379,"",7170,29551,4.12147838214784,""
5625,2021Q1,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,8312,30619,3.68371029836381,"",6958,31523,4.53046852543834,""
5626,2021Q2,"",S08000020,"",S12000033,"",All Inpatients and Day cases,d,9527,31236,3.27868164165005,"",8119,30970,3.8145091760069,""
