Time_period,Geography_Level,Area_name,Specialty,Quarterly_available_staffed_bed_days,Quarterly_occupied_bed_days,Daily_average_available_staffed_beds,Daily_average_occupied_beds,Percentage_occupancy
Apr - Jun-21,NHS Tayside,NHS Tayside,Forensic Psychiatry,6006,3867,66,42.5,64.4
Jul - Sep-21,NHS Tayside,NHS Tayside,Forensic Psychiatry,5844,4208,63.5,45.7,72
Oct - Dec-21,NHS Tayside,NHS Tayside,Forensic Psychiatry,6072,4153,66,45.1,68.4
Jan - Mar-22,NHS Tayside,NHS Tayside,Forensic Psychiatry,5930,4098,65.9,45.5,69.1
Apr - Jun-22,NHS Tayside,NHS Tayside,Forensic Psychiatry,6006,4253,66,46.7,70.8
Apr - Jun-17,NHS Tayside,Ninewells Hospital,Gastroenterology,2673,2392,29.4,26.3,89.5
Apr - Jun-17,NHS Tayside,Perth Royal Infirmary,Gastroenterology,48,0,0.5,0,0
Apr - Jun-17,NHS Tayside,NHS Tayside,Gastroenterology,2721,2392,29.9,26.3,87.9
Jul - Sep-17,NHS Tayside,Ninewells Hospital,Gastroenterology,2609,2524,28.4,27.4,96.7
Jul - Sep-17,NHS Tayside,Perth Royal Infirmary,Gastroenterology,567,15,6.2,0.2,2.6
Jul - Sep-17,NHS Tayside,Stracathro Hospital,Gastroenterology,3,3,0,0,100
Jul - Sep-17,NHS Tayside,NHS Tayside,Gastroenterology,3179,2542,34.6,27.6,80
Oct - Dec-17,NHS Tayside,Ninewells Hospital,Gastroenterology,2634,2495,28.6,27.1,94.7
Oct - Dec-17,NHS Tayside,Perth Royal Infirmary,Gastroenterology,565,13,6.1,0.1,2.3
Oct - Dec-17,NHS Tayside,Stracathro Hospital,Gastroenterology,1,1,0,0,100
Oct - Dec-17,NHS Tayside,NHS Tayside,Gastroenterology,3200,2509,34.8,27.3,78.4
Jan - Mar-18,NHS Tayside,Ninewells Hospital,Gastroenterology,2873,2801,31.9,31.1,97.5
Jan - Mar-18,NHS Tayside,Perth Royal Infirmary,Gastroenterology,568,28,6.3,0.3,4.9
Jan - Mar-18,NHS Tayside,NHS Tayside,Gastroenterology,3441,2829,38.2,31.4,82.2
Apr - Jun-18,NHS Tayside,Ninewells Hospital,Gastroenterology,2576,2406,28.3,26.4,93.4
Apr - Jun-18,NHS Tayside,Perth Royal Infirmary,Gastroenterology,585,39,6.4,0.4,6.7
Apr - Jun-18,NHS Tayside,NHS Tayside,Gastroenterology,3161,2445,34.7,26.9,77.3
Jul - Sep-18,NHS Tayside,Ninewells Hospital,Gastroenterology,2591,2420,28.2,26.3,93.4
Jul - Sep-18,NHS Tayside,Perth Royal Infirmary,Gastroenterology,556,4,6,0,0.7
Jul - Sep-18,NHS Tayside,NHS Tayside,Gastroenterology,3147,2424,34.2,26.3,77
Oct - Dec-18,NHS Tayside,Ninewells Hospital,Gastroenterology,2597,2472,28.2,26.9,95.2
Oct - Dec-18,NHS Tayside,Perth Royal Infirmary,Gastroenterology,465,5,5.1,0.1,1.1
Oct - Dec-18,NHS Tayside,NHS Tayside,Gastroenterology,3062,2477,33.3,26.9,80.9
Jan - Mar-19,NHS Tayside,Ninewells Hospital,Gastroenterology,2455,2338,27.3,26,95.2
Jan - Mar-19,NHS Tayside,Perth Royal Infirmary,Gastroenterology,514,5,5.7,0.1,1
Jan - Mar-19,NHS Tayside,NHS Tayside,Gastroenterology,2969,2343,33,26,78.9
Apr - Jun-19,NHS Tayside,Ninewells Hospital,Gastroenterology,2706,2609,29.7,28.7,96.4
Apr - Jun-19,NHS Tayside,Perth Royal Infirmary,Gastroenterology,557,11,6.1,0.1,2
Apr - Jun-19,NHS Tayside,NHS Tayside,Gastroenterology,3263,2620,35.9,28.8,80.3
Jul - Sep-19,NHS Tayside,Ninewells Hospital,Gastroenterology,2854,2754,31,29.9,96.5
Jul - Sep-19,NHS Tayside,Perth Royal Infirmary,Gastroenterology,562,10,6.1,0.1,1.8
Jul - Sep-19,NHS Tayside,NHS Tayside,Gastroenterology,3416,2764,37.1,30,80.9
Oct - Dec-19,NHS Tayside,Ninewells Hospital,Gastroenterology,2814,2699,30.6,29.3,95.9
Oct - Dec-19,NHS Tayside,Perth Royal Infirmary,Gastroenterology,580,28,6.3,0.3,4.8
Oct - Dec-19,NHS Tayside,NHS Tayside,Gastroenterology,3394,2727,36.9,29.6,80.3
Jan - Mar-20,NHS Tayside,Ninewells Hospital,Gastroenterology,2387,2177,26.2,23.9,91.2
Jan - Mar-20,NHS Tayside,Perth Royal Infirmary,Gastroenterology,561,15,6.2,0.2,2.7
Jan - Mar-20,NHS Tayside,Stracathro Hospital,Gastroenterology,14,14,0.2,0.2,100
Jan - Mar-20,NHS Tayside,NHS Tayside,Gastroenterology,2962,2206,32.5,24.2,74.5
Apr - Jun-20,NHS Tayside,Ninewells Hospital,Gastroenterology,2250,1721,24.7,18.9,76.5
Apr - Jun-20,NHS Tayside,Perth Royal Infirmary,Gastroenterology,548,2,6,0,0.4
Apr - Jun-20,NHS Tayside,NHS Tayside,Gastroenterology,2798,1723,30.7,18.9,61.6
Jul - Sep-20,NHS Tayside,Ninewells Hospital,Gastroenterology,2643,2504,28.7,27.2,94.7
Jul - Sep-20,NHS Tayside,Perth Royal Infirmary,Gastroenterology,560,8,6.1,0.1,1.4
Jul - Sep-20,NHS Tayside,NHS Tayside,Gastroenterology,3203,2512,34.8,27.3,78.4
Oct - Dec-20,NHS Tayside,Ninewells Hospital,Gastroenterology,2505,2211,27.2,24,88.3
Oct - Dec-20,NHS Tayside,Perth Royal Infirmary,Gastroenterology,517,10,5.6,0.1,1.9
Oct - Dec-20,NHS Tayside,NHS Tayside,Gastroenterology,3022,2221,32.8,24.1,73.5
Jan - Mar-21,NHS Tayside,Ninewells Hospital,Gastroenterology,2226,1983,24.7,22,89.1
Jan - Mar-21,NHS Tayside,Perth Royal Infirmary,Gastroenterology,475,25,5.3,0.3,5.3
Jan - Mar-21,NHS Tayside,NHS Tayside,Gastroenterology,2701,2008,30,22.3,74.3
Apr - Jun-21,NHS Tayside,Ninewells Hospital,Gastroenterology,2383,2203,26.2,24.2,92.4
Apr - Jun-21,NHS Tayside,Perth Royal Infirmary,Gastroenterology,458,3,5,0,0.7
Apr - Jun-21,NHS Tayside,NHS Tayside,Gastroenterology,2841,2206,31.2,24.2,77.6
Jul - Sep-21,NHS Tayside,Ninewells Hospital,Gastroenterology,2440,2301,26.5,25,94.3
Jul - Sep-21,NHS Tayside,Perth Royal Infirmary,Gastroenterology,471,11,5.1,0.1,2.3
Jul - Sep-21,NHS Tayside,NHS Tayside,Gastroenterology,2911,2312,31.6,25.1,79.4
Oct - Dec-21,NHS Tayside,Ninewells Hospital,Gastroenterology,2270,2090,24.7,22.7,92.1
Oct - Dec-21,NHS Tayside,Perth Royal Infirmary,Gastroenterology,483,23,5.3,0.3,4.8
Oct - Dec-21,NHS Tayside,NHS Tayside,Gastroenterology,2753,2113,29.9,23,76.8
Jan - Mar-22,NHS Tayside,Ninewells Hospital,Gastroenterology,2812,2429,31.2,27,86.4
Jan - Mar-22,NHS Tayside,Perth Royal Infirmary,Gastroenterology,313,18,3.5,0.2,5.8
Jan - Mar-22,NHS Tayside,NHS Tayside,Gastroenterology,3125,2447,34.7,27.2,78.3
Apr - Jun-22,NHS Tayside,Ninewells Hospital,Gastroenterology,2928,2855,32.2,31.4,97.5
Apr - Jun-22,NHS Tayside,Perth Royal Infirmary,Gastroenterology,543,27,6,0.3,5
Apr - Jun-22,NHS Tayside,NHS Tayside,Gastroenterology,3471,2882,38.1,31.7,83
Apr - Jun-17,NHS Tayside,Ninewells Hospital,General Medicine,11216,7587,123.3,83.4,67.6
Apr - Jun-17,NHS Tayside,Perth Royal Infirmary,General Medicine,9984,7788,109.7,85.6,78
Apr - Jun-17,NHS Tayside,Stracathro Hospital,General Medicine,5,5,0.1,0.1,100
Apr - Jun-17,NHS Tayside,NHS Tayside,General Medicine,21240,15415,233.4,169.4,72.6
Jul - Sep-17,NHS Tayside,Ninewells Hospital,General Medicine,12511,8216,136,89.3,65.7
Jul - Sep-17,NHS Tayside,Perth Royal Infirmary,General Medicine,10497,8877,114.1,96.5,84.6
Jul - Sep-17,NHS Tayside,Stracathro Hospital,General Medicine,1,1,0,0,100
Jul - Sep-17,NHS Tayside,NHS Tayside,General Medicine,23038,17123,250.4,186.1,74.3
Oct - Dec-17,NHS Tayside,Ninewells Hospital,General Medicine,12140,8345,132,90.7,68.7
Oct - Dec-17,NHS Tayside,Perth Royal Infirmary,General Medicine,11225,9904,122,107.7,88.2
Oct - Dec-17,NHS Tayside,NHS Tayside,General Medicine,23457,18341,255,199.4,78.2
Jan - Mar-18,NHS Tayside,Ninewells Hospital,General Medicine,11927,8063,132.5,89.6,67.6
Jan - Mar-18,NHS Tayside,Perth Royal Infirmary,General Medicine,11839,10805,131.5,120.1,91.3
Jan - Mar-18,NHS Tayside,NHS Tayside,General Medicine,23849,18951,265,210.6,79.5
Apr - Jun-18,NHS Tayside,Ninewells Hospital,General Medicine,11331,6928,124.5,76.1,61.1
Apr - Jun-18,NHS Tayside,Perth Royal Infirmary,General Medicine,9764,8878,107.3,97.6,90.9
Apr - Jun-18,NHS Tayside,NHS Tayside,General Medicine,21133,15844,232.2,174.1,75
Jul - Sep-18,NHS Tayside,Ninewells Hospital,General Medicine,11662,7070,126.8,76.8,60.6
Jul - Sep-18,NHS Tayside,Perth Royal Infirmary,General Medicine,8010,7116,87.1,77.3,88.8
Jul - Sep-18,NHS Tayside,NHS Tayside,General Medicine,19790,14304,215.1,155.5,72.3
Oct - Dec-18,NHS Tayside,Ninewells Hospital,General Medicine,11714,7023,127.3,76.3,60
Oct - Dec-18,NHS Tayside,Perth Royal Infirmary,General Medicine,8122,6994,88.3,76,86.1
Oct - Dec-18,NHS Tayside,NHS Tayside,General Medicine,19836,14017,215.6,152.4,70.7
Jan - Mar-19,NHS Tayside,Ninewells Hospital,General Medicine,10223,7600,113.6,84.4,74.3
Jan - Mar-19,NHS Tayside,Perth Royal Infirmary,General Medicine,8613,8052,95.7,89.5,93.5
Jan - Mar-19,NHS Tayside,Stracathro Hospital,General Medicine,245,245,2.7,2.7,100
Jan - Mar-19,NHS Tayside,NHS Tayside,General Medicine,19081,15897,212,176.6,83.3
Apr - Jun-19,NHS Tayside,Ninewells Hospital,General Medicine,8432,6904,92.7,75.9,81.9
Apr - Jun-19,NHS Tayside,Perth Royal Infirmary,General Medicine,7494,6687,82.4,73.5,89.2
Apr - Jun-19,NHS Tayside,Stracathro Hospital,General Medicine,1,1,0,0,100
Apr - Jun-19,NHS Tayside,NHS Tayside,General Medicine,15927,13592,175,149.4,85.3
Jul - Sep-19,NHS Tayside,Ninewells Hospital,General Medicine,8426,7230,91.6,78.6,85.8
Jul - Sep-19,NHS Tayside,Perth Royal Infirmary,General Medicine,7643,7064,83.1,76.8,92.4
Jul - Sep-19,NHS Tayside,Stracathro Hospital,General Medicine,568,568,6.2,6.2,100
Jul - Sep-19,NHS Tayside,NHS Tayside,General Medicine,16637,14862,180.8,161.5,89.3
Oct - Dec-19,NHS Tayside,Ninewells Hospital,General Medicine,8308,6906,90.3,75.1,83.1
Oct - Dec-19,NHS Tayside,Perth Royal Infirmary,General Medicine,7964,7228,86.6,78.6,90.8
Oct - Dec-19,NHS Tayside,Stracathro Hospital,General Medicine,805,805,8.8,8.8,100
Oct - Dec-19,NHS Tayside,NHS Tayside,General Medicine,17098,14960,185.8,162.6,87.5
Jan - Mar-20,NHS Tayside,Ninewells Hospital,General Medicine,8434,6538,92.7,71.8,77.5
Jan - Mar-20,NHS Tayside,Perth Royal Infirmary,General Medicine,8246,7037,90.6,77.3,85.3
Jan - Mar-20,NHS Tayside,Stracathro Hospital,General Medicine,270,270,3,3,100
Jan - Mar-20,NHS Tayside,NHS Tayside,General Medicine,16950,13845,186.3,152.1,81.7
Apr - Jun-20,NHS Tayside,Ninewells Hospital,General Medicine,8237,4970,90.5,54.6,60.3
Apr - Jun-20,NHS Tayside,Perth Royal Infirmary,General Medicine,8101,4965,89,54.6,61.3
Apr - Jun-20,NHS Tayside,NHS Tayside,General Medicine,16338,9935,179.5,109.2,60.8
Jul - Sep-20,NHS Tayside,Ninewells Hospital,General Medicine,7887,6207,85.7,67.5,78.7
Jul - Sep-20,NHS Tayside,Perth Royal Infirmary,General Medicine,8378,6121,91.1,66.5,73.1
Jul - Sep-20,NHS Tayside,Stracathro Hospital,General Medicine,100,100,1.1,1.1,100
Jul - Sep-20,NHS Tayside,NHS Tayside,General Medicine,16401,12464,178.3,135.5,76
Oct - Dec-20,NHS Tayside,Ninewells Hospital,General Medicine,8819,6463,95.9,70.3,73.3
Oct - Dec-20,NHS Tayside,Perth Royal Infirmary,General Medicine,8066,5728,87.7,62.3,71
Oct - Dec-20,NHS Tayside,Stracathro Hospital,General Medicine,242,242,2.6,2.6,100
Oct - Dec-20,NHS Tayside,NHS Tayside,General Medicine,17217,12523,187.1,136.1,72.7
Jan - Mar-21,NHS Tayside,Ninewells Hospital,General Medicine,9641,6433,107.1,71.5,66.7
Jan - Mar-21,NHS Tayside,Perth Royal Infirmary,General Medicine,8200,6562,91.1,72.9,80
Jan - Mar-21,NHS Tayside,Stracathro Hospital,General Medicine,543,543,6,6,100
Jan - Mar-21,NHS Tayside,NHS Tayside,General Medicine,18396,13550,204.4,150.6,73.7
Apr - Jun-21,NHS Tayside,Ninewells Hospital,General Medicine,9510,6016,104.5,66.1,63.3
Apr - Jun-21,NHS Tayside,Perth Royal Infirmary,General Medicine,8609,6910,94.6,75.9,80.3
Apr - Jun-21,NHS Tayside,Stracathro Hospital,General Medicine,66,66,0.7,0.7,100
Apr - Jun-21,NHS Tayside,NHS Tayside,General Medicine,18185,12992,199.8,142.8,71.4
Jul - Sep-21,NHS Tayside,Ninewells Hospital,General Medicine,10626,7189,115.5,78.1,67.7
Jul - Sep-21,NHS Tayside,Perth Royal Infirmary,General Medicine,8793,7229,95.6,78.6,82.2
Jul - Sep-21,NHS Tayside,NHS Tayside,General Medicine,19419,14418,211.1,156.7,74.2
Oct - Dec-21,NHS Tayside,Ninewells Hospital,General Medicine,10815,7596,117.6,82.6,70.2
Oct - Dec-21,NHS Tayside,Perth Royal Infirmary,General Medicine,9172,7672,99.7,83.4,83.6
Oct - Dec-21,NHS Tayside,NHS Tayside,General Medicine,19987,15268,217.3,166,76.4
Jan - Mar-22,NHS Tayside,Ninewells Hospital,General Medicine,11017,7738,122.4,86,70.2
Jan - Mar-22,NHS Tayside,Perth Royal Infirmary,General Medicine,8763,7363,97.4,81.8,84
Jan - Mar-22,NHS Tayside,NHS Tayside,General Medicine,20109,15430,223.4,171.4,76.7
Apr - Jun-22,NHS Tayside,Ninewells Hospital,General Medicine,11069,7285,121.6,80.1,65.8
Apr - Jun-22,NHS Tayside,Perth Royal Infirmary,General Medicine,8229,6937,90.4,76.2,84.3
Apr - Jun-22,NHS Tayside,NHS Tayside,General Medicine,19298,14222,212.1,156.3,73.7
Apr - Jun-17,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12891,9267,141.7,101.8,71.9
Jul - Sep-17,NHS Tayside,Stracathro Hospital,General Psychiatry (Mental Illness),2,2,0,0,100
Jul - Sep-17,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),14076,10732,153,116.7,76.2
Oct - Dec-17,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),13985,10290,152,111.8,73.6
Jan - Mar-18,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12868,10289,143,114.3,80
Apr - Jun-18,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12653,10248,139,112.6,81
Jul - Sep-18,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12637,10810,137.4,117.5,85.5
Oct - Dec-18,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12813,10936,139.3,118.9,85.4
Jan - Mar-19,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12322,10057,136.9,111.7,81.6
Apr - Jun-19,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12059,9942,132.5,109.3,82.4
Jul - Sep-19,NHS Tayside,Stracathro Hospital,General Psychiatry (Mental Illness),13,13,0.1,0.1,100
Jul - Sep-19,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12264,9854,133.3,107.1,80.3
Oct - Dec-19,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12479,10124,135.6,110,81.1
Jan - Mar-20,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12189,9478,133.9,104.2,77.8
Apr - Jun-20,NHS Tayside,Perth Royal Infirmary,General Psychiatry (Mental Illness),4,4,0,0,100
Apr - Jun-20,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12469,7333,137,80.6,58.8
Jul - Sep-20,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12446,8805,135.3,95.7,70.7
Oct - Dec-20,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12032,10429,130.8,113.4,86.7
Jan - Mar-21,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),11291,10356,125.5,115.1,91.7
Apr - Jun-21,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),11014,10202,121,112.1,92.6
Jul - Sep-21,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),11078,10732,120.4,116.7,96.9
Oct - Dec-21,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12266,10811,133.3,117.5,88.1
Jan - Mar-22,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12332,10746,137,119.4,87.1
Apr - Jun-22,NHS Tayside,NHS Tayside,General Psychiatry (Mental Illness),12549,10374,137.9,114,82.7
Apr - Jun-17,NHS Tayside,Ninewells Hospital,General Surgery,11911,9204,130.9,101.1,77.3
Apr - Jun-17,NHS Tayside,Perth Royal Infirmary,General Surgery,1997,836,21.9,9.2,41.9
Apr - Jun-17,NHS Tayside,Stracathro Hospital,General Surgery,555,12,6.1,0.1,2.2
Apr - Jun-17,NHS Tayside,NHS Tayside,General Surgery,14463,10052,158.9,110.5,69.5
Jul - Sep-17,NHS Tayside,Ninewells Hospital,General Surgery,12464,10281,135.5,111.8,82.5
Jul - Sep-17,NHS Tayside,Perth Royal Infirmary,General Surgery,2249,969,24.4,10.5,43.1
Jul - Sep-17,NHS Tayside,Stracathro Hospital,General Surgery,662,7,7.2,0.1,1.1
Jul - Sep-17,NHS Tayside,NHS Tayside,General Surgery,15375,11257,167.1,122.4,73.2
Oct - Dec-17,NHS Tayside,Ninewells Hospital,General Surgery,12238,10371,133,112.7,84.7
Oct - Dec-17,NHS Tayside,Perth Royal Infirmary,General Surgery,1511,588,16.4,6.4,38.9
Oct - Dec-17,NHS Tayside,Stracathro Hospital,General Surgery,679,22,7.4,0.2,3.2
Oct - Dec-17,NHS Tayside,NHS Tayside,General Surgery,14428,10981,156.8,119.4,76.1
Jan - Mar-18,NHS Tayside,Ninewells Hospital,General Surgery,12378,10574,137.5,117.5,85.4
Jan - Mar-18,NHS Tayside,Perth Royal Infirmary,General Surgery,1459,530,16.2,5.9,36.3
Jan - Mar-18,NHS Tayside,Stracathro Hospital,General Surgery,660,19,7.3,0.2,2.9
Jan - Mar-18,NHS Tayside,NHS Tayside,General Surgery,14497,11123,161.1,123.6,76.7
Apr - Jun-18,NHS Tayside,Ninewells Hospital,General Surgery,12342,10841,135.6,119.1,87.8
Apr - Jun-18,NHS Tayside,Perth Royal Infirmary,General Surgery,1482,487,16.3,5.4,32.9
Apr - Jun-18,NHS Tayside,Stracathro Hospital,General Surgery,673,12,7.4,0.1,1.8
Apr - Jun-18,NHS Tayside,NHS Tayside,General Surgery,14499,11342,159.3,124.6,78.2
Jul - Sep-18,NHS Tayside,Ninewells Hospital,General Surgery,11672,10171,126.9,110.6,87.1
Jul - Sep-18,NHS Tayside,Perth Royal Infirmary,General Surgery,1354,448,14.7,4.9,33.1
Jul - Sep-18,NHS Tayside,Stracathro Hospital,General Surgery,691,25,7.5,0.3,3.6
Jul - Sep-18,NHS Tayside,NHS Tayside,General Surgery,13717,10644,149.1,115.7,77.6
Oct - Dec-18,NHS Tayside,Ninewells Hospital,General Surgery,11740,10081,127.6,109.6,85.9
Oct - Dec-18,NHS Tayside,Perth Royal Infirmary,General Surgery,1778,551,19.3,6,31
Oct - Dec-18,NHS Tayside,Stracathro Hospital,General Surgery,692,18,7.5,0.2,2.6
Oct - Dec-18,NHS Tayside,NHS Tayside,General Surgery,14210,10650,154.5,115.8,74.9
Jan - Mar-19,NHS Tayside,Ninewells Hospital,General Surgery,11325,9935,125.8,110.4,87.7
Jan - Mar-19,NHS Tayside,Perth Royal Infirmary,General Surgery,813,393,9,4.4,48.3
Jan - Mar-19,NHS Tayside,Stracathro Hospital,General Surgery,659,17,7.3,0.2,2.6
Jan - Mar-19,NHS Tayside,NHS Tayside,General Surgery,12797,10345,142.2,114.9,80.8
Apr - Jun-19,NHS Tayside,Ninewells Hospital,General Surgery,12237,10929,134.5,120.1,89.3
Apr - Jun-19,NHS Tayside,Perth Royal Infirmary,General Surgery,872,332,9.6,3.6,38.1
Apr - Jun-19,NHS Tayside,Stracathro Hospital,General Surgery,678,11,7.5,0.1,1.6
Apr - Jun-19,NHS Tayside,NHS Tayside,General Surgery,13787,11272,151.5,123.9,81.8
Jul - Sep-19,NHS Tayside,Ninewells Hospital,General Surgery,12548,11492,136.4,124.9,91.6
Jul - Sep-19,NHS Tayside,Perth Royal Infirmary,General Surgery,1192,114,13,1.2,9.6
Jul - Sep-19,NHS Tayside,Stracathro Hospital,General Surgery,726,12,7.9,0.1,1.7
Jul - Sep-19,NHS Tayside,NHS Tayside,General Surgery,14466,11618,157.2,126.3,80.3
Oct - Dec-19,NHS Tayside,Ninewells Hospital,General Surgery,12271,10724,133.4,116.6,87.4
Oct - Dec-19,NHS Tayside,Perth Royal Infirmary,General Surgery,1005,120,10.9,1.3,11.9
Oct - Dec-19,NHS Tayside,Stracathro Hospital,General Surgery,711,8,7.7,0.1,1.1
Oct - Dec-19,NHS Tayside,NHS Tayside,General Surgery,13987,10852,152,118,77.6
Jan - Mar-20,NHS Tayside,Ninewells Hospital,General Surgery,12611,10501,138.6,115.4,83.3
Jan - Mar-20,NHS Tayside,Perth Royal Infirmary,General Surgery,831,112,9.1,1.2,13.5
Jan - Mar-20,NHS Tayside,Stracathro Hospital,General Surgery,718,11,7.9,0.1,1.5
Jan - Mar-20,NHS Tayside,NHS Tayside,General Surgery,14160,10624,155.6,116.7,75
Apr - Jun-20,NHS Tayside,Ninewells Hospital,General Surgery,11755,7270,129.2,79.9,61.8
Apr - Jun-20,NHS Tayside,Perth Royal Infirmary,General Surgery,1417,57,15.6,0.6,4
Apr - Jun-20,NHS Tayside,Stracathro Hospital,General Surgery,16,0,0.2,0,0
Apr - Jun-20,NHS Tayside,NHS Tayside,General Surgery,13188,7327,144.9,80.5,55.6
Jul - Sep-20,NHS Tayside,Ninewells Hospital,General Surgery,12602,10203,137,110.9,81
Jul - Sep-20,NHS Tayside,Perth Royal Infirmary,General Surgery,1293,168,14.1,1.8,13
Jul - Sep-20,NHS Tayside,Stracathro Hospital,General Surgery,729,12,7.9,0.1,1.6
Jul - Sep-20,NHS Tayside,NHS Tayside,General Surgery,14624,10383,159,112.9,71
Oct - Dec-20,NHS Tayside,Ninewells Hospital,General Surgery,12993,9646,141.2,104.8,74.2
Oct - Dec-20,NHS Tayside,Perth Royal Infirmary,General Surgery,1241,177,13.5,1.9,14.3
Oct - Dec-20,NHS Tayside,Stracathro Hospital,General Surgery,730,6,7.9,0.1,0.8
Oct - Dec-20,NHS Tayside,NHS Tayside,General Surgery,14964,9829,162.7,106.8,65.7
Jan - Mar-21,NHS Tayside,Ninewells Hospital,General Surgery,11318,9246,125.8,102.7,81.7
Jan - Mar-21,NHS Tayside,Perth Royal Infirmary,General Surgery,1072,127,11.9,1.4,11.8
Jan - Mar-21,NHS Tayside,Stracathro Hospital,General Surgery,720,0,8,0,0
Jan - Mar-21,NHS Tayside,NHS Tayside,General Surgery,13110,9373,145.7,104.1,71.5
Apr - Jun-21,NHS Tayside,Ninewells Hospital,General Surgery,13719,10882,150.8,119.6,79.3
Apr - Jun-21,NHS Tayside,Perth Royal Infirmary,General Surgery,1370,197,15.1,2.2,14.4
Apr - Jun-21,NHS Tayside,Stracathro Hospital,General Surgery,723,6,7.9,0.1,0.8
Apr - Jun-21,NHS Tayside,NHS Tayside,General Surgery,15812,11085,173.8,121.8,70.1
Jul - Sep-21,NHS Tayside,Ninewells Hospital,General Surgery,13374,10730,145.4,116.6,80.2
Jul - Sep-21,NHS Tayside,Perth Royal Infirmary,General Surgery,1299,185,14.1,2,14.2
Jul - Sep-21,NHS Tayside,Stracathro Hospital,General Surgery,729,3,7.9,0,0.4
Jul - Sep-21,NHS Tayside,NHS Tayside,General Surgery,15402,10918,167.4,118.7,70.9
Oct - Dec-21,NHS Tayside,Ninewells Hospital,General Surgery,14663,10968,159.4,119.2,74.8
Oct - Dec-21,NHS Tayside,Perth Royal Infirmary,General Surgery,1229,228,13.4,2.5,18.6
Oct - Dec-21,NHS Tayside,Stracathro Hospital,General Surgery,733,7,8,0.1,1
Oct - Dec-21,NHS Tayside,NHS Tayside,General Surgery,16625,11203,180.7,121.8,67.4
Jan - Mar-22,NHS Tayside,Ninewells Hospital,General Surgery,13680,10940,152,121.6,80
Jan - Mar-22,NHS Tayside,Perth Royal Infirmary,General Surgery,1264,230,14,2.6,18.2
Jan - Mar-22,NHS Tayside,Stracathro Hospital,General Surgery,713,11,7.9,0.1,1.5
Jan - Mar-22,NHS Tayside,NHS Tayside,General Surgery,15657,11181,174,124.2,71.4
Apr - Jun-22,NHS Tayside,Ninewells Hospital,General Surgery,14075,11441,154.7,125.7,81.3
Apr - Jun-22,NHS Tayside,Perth Royal Infirmary,General Surgery,1262,202,13.9,2.2,16
Apr - Jun-22,NHS Tayside,Stracathro Hospital,General Surgery,711,47,7.8,0.5,6.6
Apr - Jun-22,NHS Tayside,NHS Tayside,General Surgery,16048,11690,176.4,128.5,72.8
Apr - Jun-19,NHS Tayside,Ninewells Hospital,Genito-Urinary Medicine,28,28,0.3,0.3,100
Apr - Jun-19,NHS Tayside,NHS Tayside,Genito-Urinary Medicine,28,28,0.3,0.3,100
Apr - Jun-17,NHS Tayside,NHS Tayside,Geriatric Medicine - long stay unit,1322,759,14.5,8.3,57.4
Jul - Sep-17,NHS Tayside,NHS Tayside,Geriatric Medicine - long stay unit,633,327,6.9,3.6,51.7
Apr - Jun-17,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,5022,3952,55.2,43.4,78.7
Apr - Jun-17,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,2002,1064,22,11.7,53.1
Apr - Jun-17,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1274,702,14,7.7,55.1
Apr - Jun-17,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,18452,11620,202.8,127.7,63
Jul - Sep-17,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,5257,4668,57.1,50.7,88.8
Jul - Sep-17,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,1245,1131,13.5,12.3,90.8
Jul - Sep-17,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1290,1019,14,11.1,79
Jul - Sep-17,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,19461,14865,211.5,161.6,76.4
Oct - Dec-17,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,5620,5542,61.1,60.2,98.6
