"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","NumberSeen","NumberSeenQF","WaitedOver12Weeks","WaitedOver12WeeksQF","Median","MedianQF","90thPercentile","90thPercentileQF"
"20140331","S08000017",,"Inpatient/Day case","C13",,297,,7,,59,,80,
"20150331","S08000017",,"Inpatient/Day case","C13",,280,,1,,61,,78,
"20160331","S08000017",,"Inpatient/Day case","C13",,283,,27,,75,,84,
"20170331","S08000017",,"Inpatient/Day case","C13",,272,,21,,73,,84,
"20180331","S08000017",,"Inpatient/Day case","C13",,253,,70,,75,,97,
"20190331","S08000017",,"Inpatient/Day case","C13",,277,,30,,72,,86.4,
"20200331","S08000017",,"Inpatient/Day case","C13",,277,,107,,82,,167,
"20210331","S08000017",,"Inpatient/Day case","C13",,65,,7,,30,,84.6,
"20220331","S08000017",,"Inpatient/Day case","C13",,139,,53,,81,,182.4,
"20121231","S08000017",,"Inpatient/Day case","C13",,180,,0,,18.5,,42.2,
"20131231","S08000017",,"Inpatient/Day case","C13",,269,,5,,60,,81,
"20141231","S08000017",,"Inpatient/Day case","C13",,316,,1,,50,,79,
"20151231","S08000017",,"Inpatient/Day case","C13",,270,,1,,65,,78,
"20161231","S08000017",,"Inpatient/Day case","C13",,297,,25,,58,,83,
"20171231","S08000017",,"Inpatient/Day case","C13",,231,,4,,59,,82,
"20181231","S08000017",,"Inpatient/Day case","C13",,278,,12,,75,,83,
"20191231","S08000017",,"Inpatient/Day case","C13",,253,,52,,72,,125,
"20201231","S08000017",,"Inpatient/Day case","C13",,194,,54,,57.5,,256.7,
"20211231","S08000017",,"Inpatient/Day case","C13",,148,,78,,88,,130.8,
"20130630","S08000017",,"Inpatient/Day case","C3",,78,,0,,52,,72.3,
"20140630","S08000017",,"Inpatient/Day case","C3",,61,,0,,65,,79,
"20150630","S08000017",,"Inpatient/Day case","C3",,78,,0,,74,,83,
"20160630","S08000017",,"Inpatient/Day case","C3",,67,,10,,64,,98.4,
"20170630","S08000017",,"Inpatient/Day case","C3",,30,,0,,11,,79,
"20180630","S08000017",,"Inpatient/Day case","C3",,25,,0,,9,,75.4,
"20190630","S08000017",,"Inpatient/Day case","C3",,43,,0,,22,,80,
"20200630","S08000017",,"Inpatient/Day case","C3",,11,,0,,8,,17,
"20210630","S08000017",,"Inpatient/Day case","C3",,23,,2,,70,,77,
"20220630","S08000017",,"Inpatient/Day case","C3",,54,,2,,47.5,,84,
"20130930","S08000017",,"Inpatient/Day case","C3",,55,,0,,63,,80,
"20140930","S08000017",,"Inpatient/Day case","C3",,74,,0,,62,,79,
"20150930","S08000017",,"Inpatient/Day case","C3",,73,,0,,65,,82,
"20160930","S08000017",,"Inpatient/Day case","C3",,82,,1,,43,,71.8,
"20170930","S08000017",,"Inpatient/Day case","C3",,39,,2,,60,,83,
"20180930","S08000017",,"Inpatient/Day case","C3",,31,,0,,7,,80,
"20190930","S08000017",,"Inpatient/Day case","C3",,33,,2,,66,,80,
"20200930","S08000017",,"Inpatient/Day case","C3",,27,,19,,192,,213,
"20210930","S08000017",,"Inpatient/Day case","C3",,31,,1,,70,,78,
"20220930","S08000017",,"Inpatient/Day case","C3",,38,,12,,77,,102.9,
"20130331","S08000017",,"Inpatient/Day case","C3",,52,,0,,41.5,,59,
"20140331","S08000017",,"Inpatient/Day case","C3",,55,,0,,34,,70,
"20150331","S08000017",,"Inpatient/Day case","C3",,66,,0,,70,,83,
"20160331","S08000017",,"Inpatient/Day case","C3",,48,,3,,39,,73.2,
"20170331","S08000017",,"Inpatient/Day case","C3",,33,,0,,12,,77.6,
"20180331","S08000017",,"Inpatient/Day case","C3",,25,,5,,70,,109.2,
"20190331","S08000017",,"Inpatient/Day case","C3",,32,,0,,37.5,,80,
"20200331","S08000017",,"Inpatient/Day case","C3",,30,,1,,70,,77.1,
"20210331","S08000017",,"Inpatient/Day case","C3",,35,,25,,92,,110,
"20220331","S08000017",,"Inpatient/Day case","C3",,32,,1,,68,,84,
"20121231","S08000017",,"Inpatient/Day case","C3",,30,,0,,25,,41.7,
"20131231","S08000017",,"Inpatient/Day case","C3",,94,,0,,37,,64.4,
"20141231","S08000017",,"Inpatient/Day case","C3",,57,,0,,67,,80.4,
"20151231","S08000017",,"Inpatient/Day case","C3",,59,,0,,44,,72,
"20161231","S08000017",,"Inpatient/Day case","C3",,36,,0,,29,,79.5,
"20171231","S08000017",,"Inpatient/Day case","C3",,55,,22,,79,,108,
"20181231","S08000017",,"Inpatient/Day case","C3",,28,,0,,73,,80,
"20191231","S08000017",,"Inpatient/Day case","C3",,27,,1,,49,,80,
"20201231","S08000017",,"Inpatient/Day case","C3",,42,,24,,115,,268,
"20211231","S08000017",,"Inpatient/Day case","C3",,19,,2,,66,,86.8,
"20130630","S08000017",,"Inpatient/Day case","C5",,145,,0,,58,,81.6,
"20140630","S08000017",,"Inpatient/Day case","C5",,181,,10,,74,,84,
"20150630","S08000017",,"Inpatient/Day case","C5",,122,,0,,61.5,,80,
"20160630","S08000017",,"Inpatient/Day case","C5",,169,,49,,77,,107,
"20170630","S08000017",,"Inpatient/Day case","C5",,169,,26,,74,,88,
"20180630","S08000017",,"Inpatient/Day case","C5",,163,,61,,83,,109.8,
"20190630","S08000017",,"Inpatient/Day case","C5",,141,,25,,71,,97,
"20200630","S08000017",,"Inpatient/Day case","C5",,20,,1,,13.5,,32.0000000000001,
"20210630","S08000017",,"Inpatient/Day case","C5",,90,,37,,47,,175.2,
"20220630","S08000017",,"Inpatient/Day case","C5",,79,,36,,79,,166.4,
"20130930","S08000017",,"Inpatient/Day case","C5",,178,,1,,56,,81,
"20140930","S08000017",,"Inpatient/Day case","C5",,193,,2,,60,,83,
"20150930","S08000017",,"Inpatient/Day case","C5",,170,,2,,60.5,,82,
"20160930","S08000017",,"Inpatient/Day case","C5",,196,,25,,77,,93.5,
"20170930","S08000017",,"Inpatient/Day case","C5",,168,,11,,73.5,,84,
"20180930","S08000017",,"Inpatient/Day case","C5",,153,,8,,72,,83.8,
"20190930","S08000017",,"Inpatient/Day case","C5",,163,,7,,70,,82.8,
"20200930","S08000017",,"Inpatient/Day case","C5",,84,,59,,186,,246.5,
"20210930","S08000017",,"Inpatient/Day case","C5",,66,,8,,41,,85.5,
"20220930","S08000017",,"Inpatient/Day case","C5",,79,,43,,116,,221.6,
"20130331","S08000017",,"Inpatient/Day case","C5",,138,,0,,34.5,,70,
"20140331","S08000017",,"Inpatient/Day case","C5",,179,,4,,53,,83,
"20150331","S08000017",,"Inpatient/Day case","C5",,131,,0,,58,,78,
"20160331","S08000017",,"Inpatient/Day case","C5",,117,,2,,60,,81,
"20170331","S08000017",,"Inpatient/Day case","C5",,177,,27,,77,,89.4,
"20180331","S08000017",,"Inpatient/Day case","C5",,143,,63,,83,,106,
"20190331","S08000017",,"Inpatient/Day case","C5",,140,,34,,81,,101.1,
"20200331","S08000017",,"Inpatient/Day case","C5",,112,,17,,65,,86,
"20210331","S08000017",,"Inpatient/Day case","C5",,36,,8,,30.5,,108,
"20220331","S08000017",,"Inpatient/Day case","C5",,67,,31,,53,,174.2,
"20121231","S08000017",,"Inpatient/Day case","C5",,70,,0,,16,,53.4,
"20131231","S08000017",,"Inpatient/Day case","C5",,185,,0,,49,,81,
"20141231","S08000017",,"Inpatient/Day case","C5",,138,,0,,44,,65,
"20151231","S08000017",,"Inpatient/Day case","C5",,175,,2,,62,,84,
"20161231","S08000017",,"Inpatient/Day case","C5",,179,,14,,76,,84,
"20171231","S08000017",,"Inpatient/Day case","C5",,148,,24,,73.5,,87,
"20181231","S08000017",,"Inpatient/Day case","C5",,117,,7,,71,,83.4,
"20191231","S08000017",,"Inpatient/Day case","C5",,133,,14,,62,,86.4,
"20201231","S08000017",,"Inpatient/Day case","C5",,97,,30,,64,,242,
"20211231","S08000017",,"Inpatient/Day case","C5",,38,,12,,49.5,,116.9,
"20130630","S08000017",,"Inpatient/Day case","C7",,403,,3,,34,,78,
"20140630","S08000017",,"Inpatient/Day case","C7",,439,,16,,41,,79,
"20150630","S08000017",,"Inpatient/Day case","C7",,476,,7,,52,,80,
"20160630","S08000017",,"Inpatient/Day case","C7",,559,,24,,60,,83,
"20170630","S08000017",,"Inpatient/Day case","C7",,485,,9,,58,,83,
"20180630","S08000017",,"Inpatient/Day case","C7",,495,,40,,55,,83.6,
"20190630","S08000017",,"Inpatient/Day case","C7",,565,,150,,82,,112,
"20200630","S08000017",,"Inpatient/Day case","C7",,26,,14,,103.5,,168,
"20210630","S08000017",,"Inpatient/Day case","C7",,637,,129,,43,,125,
"20220630","S08000017",,"Inpatient/Day case","C7",,668,,352,,85,,142,
"20130930","S08000017",,"Inpatient/Day case","C7",,435,,9,,33,,79,
"20140930","S08000017",,"Inpatient/Day case","C7",,467,,0,,42,,76,
"20150930","S08000017",,"Inpatient/Day case","C7",,538,,12,,49,,81,
"20160930","S08000017",,"Inpatient/Day case","C7",,519,,28,,55,,82.2,
"20170930","S08000017",,"Inpatient/Day case","C7",,522,,40,,55,,84,
"20180930","S08000017",,"Inpatient/Day case","C7",,498,,20,,67,,84,
"20190930","S08000017",,"Inpatient/Day case","C7",,544,,141,,81,,107,
"20200930","S08000017",,"Inpatient/Day case","C7",,356,,276,,185,,233,
"20210930","S08000017",,"Inpatient/Day case","C7",,694,,72,,57,,85,
"20220930","S08000017",,"Inpatient/Day case","C7",,572,,375,,91,,138.9,
"20130331","S08000017",,"Inpatient/Day case","C7",,328,,0,,34,,69,
"20140331","S08000017",,"Inpatient/Day case","C7",,383,,7,,32,,77,
"20150331","S08000017",,"Inpatient/Day case","C7",,494,,15,,56,,83,
"20160331","S08000017",,"Inpatient/Day case","C7",,504,,15,,56,,82,
"20170331","S08000017",,"Inpatient/Day case","C7",,473,,12,,57,,81,
"20180331","S08000017",,"Inpatient/Day case","C7",,546,,74,,62,,91,
"20190331","S08000017",,"Inpatient/Day case","C7",,563,,95,,81,,92,
"20200331","S08000017",,"Inpatient/Day case","C7",,516,,220,,83.5,,109,
"20210331","S08000017",,"Inpatient/Day case","C7",,251,,153,,91,,167,
"20220331","S08000017",,"Inpatient/Day case","C7",,605,,430,,121,,143,
"20121231","S08000017",,"Inpatient/Day case","C7",,188,,0,,23.5,,48,
"20131231","S08000017",,"Inpatient/Day case","C7",,401,,3,,37,,76,
"20141231","S08000017",,"Inpatient/Day case","C7",,479,,1,,42,,81,
"20151231","S08000017",,"Inpatient/Day case","C7",,553,,4,,55,,78.8,
"20161231","S08000017",,"Inpatient/Day case","C7",,474,,11,,50,,80,
"20171231","S08000017",,"Inpatient/Day case","C7",,467,,24,,65,,83,
"20181231","S08000017",,"Inpatient/Day case","C7",,476,,34,,76,,84,
"20191231","S08000017",,"Inpatient/Day case","C7",,618,,146,,76,,108,
"20201231","S08000017",,"Inpatient/Day case","C7",,421,,285,,110,,272,
"20211231","S08000017",,"Inpatient/Day case","C7",,516,,100,,63,,97,
"20130630","S08000017",,"Inpatient/Day case","C8",,452,,0,,50.5,,75,
"20140630","S08000017",,"Inpatient/Day case","C8",,545,,12,,70,,82,
"20150630","S08000017",,"Inpatient/Day case","C8",,447,,41,,75,,84,
"20160630","S08000017",,"Inpatient/Day case","C8",,454,,141,,77.5,,103.7,
"20170630","S08000017",,"Inpatient/Day case","C8",,426,,49,,59,,87,
"20180630","S08000017",,"Inpatient/Day case","C8",,396,,127,,76,,111,
"20190630","S08000017",,"Inpatient/Day case","C8",,429,,192,,79,,129.2,
"20200630","S08000017",,"Inpatient/Day case","C8",,8,,3,,48,,114.7,
"20210630","S08000017",,"Inpatient/Day case","C8",,346,,222,,131,,425.5,
"20220630","S08000017",,"Inpatient/Day case","C8",,217,,134,,146,,368,
"20130930","S08000017",,"Inpatient/Day case","C8",,453,,2,,59,,77,
"20140930","S08000017",,"Inpatient/Day case","C8",,472,,7,,71,,83,
"20150930","S08000017",,"Inpatient/Day case","C8",,506,,82,,72.5,,97,
"20160930","S08000017",,"Inpatient/Day case","C8",,467,,127,,79,,127,
"20170930","S08000017",,"Inpatient/Day case","C8",,413,,33,,52,,81,
"20180930","S08000017",,"Inpatient/Day case","C8",,390,,142,,75,,118.1,
"20190930","S08000017",,"Inpatient/Day case","C8",,398,,160,,77,,115.3,
"20200930","S08000017",,"Inpatient/Day case","C8",,167,,149,,222,,305.8,
"20210930","S08000017",,"Inpatient/Day case","C8",,156,,72,,77,,240,
"20220930","S08000017",,"Inpatient/Day case","C8",,236,,179,,267.5,,489.5,
"20130331","S08000017",,"Inpatient/Day case","C8",,491,,1,,56,,78,
"20140331","S08000017",,"Inpatient/Day case","C8",,508,,9,,58.5,,78,
"20150331","S08000017",,"Inpatient/Day case","C8",,531,,97,,75,,102,
"20160331","S08000017",,"Inpatient/Day case","C8",,464,,107,,77,,98,
"20170331","S08000017",,"Inpatient/Day case","C8",,484,,112,,75,,99,
"20180331","S08000017",,"Inpatient/Day case","C8",,388,,114,,76,,105,
"20190331","S08000017",,"Inpatient/Day case","C8",,433,,197,,81,,126,
"20200331","S08000017",,"Inpatient/Day case","C8",,322,,121,,76,,129,
"20210331","S08000017",,"Inpatient/Day case","C8",,110,,76,,240,,376.3,
"20220331","S08000017",,"Inpatient/Day case","C8",,195,,134,,142,,321.6,
"20121231","S08000017",,"Inpatient/Day case","C8",,149,,0,,38,,75,
"20131231","S08000017",,"Inpatient/Day case","C8",,446,,6,,58.5,,78.5,
"20141231","S08000017",,"Inpatient/Day case","C8",,461,,5,,71,,83,
"20151231","S08000017",,"Inpatient/Day case","C8",,466,,22,,72,,83,
"20161231","S08000017",,"Inpatient/Day case","C8",,486,,91,,73,,107.5,
"20171231","S08000017",,"Inpatient/Day case","C8",,376,,70,,63,,100,
"20181231","S08000017",,"Inpatient/Day case","C8",,437,,172,,79,,114,
"20191231","S08000017",,"Inpatient/Day case","C8",,382,,156,,75,,112.9,
"20201231","S08000017",,"Inpatient/Day case","C8",,371,,291,,259,,347,
"20211231","S08000017",,"Inpatient/Day case","C8",,206,,122,,106,,293,
"20130630","S08000017",,"Inpatient/Day case","CB",,154,,0,,51.5,,83,
"20140630","S08000017",,"Inpatient/Day case","CB",,207,,0,,50,,82,
"20150630","S08000017",,"Inpatient/Day case","CB",,243,,4,,74,,84,
"20160630","S08000017",,"Inpatient/Day case","CB",,214,,59,,78,,112.4,
"20170630","S08000017",,"Inpatient/Day case","CB",,220,,77,,80,,114.2,
"20180630","S08000017",,"Inpatient/Day case","CB",,154,,14,,69,,84,
"20190630","S08000017",,"Inpatient/Day case","CB",,137,,1,,49,,80.4,
"20200630","S08000017",,"Inpatient/Day case","CB",,58,,17,,27,,137.5,
"20210630","S08000017",,"Inpatient/Day case","CB",,154,,57,,39,,249,
"20220630","S08000017",,"Inpatient/Day case","CB",,114,,35,,47.5,,125.9,
"20130930","S08000017",,"Inpatient/Day case","CB",,159,,1,,35,,82,
"20140930","S08000017",,"Inpatient/Day case","CB",,228,,0,,50,,82,
"20150930","S08000017",,"Inpatient/Day case","CB",,229,,4,,77,,84,
"20160930","S08000017",,"Inpatient/Day case","CB",,231,,44,,79,,104,
"20170930","S08000017",,"Inpatient/Day case","CB",,195,,53,,79,,109.6,
"20180930","S08000017",,"Inpatient/Day case","CB",,170,,25,,75,,87,
"20190930","S08000017",,"Inpatient/Day case","CB",,150,,5,,66,,83,
"20200930","S08000017",,"Inpatient/Day case","CB",,77,,24,,33,,236.4,
"20210930","S08000017",,"Inpatient/Day case","CB",,117,,20,,36,,122.4,
"20220930","S08000017",,"Inpatient/Day case","CB",,157,,60,,54,,195.2,
"20130331","S08000017",,"Inpatient/Day case","CB",,140,,1,,39,,80,
"20140331","S08000017",,"Inpatient/Day case","CB",,195,,2,,42,,81,
"20150331","S08000017",,"Inpatient/Day case","CB",,217,,5,,62,,83,
"20160331","S08000017",,"Inpatient/Day case","CB",,182,,20,,78,,85,
"20170331","S08000017",,"Inpatient/Day case","CB",,200,,49,,78,,97,
"20180331","S08000017",,"Inpatient/Day case","CB",,167,,63,,80,,118.2,
"20190331","S08000017",,"Inpatient/Day case","CB",,129,,4,,47,,82,
"20200331","S08000017",,"Inpatient/Day case","CB",,106,,16,,60.5,,90,
"20210331","S08000017",,"Inpatient/Day case","CB",,80,,5,,28.5,,70.2,
"20220331","S08000017",,"Inpatient/Day case","CB",,118,,32,,46.5,,263.9,
"20121231","S08000017",,"Inpatient/Day case","CB",,111,,0,,19,,58,
"20131231","S08000017",,"Inpatient/Day case","CB",,187,,1,,47,,83,
"20141231","S08000017",,"Inpatient/Day case","CB",,230,,10,,73,,83,
"20151231","S08000017",,"Inpatient/Day case","CB",,230,,20,,78,,84,
"20161231","S08000017",,"Inpatient/Day case","CB",,196,,14,,76,,84,
"20171231","S08000017",,"Inpatient/Day case","CB",,146,,24,,68,,90,
"20181231","S08000017",,"Inpatient/Day case","CB",,155,,6,,58,,81,
"20191231","S08000017",,"Inpatient/Day case","CB",,133,,5,,65,,81,
"20201231","S08000017",,"Inpatient/Day case","CB",,126,,44,,36,,289,
"20211231","S08000017",,"Inpatient/Day case","CB",,129,,20,,44,,108.4,
"20130630","S08000017",,"Inpatient/Day case","D1",,54,,1,,24,,57.5,
"20140630","S08000017",,"Inpatient/Day case","D1",,72,,0,,73,,83,
"20150630","S08000017",,"Inpatient/Day case","D1",,69,,0,,66,,80,
"20160630","S08000017",,"Inpatient/Day case","D1",,58,,2,,72,,79.3,
"20170630","S08000017",,"Inpatient/Day case","D1",,60,,1,,59,,78.1,
"20180630","S08000017",,"Inpatient/Day case","D1",,59,,26,,80,,112.4,
"20190630","S08000017",,"Inpatient/Day case","D1",,56,,22,,78.5,,105,
"20200630","S08000017",,"Inpatient/Day case","D1",,5,,1,,55,,83.6,
"20210630","S08000017",,"Inpatient/Day case","D1",,68,,53,,147.5,,215.1,
"20220630","S08000017",,"Inpatient/Day case","D1",,14,,10,,159,,209.3,
"20130930","S08000017",,"Inpatient/Day case","D1",,57,,0,,49,,70,
"20140930","S08000017",,"Inpatient/Day case","D1",,75,,1,,66,,83,
"20150930","S08000017",,"Inpatient/Day case","D1",,63,,2,,55,,76.4,
"20160930","S08000017",,"Inpatient/Day case","D1",,64,,3,,72,,83,
"20170930","S08000017",,"Inpatient/Day case","D1",,56,,6,,70,,84.5,
"20180930","S08000017",,"Inpatient/Day case","D1",,65,,5,,72,,83,
"20190930","S08000017",,"Inpatient/Day case","D1",,46,,29,,95,,121,
"20200930","S08000017",,"Inpatient/Day case","D1",,27,,24,,198,,236,
"20210930","S08000017",,"Inpatient/Day case","D1",,38,,30,,119,,228.2,
"20220930","S08000017",,"Inpatient/Day case","D1",,37,,27,,184,,297.2,
"20130331","S08000017",,"Inpatient/Day case","D1",,41,,0,,27,,57,
"20140331","S08000017",,"Inpatient/Day case","D1",,72,,2,,42,,71.7,
"20150331","S08000017",,"Inpatient/Day case","D1",,61,,0,,71,,79,
"20160331","S08000017",,"Inpatient/Day case","D1",,67,,0,,66,,82.4,
"20170331","S08000017",,"Inpatient/Day case","D1",,75,,3,,66,,82.2,
"20180331","S08000017",,"Inpatient/Day case","D1",,47,,21,,83,,115.2,
"20190331","S08000017",,"Inpatient/Day case","D1",,55,,10,,71,,91.2,
"20200331","S08000017",,"Inpatient/Day case","D1",,44,,16,,80,,95.5,
"20210331","S08000017",,"Inpatient/Day case","D1",,9,,4,,71,,246.4,
"20220331","S08000017",,"Inpatient/Day case","D1",,44,,34,,127.5,,193.5,
"20121231","S08000017",,"Inpatient/Day case","D1",,35,,0,,22,,51,
"20131231","S08000017",,"Inpatient/Day case","D1",,62,,0,,41,,69.4,
"20141231","S08000017",,"Inpatient/Day case","D1",,45,,0,,58,,70.6,
"20151231","S08000017",,"Inpatient/Day case","D1",,46,,1,,59.5,,78,
"20161231","S08000017",,"Inpatient/Day case","D1",,65,,3,,64,,80.8,
"20171231","S08000017",,"Inpatient/Day case","D1",,51,,5,,66,,82,
"20181231","S08000017",,"Inpatient/Day case","D1",,65,,3,,72,,79,
"20191231","S08000017",,"Inpatient/Day case","D1",,49,,10,,71,,114.8,
"20201231","S08000017",,"Inpatient/Day case","D1",,62,,45,,201,,276.9,
"20211231","S08000017",,"Inpatient/Day case","D1",,16,,9,,99,,168.5,
"20121231","S08000017",,"Inpatient/Day case","D3",,,":u",,":u",,":u",,":u"
"20130630","S08000017",,"Inpatient/Day case","E12",,16,,0,,6,,12,
"20140630","S08000017",,"Inpatient/Day case","E12",,13,,0,,1,,37.2,
"20130930","S08000017",,"Inpatient/Day case","E12",,14,,0,,1.5,,4,
"20140930","S08000017",,"Inpatient/Day case","E12",,6,,0,,1,,5,
"20150930","S08000017",,"Inpatient/Day case","E12",,1,,0,,4,,4,
"20130331","S08000017",,"Inpatient/Day case","E12",,21,,0,,5,,16,
"20140331","S08000017",,"Inpatient/Day case","E12",,15,,0,,7,,10.6,
"20121231","S08000017",,"Inpatient/Day case","E12",,35,,0,,2,,7,
"20131231","S08000017",,"Inpatient/Day case","E12",,18,,0,,5.5,,18.8,
"20141231","S08000017",,"Inpatient/Day case","E12",,10,,0,,1.5,,3.5,
"20130630","S08000017",,"Inpatient/Day case","F2",,175,,0,,21,,59.2,
"20140630","S08000017",,"Inpatient/Day case","F2",,188,,1,,32,,70,
"20150630","S08000017",,"Inpatient/Day case","F2",,184,,0,,26.5,,66.7,
"20160630","S08000017",,"Inpatient/Day case","F2",,184,,0,,35.5,,75,
"20170630","S08000017",,"Inpatient/Day case","F2",,150,,0,,30,,70,
"20180630","S08000017",,"Inpatient/Day case","F2",,145,,1,,36,,74.6,
"20190630","S08000017",,"Inpatient/Day case","F2",,127,,2,,37,,73.2,
"20200630","S08000017",,"Inpatient/Day case","F2",,31,,3,,8,,62,
"20210630","S08000017",,"Inpatient/Day case","F2",,81,,21,,37,,143,
"20220630","S08000017",,"Inpatient/Day case","F2",,79,,18,,47,,108.2,
"20130930","S08000017",,"Inpatient/Day case","F2",,186,,0,,24.5,,62.5,
"20140930","S08000017",,"Inpatient/Day case","F2",,185,,0,,21,,63.8,
"20150930","S08000017",,"Inpatient/Day case","F2",,171,,0,,32,,70,
"20160930","S08000017",,"Inpatient/Day case","F2",,148,,1,,31.5,,73.3,
"20170930","S08000017",,"Inpatient/Day case","F2",,130,,0,,23.5,,66.1,
"20180930","S08000017",,"Inpatient/Day case","F2",,140,,1,,42.5,,77.1,
"20190930","S08000017",,"Inpatient/Day case","F2",,108,,0,,29,,77,
"20200930","S08000017",,"Inpatient/Day case","F2",,73,,34,,67,,197.8,
"20210930","S08000017",,"Inpatient/Day case","F2",,78,,15,,43,,126.4,
"20220930","S08000017",,"Inpatient/Day case","F2",,72,,23,,44,,117.9,
"20130331","S08000017",,"Inpatient/Day case","F2",,215,,0,,32,,65,
"20140331","S08000017",,"Inpatient/Day case","F2",,216,,0,,27,,75,
"20150331","S08000017",,"Inpatient/Day case","F2",,180,,0,,32.5,,72.2,
"20160331","S08000017",,"Inpatient/Day case","F2",,154,,0,,31,,68.8000000000001,
"20170331","S08000017",,"Inpatient/Day case","F2",,160,,1,,30.5,,70,
"20180331","S08000017",,"Inpatient/Day case","F2",,130,,5,,39,,81,
"20190331","S08000017",,"Inpatient/Day case","F2",,118,,2,,47,,73.3,
"20200331","S08000017",,"Inpatient/Day case","F2",,108,,1,,50,,81.3,
"20210331","S08000017",,"Inpatient/Day case","F2",,35,,4,,18,,86.8,
"20220331","S08000017",,"Inpatient/Day case","F2",,79,,21,,49,,121.2,
"20121231","S08000017",,"Inpatient/Day case","F2",,111,,0,,10,,54,
"20131231","S08000017",,"Inpatient/Day case","F2",,175,,0,,30,,69.6,
"20141231","S08000017",,"Inpatient/Day case","F2",,179,,0,,26,,64,
"20151231","S08000017",,"Inpatient/Day case","F2",,145,,0,,24,,71.6,
"20161231","S08000017",,"Inpatient/Day case","F2",,144,,0,,22,,66,
"20171231","S08000017",,"Inpatient/Day case","F2",,150,,1,,30.5,,74.1,
"20181231","S08000017",,"Inpatient/Day case","F2",,146,,0,,41.5,,77,
"20191231","S08000017",,"Inpatient/Day case","F2",,126,,6,,32,,74.5,
"20201231","S08000017",,"Inpatient/Day case","F2",,73,,6,,38,,79,
"20211231","S08000017",,"Inpatient/Day case","F2",,82,,20,,42.5,,118.9,
"20190630","S08000017",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u"
"20190930","S08000017",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u"
"20200331","S08000017",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u"
"20191231","S08000017",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u"
"20201231","S08000017",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u"
"20170630","S08000017",,"Inpatient/Day case","H2",,2,,0,,4,,4,
"20170930","S08000017",,"Inpatient/Day case","H2",,3,,0,,4,,4.8,
"20180930","S08000017",,"Inpatient/Day case","H2",,4,,0,,2.5,,3.7,
"20190930","S08000017",,"Inpatient/Day case","H2",,3,,0,,4,,4.8,
"20170331","S08000017",,"Inpatient/Day case","H2",,1,,0,,7,,7,
"20190331","S08000017",,"Inpatient/Day case","H2",,2,,0,,3,,4.6,
"20200331","S08000017",,"Inpatient/Day case","H2",,1,,0,,11,,11,
"20161231","S08000017",,"Inpatient/Day case","H2",,1,,0,,7,,7,
"20171231","S08000017",,"Inpatient/Day case","H2",,1,,0,,5,,5,
"20181231","S08000017",,"Inpatient/Day case","H2",,3,,0,,2,,6,
"20140630","S08000017",,"Inpatient/Day case","J4",,24,,0,,4,,24,
"20150630","S08000017",,"Inpatient/Day case","J4",,12,,0,,3,,6.9,
"20160630","S08000017",,"Inpatient/Day case","J4",,30,,0,,4.5,,13.2,
"20170630","S08000017",,"Inpatient/Day case","J4",,13,,0,,3,,17.4,
"20180630","S08000017",,"Inpatient/Day case","J4",,12,,0,,2,,5.8,
"20190630","S08000017",,"Inpatient/Day case","J4",,4,,0,,2.5,,6.1,
"20200630","S08000017",,"Inpatient/Day case","J4",,2,,0,,2,,3.6,
"20220630","S08000017",,"Inpatient/Day case","J4",,8,,2,,61,,173.6,
"20140930","S08000017",,"Inpatient/Day case","J4",,23,,0,,5,,13,
"20150930","S08000017",,"Inpatient/Day case","J4",,8,,0,,3.5,,13.8,
"20160930","S08000017",,"Inpatient/Day case","J4",,21,,0,,3,,19,
"20170930","S08000017",,"Inpatient/Day case","J4",,23,,0,,3,,6,
"20180930","S08000017",,"Inpatient/Day case","J4",,17,,0,,1,,7.6,
"20190930","S08000017",,"Inpatient/Day case","J4",,6,,0,,9.5,,18,
"20200930","S08000017",,"Inpatient/Day case","J4",,3,,0,,1,,4.2,
"20220930","S08000017",,"Inpatient/Day case","J4",,1,,0,,6,,6,
"20140331","S08000017",,"Inpatient/Day case","J4",,22,,0,,2.5,,14,
"20150331","S08000017",,"Inpatient/Day case","J4",,9,,0,,3,,14.4,
"20160331","S08000017",,"Inpatient/Day case","J4",,28,,0,,3,,6.3,
"20170331","S08000017",,"Inpatient/Day case","J4",,7,,0,,12,,31.8,
"20180331","S08000017",,"Inpatient/Day case","J4",,10,,0,,5,,14.5,
"20190331","S08000017",,"Inpatient/Day case","J4",,16,,0,,5.5,,23.5,
"20200331","S08000017",,"Inpatient/Day case","J4",,7,,0,,5,,26.2,
"20220331","S08000017",,"Inpatient/Day case","J4",,1,,0,,0,,0,
"20141231","S08000017",,"Inpatient/Day case","J4",,22,,0,,4,,9.70000000000001,
"20151231","S08000017",,"Inpatient/Day case","J4",,15,,0,,1,,4.6,
"20161231","S08000017",,"Inpatient/Day case","J4",,12,,0,,3.5,,10,
"20171231","S08000017",,"Inpatient/Day case","J4",,16,,0,,4,,7.5,
"20181231","S08000017",,"Inpatient/Day case","J4",,12,,0,,12,,17.9,
