_id,WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
41934,20200329,S08000025,"",Planned,"",Medical (incl. Cardiology & Cancer),"",5,2.5,100
41935,20200329,S08000028,"",Planned,"",All,d,14,8.5,64.7
41936,20200329,S08000028,"",Planned,"",Medical (excl. Cardiology & Cancer),"",7,1.5,366.7
41937,20200329,S08000028,"",Planned,"",Medical (incl. Cardiology & Cancer),"",7,1.5,366.7
41938,20200329,S08000029,"",Planned,"",All,d,47,114.5,-59
41939,20200329,S08000029,"",Planned,"",Cardiology,"",5,3.5,42.9
41940,20200329,S08000029,"",Planned,"",Community,"",6,3,100
41941,20200329,S08000029,"",Planned,"",Medical (excl. Cardiology & Cancer),"",15,17.5,-14.3
41942,20200329,S08000029,"",Planned,"",Medical (incl. Cardiology & Cancer),"",20,21.5,-7
41943,20200329,S08000029,"",Planned,"",Surgery,"",14,72,-80.6
41944,20200329,S08000030,"",Planned,"",All,d,85,263,-67.7
41945,20200329,S08000030,"",Planned,"",Cardiology,"",7,11,-36.4
41946,20200329,S08000030,"",Planned,"",Gynaecology,"",11,18,-38.9
41947,20200329,S08000030,"",Planned,"",Medical (excl. Cardiology & Cancer),"",15,39.5,-62
41948,20200329,S08000030,"",Planned,"",Medical (incl. Cardiology & Cancer),"",26,56.5,-54
41949,20200329,S08000030,"",Planned,"",Surgery,"",43,161.5,-73.4
41950,20200329,S08000031,"",Planned,"",All,d,519,1378,-62.3
41951,20200329,S08000031,"",Planned,"",Cancer,"",41,50.5,-18.8
41952,20200329,S08000031,"",Planned,"",Cardiology,"",12,60,-80
41953,20200329,S08000031,"",Planned,"",Gynaecology,"",30,112,-73.2
41954,20200329,S08000031,"",Planned,"",Medical (excl. Cardiology & Cancer),"",208,347,-40.1
41955,20200329,S08000031,"",Planned,"",Medical (incl. Cardiology & Cancer),"",261,457.5,-43
41956,20200329,S08000031,"",Planned,"",Paediatrics (medical & surgical),"",32,72.5,-55.9
41957,20200329,S08000031,"",Planned,"",Paediatrics (medical),"",30,48,-37.5
41958,20200329,S08000031,"",Planned,"",Surgery,"",194,727.5,-73.3
41959,20200329,S08000032,"",Planned,"",All,d,100,236,-57.6
41960,20200329,S08000032,"",Planned,"",Medical (incl. Cardiology & Cancer),"",6,17.5,-65.7
41961,20200329,S08000032,"",Planned,"",Paediatrics (medical & surgical),"",68,95.5,-28.8
41962,20200329,S08000032,"",Planned,"",Paediatrics (medical),"",68,95.5,-28.8
41963,20200329,S08000032,"",Planned,"",Surgery,"",22,104,-78.8
41964,20200329,S92000003,d,Planned,"",All,d,1489,3669.5,-59.4
41965,20200329,S92000003,d,Planned,"",Cancer,"",90,100,-10
41966,20200329,S92000003,d,Planned,"",Cardiology,"",97,202.5,-52.1
41967,20200329,S92000003,d,Planned,"",Community,"",47,62,-24.2
41968,20200329,S92000003,d,Planned,"",Gynaecology,"",77,221,-65.2
41969,20200329,S92000003,d,Planned,"",Medical (excl. Cardiology & Cancer),"",410,760,-46.1
41970,20200329,S92000003,d,Planned,"",Medical (incl. Cardiology & Cancer),"",597,1062.5,-43.8
41971,20200329,S92000003,d,Planned,"",Paediatrics (medical & surgical),"",160,260,-38.5
41972,20200329,S92000003,d,Planned,"",Paediatrics (medical),"",151,224.5,-32.7
41973,20200329,S92000003,d,Planned,"",Paediatrics (surgical),"",9,35.5,-74.6
41974,20200329,S92000003,d,Planned,"",Surgery,"",605,2048,-70.5
41975,20200329,NA,NA,Planned,"",All,d,84,196,-57.1
41976,20200329,NA,NA,Planned,"",Cardiology,"",50,62,-19.4
41977,20200329,NA,NA,Planned,"",Medical (incl. Cardiology & Cancer),"",50,65.5,-23.7
41978,20200329,NA,NA,Planned,"",Surgery,"",34,130.5,-73.9
41979,20200405,S08000015,"",Planned,"",All,d,25,73.5,-66
41980,20200405,S08000015,"",Planned,"",Paediatrics (medical & surgical),"",10,3.5,185.7
41981,20200405,S08000015,"",Planned,"",Paediatrics (medical),"",10,3.5,185.7
41982,20200405,S08000015,"",Planned,"",Surgery,"",12,64,-81.2
41983,20200405,S08000016,"",Planned,"",All,d,17,41,-58.5
41984,20200405,S08000016,"",Planned,"",Community,"",7,10,-30
41985,20200405,S08000016,"",Planned,"",Medical (excl. Cardiology & Cancer),"",6,7.5,-20
41986,20200405,S08000016,"",Planned,"",Medical (incl. Cardiology & Cancer),"",6,9.5,-36.8
41987,20200405,S08000017,"",Planned,"",All,d,32,73.5,-56.5
41988,20200405,S08000017,"",Planned,"",Medical (excl. Cardiology & Cancer),"",19,20.5,-7.3
41989,20200405,S08000017,"",Planned,"",Medical (incl. Cardiology & Cancer),"",19,21,-9.5
41990,20200405,S08000017,"",Planned,"",Surgery,"",8,33.5,-76.1
41991,20200405,S08000019,"",Planned,"",All,d,64,172,-62.8
41992,20200405,S08000019,"",Planned,"",Medical (excl. Cardiology & Cancer),"",38,101,-62.4
41993,20200405,S08000019,"",Planned,"",Medical (incl. Cardiology & Cancer),"",40,105,-61.9
41994,20200405,S08000019,"",Planned,"",Paediatrics (medical & surgical),"",6,1.5,300
41995,20200405,S08000019,"",Planned,"",Paediatrics (medical),"",6,1.5,300
41996,20200405,S08000019,"",Planned,"",Surgery,"",13,60.5,-78.5
41997,20200405,S08000020,"",Planned,"",All,d,81,379.5,-78.7
41998,20200405,S08000020,"",Planned,"",Cancer,"",6,11.5,-47.8
41999,20200405,S08000020,"",Planned,"",Community,"",6,10,-40
42000,20200405,S08000020,"",Planned,"",Medical (excl. Cardiology & Cancer),"",18,99,-81.8
42001,20200405,S08000020,"",Planned,"",Medical (incl. Cardiology & Cancer),"",25,115,-78.3
42002,20200405,S08000020,"",Planned,"",Paediatrics (medical & surgical),"",10,20.5,-51.2
42003,20200405,S08000020,"",Planned,"",Paediatrics (medical),"",5,15.5,-67.7
42004,20200405,S08000020,"",Planned,"",Paediatrics (surgical),"",5,5,0
42005,20200405,S08000020,"",Planned,"",Surgery,"",38,212.5,-82.1
42006,20200405,S08000022,"",Planned,"",All,d,76,184,-58.7
42007,20200405,S08000022,"",Planned,"",Community,"",25,19,31.6
42008,20200405,S08000022,"",Planned,"",Medical (excl. Cardiology & Cancer),"",28,41,-31.7
42009,20200405,S08000022,"",Planned,"",Medical (incl. Cardiology & Cancer),"",29,55.5,-47.7
42010,20200405,S08000022,"",Planned,"",Paediatrics (medical & surgical),"",6,10,-40
42011,20200405,S08000022,"",Planned,"",Paediatrics (medical),"",6,9,-33.3
42012,20200405,S08000022,"",Planned,"",Surgery,"",13,86.5,-85
42013,20200405,S08000024,"",Planned,"",All,d,193,537.5,-64.1
42014,20200405,S08000024,"",Planned,"",Cancer,"",32,30,6.7
42015,20200405,S08000024,"",Planned,"",Cardiology,"",19,30,-36.7
42016,20200405,S08000024,"",Planned,"",Gynaecology,"",11,35.5,-69
42017,20200405,S08000024,"",Planned,"",Medical (excl. Cardiology & Cancer),"",40,101,-60.4
42018,20200405,S08000024,"",Planned,"",Medical (incl. Cardiology & Cancer),"",91,161,-43.5
42019,20200405,S08000024,"",Planned,"",Paediatrics (medical & surgical),"",16,20,-20
42020,20200405,S08000024,"",Planned,"",Paediatrics (medical),"",9,15,-40
42021,20200405,S08000024,"",Planned,"",Paediatrics (surgical),"",7,5,40
42022,20200405,S08000024,"",Planned,"",Surgery,"",75,320.5,-76.6
42023,20200405,S08000028,"",Planned,"",All,d,14,11.5,21.7
42024,20200405,S08000028,"",Planned,"",Medical (excl. Cardiology & Cancer),"",12,3.5,242.9
42025,20200405,S08000028,"",Planned,"",Medical (incl. Cardiology & Cancer),"",12,3.5,242.9
42026,20200405,S08000029,"",Planned,"",All,d,61,128.5,-52.5
42027,20200405,S08000029,"",Planned,"",Gynaecology,"",5,13,-61.5
42028,20200405,S08000029,"",Planned,"",Medical (excl. Cardiology & Cancer),"",20,18.5,8.1
42029,20200405,S08000029,"",Planned,"",Medical (incl. Cardiology & Cancer),"",24,23.5,2.1
42030,20200405,S08000029,"",Planned,"",Paediatrics (medical & surgical),"",6,8,-25
42031,20200405,S08000029,"",Planned,"",Paediatrics (medical),"",6,8,-25
42032,20200405,S08000029,"",Planned,"",Surgery,"",23,76.5,-69.9
42033,20200405,S08000030,"",Planned,"",All,d,72,222.5,-67.6
42034,20200405,S08000030,"",Planned,"",Gynaecology,"",7,17,-58.8
42035,20200405,S08000030,"",Planned,"",Medical (excl. Cardiology & Cancer),"",15,54.5,-72.5
42036,20200405,S08000030,"",Planned,"",Medical (incl. Cardiology & Cancer),"",22,72,-69.4
42037,20200405,S08000030,"",Planned,"",Surgery,"",41,111.5,-63.2
42038,20200405,S08000031,"",Planned,"",All,d,456,1275,-64.2
42039,20200405,S08000031,"",Planned,"",Cancer,"",51,59,-13.6
42040,20200405,S08000031,"",Planned,"",Cardiology,"",8,53.5,-85
42041,20200405,S08000031,"",Planned,"",Gynaecology,"",25,76.5,-67.3
42042,20200405,S08000031,"",Planned,"",Medical (excl. Cardiology & Cancer),"",179,347,-48.4
42043,20200405,S08000031,"",Planned,"",Medical (incl. Cardiology & Cancer),"",238,459.5,-48.2
42044,20200405,S08000031,"",Planned,"",Paediatrics (medical & surgical),"",27,57.5,-53
42045,20200405,S08000031,"",Planned,"",Paediatrics (medical),"",26,39.5,-34.2
42046,20200405,S08000031,"",Planned,"",Surgery,"",165,670,-75.4
42047,20200405,S08000032,"",Planned,"",All,d,83,195,-57.4
42048,20200405,S08000032,"",Planned,"",Medical (incl. Cardiology & Cancer),"",5,16.5,-69.7
42049,20200405,S08000032,"",Planned,"",Paediatrics (medical & surgical),"",69,81.5,-15.3
42050,20200405,S08000032,"",Planned,"",Paediatrics (medical),"",69,81.5,-15.3
42051,20200405,S08000032,"",Planned,"",Surgery,"",7,81.5,-91.4
42052,20200405,S92000003,d,Planned,"",All,d,1269,3491,-63.6
42053,20200405,S92000003,d,Planned,"",Cancer,"",92,113.5,-18.9
42054,20200405,S92000003,d,Planned,"",Cardiology,"",83,183.5,-54.8
42055,20200405,S92000003,d,Planned,"",Community,"",43,58,-25.9
42056,20200405,S92000003,d,Planned,"",Gynaecology,"",60,197,-69.5
42057,20200405,S92000003,d,Planned,"",Medical (excl. Cardiology & Cancer),"",382,821.5,-53.5
42058,20200405,S92000003,d,Planned,"",Medical (incl. Cardiology & Cancer),"",557,1118.5,-50.2
42059,20200405,S92000003,d,Planned,"",Paediatrics (medical & surgical),"",154,230,-33
42060,20200405,S92000003,d,Planned,"",Paediatrics (medical),"",141,198.5,-29
42061,20200405,S92000003,d,Planned,"",Paediatrics (surgical),"",13,31.5,-58.7
42062,20200405,S92000003,d,Planned,"",Surgery,"",452,1870,-75.8
42063,20200405,NA,NA,Planned,"",All,d,94,185.5,-49.3
42064,20200405,NA,NA,Planned,"",Cardiology,"",43,63,-31.7
42065,20200405,NA,NA,Planned,"",Medical (incl. Cardiology & Cancer),"",43,66,-34.8
42066,20200405,NA,NA,Planned,"",Surgery,"",51,119.5,-57.3
42067,20200412,S08000015,"",Planned,"",All,d,13,91.5,-85.8
42068,20200412,S08000015,"",Planned,"",Surgery,"",9,77,-88.3
42069,20200412,S08000016,"",Planned,"",All,d,11,40.5,-72.8
42070,20200412,S08000016,"",Planned,"",Community,"",6,15,-60
42071,20200412,S08000017,"",Planned,"",All,d,47,79.5,-40.9
42072,20200412,S08000017,"",Planned,"",Community,"",9,10,-10
42073,20200412,S08000017,"",Planned,"",Medical (excl. Cardiology & Cancer),"",30,23.5,27.7
42074,20200412,S08000017,"",Planned,"",Medical (incl. Cardiology & Cancer),"",30,26.5,13.2
42075,20200412,S08000019,"",Planned,"",All,d,64,180,-64.4
42076,20200412,S08000019,"",Planned,"",Medical (excl. Cardiology & Cancer),"",41,98,-58.2
42077,20200412,S08000019,"",Planned,"",Medical (incl. Cardiology & Cancer),"",44,101,-56.4
42078,20200412,S08000019,"",Planned,"",Paediatrics (medical & surgical),"",7,3,133.3
42079,20200412,S08000019,"",Planned,"",Paediatrics (medical),"",7,3,133.3
42080,20200412,S08000019,"",Planned,"",Surgery,"",9,70,-87.1
42081,20200412,S08000020,"",Planned,"",All,d,65,376,-82.7
42082,20200412,S08000020,"",Planned,"",Cancer,"",7,12,-41.7
42083,20200412,S08000020,"",Planned,"",Medical (excl. Cardiology & Cancer),"",9,106,-91.5
42084,20200412,S08000020,"",Planned,"",Medical (incl. Cardiology & Cancer),"",16,125.5,-87.3
42085,20200412,S08000020,"",Planned,"",Paediatrics (medical & surgical),"",5,19.5,-74.4
42086,20200412,S08000020,"",Planned,"",Surgery,"",41,200,-79.5
42087,20200412,S08000022,"",Planned,"",All,d,48,212,-77.4
42088,20200412,S08000022,"",Planned,"",Community,"",10,22,-54.5
42089,20200412,S08000022,"",Planned,"",Medical (excl. Cardiology & Cancer),"",19,42,-54.8
42090,20200412,S08000022,"",Planned,"",Medical (incl. Cardiology & Cancer),"",22,54,-59.3
42091,20200412,S08000022,"",Planned,"",Surgery,"",11,115.5,-90.5
42092,20200412,S08000024,"",Planned,"",All,d,159,572.5,-72.2
42093,20200412,S08000024,"",Planned,"",Cancer,"",23,39.5,-41.8
42094,20200412,S08000024,"",Planned,"",Cardiology,"",17,35,-51.4
42095,20200412,S08000024,"",Planned,"",Gynaecology,"",8,38,-78.9
42096,20200412,S08000024,"",Planned,"",Medical (excl. Cardiology & Cancer),"",30,105,-71.4
42097,20200412,S08000024,"",Planned,"",Medical (incl. Cardiology & Cancer),"",70,179.5,-61
42098,20200412,S08000024,"",Planned,"",Paediatrics (medical & surgical),"",15,22.5,-33.3
42099,20200412,S08000024,"",Planned,"",Paediatrics (medical),"",12,17,-29.4
42100,20200412,S08000024,"",Planned,"",Surgery,"",66,331.5,-80.1
42101,20200412,S08000028,"",Planned,"",All,d,6,10,-40
42102,20200412,S08000029,"",Planned,"",All,d,47,120,-60.8
42103,20200412,S08000029,"",Planned,"",Community,"",10,4,150
42104,20200412,S08000029,"",Planned,"",Medical (excl. Cardiology & Cancer),"",12,16.5,-27.3
42105,20200412,S08000029,"",Planned,"",Medical (incl. Cardiology & Cancer),"",15,21.5,-30.2
42106,20200412,S08000029,"",Planned,"",Surgery,"",16,71,-77.5
42107,20200412,S08000030,"",Planned,"",All,d,71,202,-64.9
42108,20200412,S08000030,"",Planned,"",Cancer,"",7,3,133.3
42109,20200412,S08000030,"",Planned,"",Gynaecology,"",9,18.5,-51.4
42110,20200412,S08000030,"",Planned,"",Medical (excl. Cardiology & Cancer),"",12,44.5,-73
42111,20200412,S08000030,"",Planned,"",Medical (incl. Cardiology & Cancer),"",23,55.5,-58.6
42112,20200412,S08000030,"",Planned,"",Surgery,"",37,111.5,-66.8
42113,20200412,S08000031,"",Planned,"",All,d,402,1283,-68.7
42114,20200412,S08000031,"",Planned,"",Cancer,"",37,53.5,-30.8
42115,20200412,S08000031,"",Planned,"",Gynaecology,"",19,90.5,-79
42116,20200412,S08000031,"",Planned,"",Medical (excl. Cardiology & Cancer),"",163,352,-53.7
42117,20200412,S08000031,"",Planned,"",Medical (incl. Cardiology & Cancer),"",204,456,-55.3
42118,20200412,S08000031,"",Planned,"",Paediatrics (medical & surgical),"",35,65,-46.2
42119,20200412,S08000031,"",Planned,"",Paediatrics (medical),"",32,46,-30.4
42120,20200412,S08000031,"",Planned,"",Surgery,"",143,664.5,-78.5
42121,20200412,S08000032,"",Planned,"",All,d,88,216,-59.3
42122,20200412,S08000032,"",Planned,"",Medical (excl. Cardiology & Cancer),"",12,17,-29.4
42123,20200412,S08000032,"",Planned,"",Medical (incl. Cardiology & Cancer),"",12,19,-36.8
42124,20200412,S08000032,"",Planned,"",Paediatrics (medical & surgical),"",71,90.5,-21.5
42125,20200412,S08000032,"",Planned,"",Paediatrics (medical),"",71,90.5,-21.5
42126,20200412,S92000003,d,Planned,"",All,d,1098,3603.5,-69.5
42127,20200412,S92000003,d,Planned,"",Cancer,"",76,117,-35
42128,20200412,S92000003,d,Planned,"",Cardiology,"",66,183,-63.9
42129,20200412,S92000003,d,Planned,"",Community,"",38,65.5,-42
42130,20200412,S92000003,d,Planned,"",Gynaecology,"",48,216,-77.8
42131,20200412,S92000003,d,Planned,"",Medical (excl. Cardiology & Cancer),"",335,824.5,-59.4
42132,20200412,S92000003,d,Planned,"",Medical (incl. Cardiology & Cancer),"",477,1124.5,-57.6
42133,20200412,S92000003,d,Planned,"",Paediatrics (medical & surgical),"",148,248,-40.3
42134,20200412,S92000003,d,Planned,"",Paediatrics (medical),"",140,218,-35.8
42135,20200412,S92000003,d,Planned,"",Paediatrics (surgical),"",8,30,-73.3
42136,20200412,S92000003,d,Planned,"",Surgery,"",385,1938.5,-80.1
42137,20200412,NA,NA,Planned,"",All,d,72,208.5,-65.5
42138,20200412,NA,NA,Planned,"",Cardiology,"",34,63.5,-46.5
42139,20200412,NA,NA,Planned,"",Medical (incl. Cardiology & Cancer),"",34,68,-50
42140,20200412,NA,NA,Planned,"",Surgery,"",38,140.5,-73
42141,20200419,S08000015,"",Planned,"",All,d,23,79.5,-71.1
42142,20200419,S08000015,"",Planned,"",Cardiology,"",5,2,150
42143,20200419,S08000015,"",Planned,"",Medical (excl. Cardiology & Cancer),"",5,7.5,-33.3
42144,20200419,S08000015,"",Planned,"",Medical (incl. Cardiology & Cancer),"",11,9.5,15.8
42145,20200419,S08000015,"",Planned,"",Surgery,"",11,65.5,-83.2
42146,20200419,S08000016,"",Planned,"",All,d,12,41.5,-71.1
42147,20200419,S08000016,"",Planned,"",Community,"",6,14,-57.1
42148,20200419,S08000017,"",Planned,"",All,d,38,92.5,-58.9
42149,20200419,S08000017,"",Planned,"",Community,"",5,14.5,-65.5
42150,20200419,S08000017,"",Planned,"",Medical (excl. Cardiology & Cancer),"",19,27,-29.6
42151,20200419,S08000017,"",Planned,"",Medical (incl. Cardiology & Cancer),"",20,30.5,-34.4
42152,20200419,S08000017,"",Planned,"",Surgery,"",10,42.5,-76.5
42153,20200419,S08000019,"",Planned,"",All,d,35,202,-82.7
42154,20200419,S08000019,"",Planned,"",Medical (excl. Cardiology & Cancer),"",15,108.5,-86.2
42155,20200419,S08000019,"",Planned,"",Medical (incl. Cardiology & Cancer),"",19,112.5,-83.1
42156,20200419,S08000019,"",Planned,"",Paediatrics (medical & surgical),"",5,4,25
42157,20200419,S08000019,"",Planned,"",Paediatrics (medical),"",5,4,25
42158,20200419,S08000019,"",Planned,"",Surgery,"",8,78,-89.7
42159,20200419,S08000020,"",Planned,"",All,d,56,382.5,-85.4
42160,20200419,S08000020,"",Planned,"",Medical (excl. Cardiology & Cancer),"",14,100.5,-86.1
42161,20200419,S08000020,"",Planned,"",Medical (incl. Cardiology & Cancer),"",16,120,-86.7
42162,20200419,S08000020,"",Planned,"",Surgery,"",34,213,-84
42163,20200419,S08000022,"",Planned,"",All,d,48,185.5,-74.1
42164,20200419,S08000022,"",Planned,"",Cancer,"",5,5,0
42165,20200419,S08000022,"",Planned,"",Community,"",8,19.5,-59
42166,20200419,S08000022,"",Planned,"",Medical (excl. Cardiology & Cancer),"",9,46,-80.4
42167,20200419,S08000022,"",Planned,"",Medical (incl. Cardiology & Cancer),"",16,55,-70.9
42168,20200419,S08000022,"",Planned,"",Paediatrics (medical & surgical),"",5,11,-54.5
42169,20200419,S08000022,"",Planned,"",Paediatrics (medical),"",5,11,-54.5
42170,20200419,S08000022,"",Planned,"",Surgery,"",16,91.5,-82.5
42171,20200419,S08000024,"",Planned,"",All,d,155,528,-70.6
42172,20200419,S08000024,"",Planned,"",Cancer,"",25,36.5,-31.5
42173,20200419,S08000024,"",Planned,"",Cardiology,"",17,31,-45.2
42174,20200419,S08000024,"",Planned,"",Gynaecology,"",6,30.5,-80.3
42175,20200419,S08000024,"",Planned,"",Medical (excl. Cardiology & Cancer),"",22,92,-76.1
42176,20200419,S08000024,"",Planned,"",Medical (incl. Cardiology & Cancer),"",64,159.5,-59.9
42177,20200419,S08000024,"",Planned,"",Paediatrics (medical & surgical),"",12,22,-45.5
42178,20200419,S08000024,"",Planned,"",Paediatrics (medical),"",8,15,-46.7
42179,20200419,S08000024,"",Planned,"",Surgery,"",72,315.5,-77.2
42180,20200419,S08000029,"",Planned,"",All,d,36,108,-66.7
42181,20200419,S08000029,"",Planned,"",Medical (excl. Cardiology & Cancer),"",12,11.5,4.3
42182,20200419,S08000029,"",Planned,"",Medical (incl. Cardiology & Cancer),"",13,14.5,-10.3
42183,20200419,S08000029,"",Planned,"",Surgery,"",14,72.5,-80.7
42184,20200419,S08000030,"",Planned,"",All,d,63,309,-79.6
42185,20200419,S08000030,"",Planned,"",Cardiology,"",7,8,-12.5
42186,20200419,S08000030,"",Planned,"",Gynaecology,"",10,31.5,-68.3
42187,20200419,S08000030,"",Planned,"",Medical (excl. Cardiology & Cancer),"",11,49.5,-77.8
42188,20200419,S08000030,"",Planned,"",Medical (incl. Cardiology & Cancer),"",20,65.5,-69.5
42189,20200419,S08000030,"",Planned,"",Surgery,"",31,181.5,-82.9
42190,20200419,S08000031,"",Planned,"",All,d,400,1369,-70.8
42191,20200419,S08000031,"",Planned,"",Cancer,"",33,65.5,-49.6
42192,20200419,S08000031,"",Planned,"",Gynaecology,"",21,108,-80.6
42193,20200419,S08000031,"",Planned,"",Medical (excl. Cardiology & Cancer),"",160,363.5,-56
42194,20200419,S08000031,"",Planned,"",Medical (incl. Cardiology & Cancer),"",197,482,-59.1
42195,20200419,S08000031,"",Planned,"",Paediatrics (medical & surgical),"",34,59.5,-42.9
42196,20200419,S08000031,"",Planned,"",Paediatrics (medical),"",32,38.5,-16.9
42197,20200419,S08000031,"",Planned,"",Surgery,"",146,710.5,-79.5
42198,20200419,S08000032,"",Planned,"",All,d,91,263,-65.4
42199,20200419,S08000032,"",Planned,"",Medical (excl. Cardiology & Cancer),"",11,15.5,-29
42200,20200419,S08000032,"",Planned,"",Medical (incl. Cardiology & Cancer),"",11,16.5,-33.3
42201,20200419,S08000032,"",Planned,"",Paediatrics (medical & surgical),"",70,108.5,-35.5
42202,20200419,S08000032,"",Planned,"",Paediatrics (medical),"",70,107,-34.6
42203,20200419,S08000032,"",Planned,"",Surgery,"",9,118.5,-92.4
42204,20200419,S92000003,d,Planned,"",All,d,1049,3779.5,-72.2
42205,20200419,S92000003,d,Planned,"",Cancer,"",68,126.5,-46.2
42206,20200419,S92000003,d,Planned,"",Cardiology,"",92,174.5,-47.3
42207,20200419,S92000003,d,Planned,"",Community,"",25,68.5,-63.5
42208,20200419,S92000003,d,Planned,"",Gynaecology,"",48,240,-80
42209,20200419,S92000003,d,Planned,"",Medical (excl. Cardiology & Cancer),"",284,835,-66
42210,20200419,S92000003,d,Planned,"",Medical (incl. Cardiology & Cancer),"",444,1136,-60.9
42211,20200419,S92000003,d,Planned,"",Paediatrics (medical & surgical),"",138,265.5,-48
42212,20200419,S92000003,d,Planned,"",Paediatrics (medical),"",130,227.5,-42.9
42213,20200419,S92000003,d,Planned,"",Paediatrics (surgical),"",8,38,-78.9
42214,20200419,S92000003,d,Planned,"",Surgery,"",389,2056,-81.1
42215,20200419,NA,NA,Planned,"",All,d,87,188,-53.7
42216,20200419,NA,NA,Planned,"",Cardiology,"",51,56,-8.9
42217,20200419,NA,NA,Planned,"",Medical (incl. Cardiology & Cancer),"",51,61,-16.4
42218,20200419,NA,NA,Planned,"",Surgery,"",36,127,-71.7
42219,20200426,S08000015,"",Planned,"",All,d,22,108,-79.6
42220,20200426,S08000015,"",Planned,"",Medical (excl. Cardiology & Cancer),"",5,11.5,-56.5
42221,20200426,S08000015,"",Planned,"",Medical (incl. Cardiology & Cancer),"",6,17.5,-65.7
42222,20200426,S08000015,"",Planned,"",Paediatrics (medical & surgical),"",5,3.5,42.9
42223,20200426,S08000015,"",Planned,"",Paediatrics (medical),"",5,3.5,42.9
42224,20200426,S08000015,"",Planned,"",Surgery,"",11,86.5,-87.3
42225,20200426,S08000016,"",Planned,"",All,d,26,42,-38.1
42226,20200426,S08000016,"",Planned,"",Community,"",10,12,-16.7
42227,20200426,S08000016,"",Planned,"",Medical (excl. Cardiology & Cancer),"",7,7,0
42228,20200426,S08000016,"",Planned,"",Medical (incl. Cardiology & Cancer),"",8,7,14.3
42229,20200426,S08000016,"",Planned,"",Surgery,"",7,22,-68.2
42230,20200426,S08000017,"",Planned,"",All,d,35,81,-56.8
42231,20200426,S08000017,"",Planned,"",Medical (excl. Cardiology & Cancer),"",20,27,-25.9
42232,20200426,S08000017,"",Planned,"",Medical (incl. Cardiology & Cancer),"",20,28,-28.6
42233,20200426,S08000017,"",Planned,"",Surgery,"",8,35.5,-77.5
42234,20200426,S08000019,"",Planned,"",All,d,76,227,-66.5
42235,20200426,S08000019,"",Planned,"",Medical (excl. Cardiology & Cancer),"",55,108,-49.1
42236,20200426,S08000019,"",Planned,"",Medical (incl. Cardiology & Cancer),"",58,113.5,-48.9
42237,20200426,S08000019,"",Planned,"",Paediatrics (medical & surgical),"",8,1.5,433.3
42238,20200426,S08000019,"",Planned,"",Paediatrics (medical),"",8,1.5,433.3
42239,20200426,S08000019,"",Planned,"",Surgery,"",7,98,-92.9
42240,20200426,S08000020,"",Planned,"",All,d,75,387,-80.6
42241,20200426,S08000020,"",Planned,"",Cancer,"",8,13,-38.5
42242,20200426,S08000020,"",Planned,"",Medical (excl. Cardiology & Cancer),"",13,106.5,-87.8
42243,20200426,S08000020,"",Planned,"",Medical (incl. Cardiology & Cancer),"",21,126,-83.3
42244,20200426,S08000020,"",Planned,"",Surgery,"",48,218.5,-78
42245,20200426,S08000022,"",Planned,"",All,d,67,200,-66.5
42246,20200426,S08000022,"",Planned,"",Community,"",14,13,7.7
42247,20200426,S08000022,"",Planned,"",Medical (excl. Cardiology & Cancer),"",26,39,-33.3
42248,20200426,S08000022,"",Planned,"",Medical (incl. Cardiology & Cancer),"",31,54.5,-43.1
42249,20200426,S08000022,"",Planned,"",Surgery,"",15,111,-86.5
42250,20200426,S08000024,"",Planned,"",All,d,201,559,-64
42251,20200426,S08000024,"",Planned,"",Cancer,"",40,28,42.9
42252,20200426,S08000024,"",Planned,"",Cardiology,"",20,28,-28.6
42253,20200426,S08000024,"",Planned,"",Gynaecology,"",9,34,-73.5
42254,20200426,S08000024,"",Planned,"",Medical (excl. Cardiology & Cancer),"",44,98.5,-55.3
42255,20200426,S08000024,"",Planned,"",Medical (incl. Cardiology & Cancer),"",104,154.5,-32.7
42256,20200426,S08000024,"",Planned,"",Paediatrics (medical & surgical),"",13,22.5,-42.2
42257,20200426,S08000024,"",Planned,"",Paediatrics (medical),"",9,17,-47.1
42258,20200426,S08000024,"",Planned,"",Surgery,"",75,343,-78.1
42259,20200426,S08000029,"",Planned,"",All,d,37,117.5,-68.5
42260,20200426,S08000029,"",Planned,"",Community,"",5,4,25
42261,20200426,S08000029,"",Planned,"",Medical (excl. Cardiology & Cancer),"",11,11,0
42262,20200426,S08000029,"",Planned,"",Medical (incl. Cardiology & Cancer),"",12,15.5,-22.6
42263,20200426,S08000029,"",Planned,"",Surgery,"",14,79.5,-82.4
42264,20200426,S08000030,"",Planned,"",All,d,71,308,-76.9
42265,20200426,S08000030,"",Planned,"",Cancer,"",6,6,0
42266,20200426,S08000030,"",Planned,"",Gynaecology,"",7,31.5,-77.8
42267,20200426,S08000030,"",Planned,"",Medical (excl. Cardiology & Cancer),"",16,62,-74.2
42268,20200426,S08000030,"",Planned,"",Medical (incl. Cardiology & Cancer),"",26,77,-66.2
42269,20200426,S08000030,"",Planned,"",Paediatrics (medical & surgical),"",5,25,-80
42270,20200426,S08000030,"",Planned,"",Surgery,"",33,169.5,-80.5
42271,20200426,S08000031,"",Planned,"",All,d,394,1398.5,-71.8
