_id,MonthOfDelay,CA,CAQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
26378,202010,S12000040,"",18-74,"",Patient and Family Related Reasons,"",0,0
26379,202010,S12000040,"",18-74,"",Code 9 AWI,"",53,2
26380,202010,S12000040,"",18-74,"",Code 9 Non-AWI,"",55,2
26381,202010,S12000040,"",75plus,"",All Delay Reasons,d,362,12
26382,202010,S12000040,"",75plus,"",Health and Social Care Reasons,"",190,6
26383,202010,S12000040,"",75plus,"",Patient and Family Related Reasons,"",0,0
26384,202010,S12000040,"",75plus,"",Code 9 AWI,"",64,2
26385,202010,S12000040,"",75plus,"",Code 9 Non-AWI,"",108,3
26386,202010,S12000041,"",18plus,d,All Delay Reasons,d,535,17
26387,202010,S12000041,"",18plus,d,Health and Social Care Reasons,"",259,8
26388,202010,S12000041,"",18plus,d,Patient and Family Related Reasons,"",0,0
26389,202010,S12000041,"",18plus,d,Code 9 AWI,"",152,5
26390,202010,S12000041,"",18plus,d,Code 9 Non-AWI,"",124,4
26391,202010,S12000041,"",18-74,"",All Delay Reasons,d,188,6
26392,202010,S12000041,"",18-74,"",Health and Social Care Reasons,"",132,4
26393,202010,S12000041,"",18-74,"",Patient and Family Related Reasons,"",0,0
26394,202010,S12000041,"",18-74,"",Code 9 AWI,"",56,2
26395,202010,S12000041,"",18-74,"",Code 9 Non-AWI,"",0,0
26396,202010,S12000041,"",75plus,"",All Delay Reasons,d,347,11
26397,202010,S12000041,"",75plus,"",Health and Social Care Reasons,"",127,4
26398,202010,S12000041,"",75plus,"",Patient and Family Related Reasons,"",0,0
26399,202010,S12000041,"",75plus,"",Code 9 AWI,"",96,3
26400,202010,S12000041,"",75plus,"",Code 9 Non-AWI,"",124,4
26401,202010,S12000042,"",18plus,d,All Delay Reasons,d,644,21
26402,202010,S12000042,"",18plus,d,Health and Social Care Reasons,"",244,8
26403,202010,S12000042,"",18plus,d,Patient and Family Related Reasons,"",0,0
26404,202010,S12000042,"",18plus,d,Code 9 AWI,"",116,4
26405,202010,S12000042,"",18plus,d,Code 9 Non-AWI,"",284,9
26406,202010,S12000042,"",18-74,"",All Delay Reasons,d,350,11
26407,202010,S12000042,"",18-74,"",Health and Social Care Reasons,"",65,2
26408,202010,S12000042,"",18-74,"",Patient and Family Related Reasons,"",0,0
26409,202010,S12000042,"",18-74,"",Code 9 AWI,"",85,3
26410,202010,S12000042,"",18-74,"",Code 9 Non-AWI,"",200,6
26411,202010,S12000042,"",75plus,"",All Delay Reasons,d,294,9
26412,202010,S12000042,"",75plus,"",Health and Social Care Reasons,"",179,6
26413,202010,S12000042,"",75plus,"",Patient and Family Related Reasons,"",0,0
26414,202010,S12000042,"",75plus,"",Code 9 AWI,"",31,1
26415,202010,S12000042,"",75plus,"",Code 9 Non-AWI,"",84,3
26416,202010,S12000045,"",18plus,d,All Delay Reasons,d,381,12
26417,202010,S12000045,"",18plus,d,Health and Social Care Reasons,"",243,8
26418,202010,S12000045,"",18plus,d,Patient and Family Related Reasons,"",10,0
26419,202010,S12000045,"",18plus,d,Code 9 AWI,"",121,4
26420,202010,S12000045,"",18plus,d,Code 9 Non-AWI,"",7,0
26421,202010,S12000045,"",18-74,"",All Delay Reasons,d,98,3
26422,202010,S12000045,"",18-74,"",Health and Social Care Reasons,"",70,2
26423,202010,S12000045,"",18-74,"",Patient and Family Related Reasons,"",0,0
26424,202010,S12000045,"",18-74,"",Code 9 AWI,"",28,1
26425,202010,S12000045,"",18-74,"",Code 9 Non-AWI,"",0,0
26426,202010,S12000045,"",75plus,"",All Delay Reasons,d,283,9
26427,202010,S12000045,"",75plus,"",Health and Social Care Reasons,"",173,6
26428,202010,S12000045,"",75plus,"",Patient and Family Related Reasons,"",10,0
26429,202010,S12000045,"",75plus,"",Code 9 AWI,"",93,3
26430,202010,S12000045,"",75plus,"",Code 9 Non-AWI,"",7,0
26431,202010,S12000047,"",18plus,d,All Delay Reasons,d,2400,77
26432,202010,S12000047,"",18plus,d,Health and Social Care Reasons,"",1421,46
26433,202010,S12000047,"",18plus,d,Patient and Family Related Reasons,"",0,0
26434,202010,S12000047,"",18plus,d,Code 9 AWI,"",789,25
26435,202010,S12000047,"",18plus,d,Code 9 Non-AWI,"",190,6
26436,202010,S12000047,"",18-74,"",All Delay Reasons,d,656,21
26437,202010,S12000047,"",18-74,"",Health and Social Care Reasons,"",226,7
26438,202010,S12000047,"",18-74,"",Patient and Family Related Reasons,"",0,0
26439,202010,S12000047,"",18-74,"",Code 9 AWI,"",251,8
26440,202010,S12000047,"",18-74,"",Code 9 Non-AWI,"",179,6
26441,202010,S12000047,"",75plus,"",All Delay Reasons,d,1744,56
26442,202010,S12000047,"",75plus,"",Health and Social Care Reasons,"",1195,39
26443,202010,S12000047,"",75plus,"",Patient and Family Related Reasons,"",0,0
26444,202010,S12000047,"",75plus,"",Code 9 AWI,"",538,17
26445,202010,S12000047,"",75plus,"",Code 9 Non-AWI,"",11,0
26446,202010,S12000048,"",18plus,d,All Delay Reasons,d,545,18
26447,202010,S12000048,"",18plus,d,Health and Social Care Reasons,"",327,11
26448,202010,S12000048,"",18plus,d,Patient and Family Related Reasons,"",49,2
26449,202010,S12000048,"",18plus,d,Code 9 AWI,"",34,1
26450,202010,S12000048,"",18plus,d,Code 9 Non-AWI,"",135,4
26451,202010,S12000048,"",18-74,"",All Delay Reasons,d,188,6
26452,202010,S12000048,"",18-74,"",Health and Social Care Reasons,"",90,3
26453,202010,S12000048,"",18-74,"",Patient and Family Related Reasons,"",28,1
26454,202010,S12000048,"",18-74,"",Code 9 AWI,"",0,0
26455,202010,S12000048,"",18-74,"",Code 9 Non-AWI,"",70,2
26456,202010,S12000048,"",75plus,"",All Delay Reasons,d,357,12
26457,202010,S12000048,"",75plus,"",Health and Social Care Reasons,"",237,8
26458,202010,S12000048,"",75plus,"",Patient and Family Related Reasons,"",21,1
26459,202010,S12000048,"",75plus,"",Code 9 AWI,"",34,1
26460,202010,S12000048,"",75plus,"",Code 9 Non-AWI,"",65,2
26461,202010,S12000049,"",18plus,d,All Delay Reasons,d,4181,135
26462,202010,S12000049,"",18plus,d,Health and Social Care Reasons,"",1591,51
26463,202010,S12000049,"",18plus,d,Patient and Family Related Reasons,"",697,22
26464,202010,S12000049,"",18plus,d,Code 9 AWI,"",1406,45
26465,202010,S12000049,"",18plus,d,Code 9 Non-AWI,"",487,16
26466,202010,S12000049,"",18-74,"",All Delay Reasons,d,2162,70
26467,202010,S12000049,"",18-74,"",Health and Social Care Reasons,"",850,27
26468,202010,S12000049,"",18-74,"",Patient and Family Related Reasons,"",337,11
26469,202010,S12000049,"",18-74,"",Code 9 AWI,"",666,21
26470,202010,S12000049,"",18-74,"",Code 9 Non-AWI,"",309,10
26471,202010,S12000049,"",75plus,"",All Delay Reasons,d,2019,65
26472,202010,S12000049,"",75plus,"",Health and Social Care Reasons,"",741,24
26473,202010,S12000049,"",75plus,"",Patient and Family Related Reasons,"",360,12
26474,202010,S12000049,"",75plus,"",Code 9 AWI,"",740,24
26475,202010,S12000049,"",75plus,"",Code 9 Non-AWI,"",178,6
26476,202010,S12000050,"",18plus,d,All Delay Reasons,d,2563,83
26477,202010,S12000050,"",18plus,d,Health and Social Care Reasons,"",2172,70
26478,202010,S12000050,"",18plus,d,Patient and Family Related Reasons,"",0,0
26479,202010,S12000050,"",18plus,d,Code 9 AWI,"",305,10
26480,202010,S12000050,"",18plus,d,Code 9 Non-AWI,"",86,3
26481,202010,S12000050,"",18-74,"",All Delay Reasons,d,746,24
26482,202010,S12000050,"",18-74,"",Health and Social Care Reasons,"",560,18
26483,202010,S12000050,"",18-74,"",Patient and Family Related Reasons,"",0,0
26484,202010,S12000050,"",18-74,"",Code 9 AWI,"",186,6
26485,202010,S12000050,"",18-74,"",Code 9 Non-AWI,"",0,0
26486,202010,S12000050,"",75plus,"",All Delay Reasons,d,1817,59
26487,202010,S12000050,"",75plus,"",Health and Social Care Reasons,"",1612,52
26488,202010,S12000050,"",75plus,"",Patient and Family Related Reasons,"",0,0
26489,202010,S12000050,"",75plus,"",Code 9 AWI,"",119,4
26490,202010,S12000050,"",75plus,"",Code 9 Non-AWI,"",86,3
26491,202010,"",:,18plus,d,All Delay Reasons,d,30,1
26492,202010,"",:,18plus,d,Health and Social Care Reasons,"",0,0
26493,202010,"",:,18plus,d,Patient and Family Related Reasons,"",30,1
26494,202010,"",:,18plus,d,Code 9 AWI,"",0,0
26495,202010,"",:,18plus,d,Code 9 Non-AWI,"",0,0
26496,202010,"",:,18-74,"",All Delay Reasons,d,0,0
26497,202010,"",:,18-74,"",Health and Social Care Reasons,"",0,0
26498,202010,"",:,18-74,"",Patient and Family Related Reasons,"",0,0
26499,202010,"",:,18-74,"",Code 9 AWI,"",0,0
26500,202010,"",:,18-74,"",Code 9 Non-AWI,"",0,0
26501,202010,"",:,75plus,"",All Delay Reasons,d,30,1
26502,202010,"",:,75plus,"",Health and Social Care Reasons,"",0,0
26503,202010,"",:,75plus,"",Patient and Family Related Reasons,"",30,1
26504,202010,"",:,75plus,"",Code 9 AWI,"",0,0
26505,202010,"",:,75plus,"",Code 9 Non-AWI,"",0,0
26506,202010,S92000003,d,18plus,d,All Delay Reasons,d,33256,1073
26507,202010,S92000003,d,18plus,d,Health and Social Care Reasons,"",21335,688
26508,202010,S92000003,d,18plus,d,Patient and Family Related Reasons,"",1425,46
26509,202010,S92000003,d,18plus,d,Code 9 AWI,"",6955,224
26510,202010,S92000003,d,18plus,d,Code 9 Non-AWI,"",3541,114
26511,202010,S92000003,d,18-74,"",All Delay Reasons,d,12114,391
26512,202010,S92000003,d,18-74,"",Health and Social Care Reasons,"",6781,219
26513,202010,S92000003,d,18-74,"",Patient and Family Related Reasons,"",454,15
26514,202010,S92000003,d,18-74,"",Code 9 AWI,"",2835,91
26515,202010,S92000003,d,18-74,"",Code 9 Non-AWI,"",2044,66
26516,202010,S92000003,d,75plus,"",All Delay Reasons,d,21142,682
26517,202010,S92000003,d,75plus,"",Health and Social Care Reasons,"",14554,469
26518,202010,S92000003,d,75plus,"",Patient and Family Related Reasons,"",971,31
26519,202010,S92000003,d,75plus,"",Code 9 AWI,"",4120,133
26520,202010,S92000003,d,75plus,"",Code 9 Non-AWI,"",1497,48
26521,202011,S12000005,"",18plus,d,All Delay Reasons,d,460,15
26522,202011,S12000005,"",18plus,d,Health and Social Care Reasons,"",319,11
26523,202011,S12000005,"",18plus,d,Patient and Family Related Reasons,"",0,0
26524,202011,S12000005,"",18plus,d,Code 9 AWI,"",76,3
26525,202011,S12000005,"",18plus,d,Code 9 Non-AWI,"",65,2
26526,202011,S12000005,"",18-74,"",All Delay Reasons,d,196,7
26527,202011,S12000005,"",18-74,"",Health and Social Care Reasons,"",127,4
26528,202011,S12000005,"",18-74,"",Patient and Family Related Reasons,"",0,0
26529,202011,S12000005,"",18-74,"",Code 9 AWI,"",36,1
26530,202011,S12000005,"",18-74,"",Code 9 Non-AWI,"",33,1
26531,202011,S12000005,"",75plus,"",All Delay Reasons,d,264,9
26532,202011,S12000005,"",75plus,"",Health and Social Care Reasons,"",192,6
26533,202011,S12000005,"",75plus,"",Patient and Family Related Reasons,"",0,0
26534,202011,S12000005,"",75plus,"",Code 9 AWI,"",40,1
26535,202011,S12000005,"",75plus,"",Code 9 Non-AWI,"",32,1
26536,202011,S12000006,"",18plus,d,All Delay Reasons,d,1074,36
26537,202011,S12000006,"",18plus,d,Health and Social Care Reasons,"",774,26
26538,202011,S12000006,"",18plus,d,Patient and Family Related Reasons,"",2,0
26539,202011,S12000006,"",18plus,d,Code 9 AWI,"",162,5
26540,202011,S12000006,"",18plus,d,Code 9 Non-AWI,"",136,5
26541,202011,S12000006,"",18-74,"",All Delay Reasons,d,509,17
26542,202011,S12000006,"",18-74,"",Health and Social Care Reasons,"",359,12
26543,202011,S12000006,"",18-74,"",Patient and Family Related Reasons,"",0,0
26544,202011,S12000006,"",18-74,"",Code 9 AWI,"",30,1
26545,202011,S12000006,"",18-74,"",Code 9 Non-AWI,"",120,4
26546,202011,S12000006,"",75plus,"",All Delay Reasons,d,565,19
26547,202011,S12000006,"",75plus,"",Health and Social Care Reasons,"",415,14
26548,202011,S12000006,"",75plus,"",Patient and Family Related Reasons,"",2,0
26549,202011,S12000006,"",75plus,"",Code 9 AWI,"",132,4
26550,202011,S12000006,"",75plus,"",Code 9 Non-AWI,"",16,1
26551,202011,S12000008,"",18plus,d,All Delay Reasons,d,514,17
26552,202011,S12000008,"",18plus,d,Health and Social Care Reasons,"",81,3
26553,202011,S12000008,"",18plus,d,Patient and Family Related Reasons,"",4,0
26554,202011,S12000008,"",18plus,d,Code 9 AWI,"",211,7
26555,202011,S12000008,"",18plus,d,Code 9 Non-AWI,"",218,7
26556,202011,S12000008,"",18-74,"",All Delay Reasons,d,254,8
26557,202011,S12000008,"",18-74,"",Health and Social Care Reasons,"",17,1
26558,202011,S12000008,"",18-74,"",Patient and Family Related Reasons,"",0,0
26559,202011,S12000008,"",18-74,"",Code 9 AWI,"",112,4
26560,202011,S12000008,"",18-74,"",Code 9 Non-AWI,"",125,4
26561,202011,S12000008,"",75plus,"",All Delay Reasons,d,260,9
26562,202011,S12000008,"",75plus,"",Health and Social Care Reasons,"",64,2
26563,202011,S12000008,"",75plus,"",Patient and Family Related Reasons,"",4,0
26564,202011,S12000008,"",75plus,"",Code 9 AWI,"",99,3
26565,202011,S12000008,"",75plus,"",Code 9 Non-AWI,"",93,3
26566,202011,S12000010,"",18plus,d,All Delay Reasons,d,430,14
26567,202011,S12000010,"",18plus,d,Health and Social Care Reasons,"",396,13
26568,202011,S12000010,"",18plus,d,Patient and Family Related Reasons,"",15,1
26569,202011,S12000010,"",18plus,d,Code 9 AWI,"",0,0
26570,202011,S12000010,"",18plus,d,Code 9 Non-AWI,"",19,1
26571,202011,S12000010,"",18-74,"",All Delay Reasons,d,222,7
26572,202011,S12000010,"",18-74,"",Health and Social Care Reasons,"",207,7
26573,202011,S12000010,"",18-74,"",Patient and Family Related Reasons,"",15,1
26574,202011,S12000010,"",18-74,"",Code 9 AWI,"",0,0
26575,202011,S12000010,"",18-74,"",Code 9 Non-AWI,"",0,0
26576,202011,S12000010,"",75plus,"",All Delay Reasons,d,208,7
26577,202011,S12000010,"",75plus,"",Health and Social Care Reasons,"",189,6
26578,202011,S12000010,"",75plus,"",Patient and Family Related Reasons,"",0,0
26579,202011,S12000010,"",75plus,"",Code 9 AWI,"",0,0
26580,202011,S12000010,"",75plus,"",Code 9 Non-AWI,"",19,1
26581,202011,S12000011,"",18plus,d,All Delay Reasons,d,246,8
26582,202011,S12000011,"",18plus,d,Health and Social Care Reasons,"",117,4
26583,202011,S12000011,"",18plus,d,Patient and Family Related Reasons,"",9,0
26584,202011,S12000011,"",18plus,d,Code 9 AWI,"",120,4
26585,202011,S12000011,"",18plus,d,Code 9 Non-AWI,"",0,0
26586,202011,S12000011,"",18-74,"",All Delay Reasons,d,52,2
26587,202011,S12000011,"",18-74,"",Health and Social Care Reasons,"",22,1
26588,202011,S12000011,"",18-74,"",Patient and Family Related Reasons,"",0,0
26589,202011,S12000011,"",18-74,"",Code 9 AWI,"",30,1
26590,202011,S12000011,"",18-74,"",Code 9 Non-AWI,"",0,0
26591,202011,S12000011,"",75plus,"",All Delay Reasons,d,194,6
26592,202011,S12000011,"",75plus,"",Health and Social Care Reasons,"",95,3
26593,202011,S12000011,"",75plus,"",Patient and Family Related Reasons,"",9,0
26594,202011,S12000011,"",75plus,"",Code 9 AWI,"",90,3
26595,202011,S12000011,"",75plus,"",Code 9 Non-AWI,"",0,0
26596,202011,S12000013,"",18plus,d,All Delay Reasons,d,219,7
26597,202011,S12000013,"",18plus,d,Health and Social Care Reasons,"",159,5
26598,202011,S12000013,"",18plus,d,Patient and Family Related Reasons,"",0,0
26599,202011,S12000013,"",18plus,d,Code 9 AWI,"",0,0
26600,202011,S12000013,"",18plus,d,Code 9 Non-AWI,"",60,2
26601,202011,S12000013,"",18-74,"",All Delay Reasons,d,85,3
26602,202011,S12000013,"",18-74,"",Health and Social Care Reasons,"",55,2
26603,202011,S12000013,"",18-74,"",Patient and Family Related Reasons,"",0,0
26604,202011,S12000013,"",18-74,"",Code 9 AWI,"",0,0
26605,202011,S12000013,"",18-74,"",Code 9 Non-AWI,"",30,1
26606,202011,S12000013,"",75plus,"",All Delay Reasons,d,134,4
26607,202011,S12000013,"",75plus,"",Health and Social Care Reasons,"",104,3
26608,202011,S12000013,"",75plus,"",Patient and Family Related Reasons,"",0,0
26609,202011,S12000013,"",75plus,"",Code 9 AWI,"",0,0
26610,202011,S12000013,"",75plus,"",Code 9 Non-AWI,"",30,1
26611,202011,S12000014,"",18plus,d,All Delay Reasons,d,1335,45
26612,202011,S12000014,"",18plus,d,Health and Social Care Reasons,"",780,26
26613,202011,S12000014,"",18plus,d,Patient and Family Related Reasons,"",0,0
26614,202011,S12000014,"",18plus,d,Code 9 AWI,"",302,10
26615,202011,S12000014,"",18plus,d,Code 9 Non-AWI,"",253,8
26616,202011,S12000014,"",18-74,"",All Delay Reasons,d,540,18
26617,202011,S12000014,"",18-74,"",Health and Social Care Reasons,"",283,9
26618,202011,S12000014,"",18-74,"",Patient and Family Related Reasons,"",0,0
26619,202011,S12000014,"",18-74,"",Code 9 AWI,"",120,4
26620,202011,S12000014,"",18-74,"",Code 9 Non-AWI,"",137,5
26621,202011,S12000014,"",75plus,"",All Delay Reasons,d,795,27
26622,202011,S12000014,"",75plus,"",Health and Social Care Reasons,"",497,17
26623,202011,S12000014,"",75plus,"",Patient and Family Related Reasons,"",0,0
26624,202011,S12000014,"",75plus,"",Code 9 AWI,"",182,6
26625,202011,S12000014,"",75plus,"",Code 9 Non-AWI,"",116,4
26626,202011,S12000017,"",18plus,d,All Delay Reasons,d,2569,86
26627,202011,S12000017,"",18plus,d,Health and Social Care Reasons,"",1685,56
26628,202011,S12000017,"",18plus,d,Patient and Family Related Reasons,"",185,6
26629,202011,S12000017,"",18plus,d,Code 9 AWI,"",287,10
26630,202011,S12000017,"",18plus,d,Code 9 Non-AWI,"",412,14
26631,202011,S12000017,"",18-74,"",All Delay Reasons,d,690,23
26632,202011,S12000017,"",18-74,"",Health and Social Care Reasons,"",414,14
26633,202011,S12000017,"",18-74,"",Patient and Family Related Reasons,"",0,0
26634,202011,S12000017,"",18-74,"",Code 9 AWI,"",104,3
26635,202011,S12000017,"",18-74,"",Code 9 Non-AWI,"",172,6
26636,202011,S12000017,"",75plus,"",All Delay Reasons,d,1879,63
26637,202011,S12000017,"",75plus,"",Health and Social Care Reasons,"",1271,42
26638,202011,S12000017,"",75plus,"",Patient and Family Related Reasons,"",185,6
26639,202011,S12000017,"",75plus,"",Code 9 AWI,"",183,6
26640,202011,S12000017,"",75plus,"",Code 9 Non-AWI,"",240,8
26641,202011,S12000018,"",18plus,d,All Delay Reasons,d,66,2
26642,202011,S12000018,"",18plus,d,Health and Social Care Reasons,"",17,1
26643,202011,S12000018,"",18plus,d,Patient and Family Related Reasons,"",0,0
26644,202011,S12000018,"",18plus,d,Code 9 AWI,"",18,1
26645,202011,S12000018,"",18plus,d,Code 9 Non-AWI,"",31,1
26646,202011,S12000018,"",18-74,"",All Delay Reasons,d,31,1
26647,202011,S12000018,"",18-74,"",Health and Social Care Reasons,"",1,0
26648,202011,S12000018,"",18-74,"",Patient and Family Related Reasons,"",0,0
26649,202011,S12000018,"",18-74,"",Code 9 AWI,"",0,0
26650,202011,S12000018,"",18-74,"",Code 9 Non-AWI,"",30,1
26651,202011,S12000018,"",75plus,"",All Delay Reasons,d,35,1
26652,202011,S12000018,"",75plus,"",Health and Social Care Reasons,"",16,1
26653,202011,S12000018,"",75plus,"",Patient and Family Related Reasons,"",0,0
26654,202011,S12000018,"",75plus,"",Code 9 AWI,"",18,1
26655,202011,S12000018,"",75plus,"",Code 9 Non-AWI,"",1,0
26656,202011,S12000019,"",18plus,d,All Delay Reasons,d,712,24
26657,202011,S12000019,"",18plus,d,Health and Social Care Reasons,"",543,18
26658,202011,S12000019,"",18plus,d,Patient and Family Related Reasons,"",26,1
26659,202011,S12000019,"",18plus,d,Code 9 AWI,"",143,5
26660,202011,S12000019,"",18plus,d,Code 9 Non-AWI,"",0,0
26661,202011,S12000019,"",18-74,"",All Delay Reasons,d,199,7
26662,202011,S12000019,"",18-74,"",Health and Social Care Reasons,"",146,5
26663,202011,S12000019,"",18-74,"",Patient and Family Related Reasons,"",0,0
26664,202011,S12000019,"",18-74,"",Code 9 AWI,"",53,2
26665,202011,S12000019,"",18-74,"",Code 9 Non-AWI,"",0,0
26666,202011,S12000019,"",75plus,"",All Delay Reasons,d,513,17
26667,202011,S12000019,"",75plus,"",Health and Social Care Reasons,"",397,13
26668,202011,S12000019,"",75plus,"",Patient and Family Related Reasons,"",26,1
26669,202011,S12000019,"",75plus,"",Code 9 AWI,"",90,3
26670,202011,S12000019,"",75plus,"",Code 9 Non-AWI,"",0,0
26671,202011,S12000020,"",18plus,d,All Delay Reasons,d,832,28
26672,202011,S12000020,"",18plus,d,Health and Social Care Reasons,"",702,23
26673,202011,S12000020,"",18plus,d,Patient and Family Related Reasons,"",5,0
26674,202011,S12000020,"",18plus,d,Code 9 AWI,"",73,2
26675,202011,S12000020,"",18plus,d,Code 9 Non-AWI,"",52,2
26676,202011,S12000020,"",18-74,"",All Delay Reasons,d,257,9
26677,202011,S12000020,"",18-74,"",Health and Social Care Reasons,"",205,7
26678,202011,S12000020,"",18-74,"",Patient and Family Related Reasons,"",0,0
26679,202011,S12000020,"",18-74,"",Code 9 AWI,"",0,0
26680,202011,S12000020,"",18-74,"",Code 9 Non-AWI,"",52,2
26681,202011,S12000020,"",75plus,"",All Delay Reasons,d,575,19
26682,202011,S12000020,"",75plus,"",Health and Social Care Reasons,"",497,17
26683,202011,S12000020,"",75plus,"",Patient and Family Related Reasons,"",5,0
26684,202011,S12000020,"",75plus,"",Code 9 AWI,"",73,2
26685,202011,S12000020,"",75plus,"",Code 9 Non-AWI,"",0,0
26686,202011,S12000021,"",18plus,d,All Delay Reasons,d,730,24
26687,202011,S12000021,"",18plus,d,Health and Social Care Reasons,"",596,20
26688,202011,S12000021,"",18plus,d,Patient and Family Related Reasons,"",0,0
26689,202011,S12000021,"",18plus,d,Code 9 AWI,"",53,2
26690,202011,S12000021,"",18plus,d,Code 9 Non-AWI,"",81,3
26691,202011,S12000021,"",18-74,"",All Delay Reasons,d,328,11
26692,202011,S12000021,"",18-74,"",Health and Social Care Reasons,"",209,7
26693,202011,S12000021,"",18-74,"",Patient and Family Related Reasons,"",0,0
26694,202011,S12000021,"",18-74,"",Code 9 AWI,"",46,2
26695,202011,S12000021,"",18-74,"",Code 9 Non-AWI,"",73,2
26696,202011,S12000021,"",75plus,"",All Delay Reasons,d,402,13
26697,202011,S12000021,"",75plus,"",Health and Social Care Reasons,"",387,13
26698,202011,S12000021,"",75plus,"",Patient and Family Related Reasons,"",0,0
26699,202011,S12000021,"",75plus,"",Code 9 AWI,"",7,0
26700,202011,S12000021,"",75plus,"",Code 9 Non-AWI,"",8,0
26701,202011,S12000023,"",18plus,d,All Delay Reasons,d,202,7
26702,202011,S12000023,"",18plus,d,Health and Social Care Reasons,"",112,4
26703,202011,S12000023,"",18plus,d,Patient and Family Related Reasons,"",30,1
26704,202011,S12000023,"",18plus,d,Code 9 AWI,"",60,2
26705,202011,S12000023,"",18plus,d,Code 9 Non-AWI,"",0,0
26706,202011,S12000023,"",18-74,"",All Delay Reasons,d,96,3
26707,202011,S12000023,"",18-74,"",Health and Social Care Reasons,"",66,2
26708,202011,S12000023,"",18-74,"",Patient and Family Related Reasons,"",0,0
26709,202011,S12000023,"",18-74,"",Code 9 AWI,"",30,1
26710,202011,S12000023,"",18-74,"",Code 9 Non-AWI,"",0,0
26711,202011,S12000023,"",75plus,"",All Delay Reasons,d,106,4
26712,202011,S12000023,"",75plus,"",Health and Social Care Reasons,"",46,2
26713,202011,S12000023,"",75plus,"",Patient and Family Related Reasons,"",30,1
26714,202011,S12000023,"",75plus,"",Code 9 AWI,"",30,1
26715,202011,S12000023,"",75plus,"",Code 9 Non-AWI,"",0,0
26716,202011,S12000026,"",18plus,d,All Delay Reasons,d,982,33
26717,202011,S12000026,"",18plus,d,Health and Social Care Reasons,"",870,29
26718,202011,S12000026,"",18plus,d,Patient and Family Related Reasons,"",5,0
26719,202011,S12000026,"",18plus,d,Code 9 AWI,"",107,4
26720,202011,S12000026,"",18plus,d,Code 9 Non-AWI,"",0,0
26721,202011,S12000026,"",18-74,"",All Delay Reasons,d,210,7
26722,202011,S12000026,"",18-74,"",Health and Social Care Reasons,"",210,7
26723,202011,S12000026,"",18-74,"",Patient and Family Related Reasons,"",0,0
26724,202011,S12000026,"",18-74,"",Code 9 AWI,"",0,0
26725,202011,S12000026,"",18-74,"",Code 9 Non-AWI,"",0,0
26726,202011,S12000026,"",75plus,"",All Delay Reasons,d,772,26
26727,202011,S12000026,"",75plus,"",Health and Social Care Reasons,"",660,22
26728,202011,S12000026,"",75plus,"",Patient and Family Related Reasons,"",5,0
26729,202011,S12000026,"",75plus,"",Code 9 AWI,"",107,4
26730,202011,S12000026,"",75plus,"",Code 9 Non-AWI,"",0,0
26731,202011,S12000027,"",18plus,d,All Delay Reasons,d,45,2
26732,202011,S12000027,"",18plus,d,Health and Social Care Reasons,"",45,2
26733,202011,S12000027,"",18plus,d,Patient and Family Related Reasons,"",0,0
26734,202011,S12000027,"",18plus,d,Code 9 AWI,"",0,0
26735,202011,S12000027,"",18plus,d,Code 9 Non-AWI,"",0,0
26736,202011,S12000027,"",18-74,"",All Delay Reasons,d,12,0
26737,202011,S12000027,"",18-74,"",Health and Social Care Reasons,"",12,0
26738,202011,S12000027,"",18-74,"",Patient and Family Related Reasons,"",0,0
26739,202011,S12000027,"",18-74,"",Code 9 AWI,"",0,0
26740,202011,S12000027,"",18-74,"",Code 9 Non-AWI,"",0,0
26741,202011,S12000027,"",75plus,"",All Delay Reasons,d,33,1
26742,202011,S12000027,"",75plus,"",Health and Social Care Reasons,"",33,1
26743,202011,S12000027,"",75plus,"",Patient and Family Related Reasons,"",0,0
26744,202011,S12000027,"",75plus,"",Code 9 AWI,"",0,0
26745,202011,S12000027,"",75plus,"",Code 9 Non-AWI,"",0,0
26746,202011,S12000028,"",18plus,d,All Delay Reasons,d,1751,58
26747,202011,S12000028,"",18plus,d,Health and Social Care Reasons,"",1265,42
26748,202011,S12000028,"",18plus,d,Patient and Family Related Reasons,"",9,0
26749,202011,S12000028,"",18plus,d,Code 9 AWI,"",257,9
26750,202011,S12000028,"",18plus,d,Code 9 Non-AWI,"",220,7
26751,202011,S12000028,"",18-74,"",All Delay Reasons,d,455,15
26752,202011,S12000028,"",18-74,"",Health and Social Care Reasons,"",314,10
26753,202011,S12000028,"",18-74,"",Patient and Family Related Reasons,"",0,0
26754,202011,S12000028,"",18-74,"",Code 9 AWI,"",74,2
26755,202011,S12000028,"",18-74,"",Code 9 Non-AWI,"",67,2
26756,202011,S12000028,"",75plus,"",All Delay Reasons,d,1296,43
26757,202011,S12000028,"",75plus,"",Health and Social Care Reasons,"",951,32
26758,202011,S12000028,"",75plus,"",Patient and Family Related Reasons,"",9,0
26759,202011,S12000028,"",75plus,"",Code 9 AWI,"",183,6
26760,202011,S12000028,"",75plus,"",Code 9 Non-AWI,"",153,5
26761,202011,S12000029,"",18plus,d,All Delay Reasons,d,2377,79
26762,202011,S12000029,"",18plus,d,Health and Social Care Reasons,"",1627,54
26763,202011,S12000029,"",18plus,d,Patient and Family Related Reasons,"",2,0
