_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
16175,2021Q4,S08000016,"",S08000016,Colorectal,"",21,p,19,p
16176,2021Q4,S08000016,"",S08000016,Lung,"",6,p,6,p
16177,2021Q4,S08000016,"",S08000016,Lymphoma,"",1,p,1,p
16178,2021Q4,S08000016,"",S08000016,Melanoma,"",4,p,4,p
16179,2021Q4,S08000016,"",S08000016,Ovarian,"",1,p,1,p
16180,2021Q4,S08000016,"",S08000016,Upper GI,"",9,p,9,p
16181,2021Q4,S08000016,"",S08000016,Urological,"",11,p,10,p
16182,2021Q4,S08000016,"",S08000024,Breast,"",1,p,1,p
16183,2021Q4,S08000016,"",S08000024,Colorectal,"",2,p,2,p
16184,2021Q4,S08000016,"",S08000024,Head & Neck,"",3,p,3,p
16185,2021Q4,S08000016,"",S08000024,Lung,"",2,p,2,p
16186,2021Q4,S08000016,"",S08000024,Melanoma,"",1,p,1,p
16187,2021Q4,S08000016,"",S08000024,Ovarian,"",1,p,1,p
16188,2021Q4,S08000016,"",S08000024,Upper GI,"",3,p,3,p
16189,2021Q4,S08000016,"",S08000024,Urological,"",4,p,1,p
16190,2021Q4,S08000017,"",S08000017,Breast,"",17,p,17,p
16191,2021Q4,S08000017,"",S08000017,Colorectal,"",17,p,12,p
16192,2021Q4,S08000017,"",S08000017,Lung,"",14,p,14,p
16193,2021Q4,S08000017,"",S08000017,Lymphoma,"",1,p,1,p
16194,2021Q4,S08000017,"",S08000017,Melanoma,"",6,p,6,p
16195,2021Q4,S08000017,"",S08000017,Ovarian,"",2,p,2,p
16196,2021Q4,S08000017,"",S08000017,Upper GI,"",14,p,14,p
16197,2021Q4,S08000017,"",S08000017,Urological,"",23,p,13,p
16198,2021Q4,S08000017,"",S08000024,Breast,"",1,p,0,p
16199,2021Q4,S08000017,"",S08000024,Colorectal,"",1,p,1,p
16200,2021Q4,S08000017,"",S08000024,Head & Neck,"",2,p,2,p
16201,2021Q4,S08000017,"",S08000024,Lung,"",3,p,3,p
16202,2021Q4,S08000017,"",S08000024,Ovarian,"",1,p,1,p
16203,2021Q4,S08000017,"",S08000024,Upper GI,"",5,p,4,p
16204,2021Q4,S08000017,"",S08000031,Head & Neck,"",2,p,1,p
16205,2021Q4,S08000017,"",SB0801,Lung,"",4,p,4,p
16206,2021Q4,S08000019,"",S08000019,Breast,"",46,p,46,p
16207,2021Q4,S08000019,"",S08000019,Cervical,"",1,p,1,p
16208,2021Q4,S08000019,"",S08000019,Colorectal,"",33,p,22,p
16209,2021Q4,S08000019,"",S08000019,Head & Neck,"",2,p,1,p
16210,2021Q4,S08000019,"",S08000019,Lung,"",39,p,36,p
16211,2021Q4,S08000019,"",S08000019,Lymphoma,"",7,p,6,p
16212,2021Q4,S08000019,"",S08000019,Melanoma,"",26,p,19,p
16213,2021Q4,S08000019,"",S08000019,Ovarian,"",3,p,2,p
16214,2021Q4,S08000019,"",S08000019,Upper GI,"",18,p,18,p
16215,2021Q4,S08000019,"",S08000019,Urological,"",66,p,51,p
16216,2021Q4,S08000019,"",S08000024,Upper GI,"",2,p,2,p
16217,2021Q4,S08000019,"",S08000031,Cervical,"",1,p,1,p
16218,2021Q4,S08000019,"",S08000031,Colorectal,"",4,p,1,p
16219,2021Q4,S08000019,"",S08000031,Head & Neck,"",4,p,3,p
16220,2021Q4,S08000019,"",S08000031,Lung,"",8,p,3,p
16221,2021Q4,S08000019,"",S08000031,Melanoma,"",1,p,1,p
16222,2021Q4,S08000019,"",S08000031,Ovarian,"",2,p,2,p
16223,2021Q4,S08000019,"",S08000031,Upper GI,"",5,p,2,p
16224,2021Q4,S08000019,"",S08000031,Urological,"",10,p,3,p
16225,2021Q4,S08000019,"",S08000032,Head & Neck,"",3,p,3,p
16226,2021Q4,S08000019,"",SB0801,Lung,"",4,p,0,p
16227,2021Q4,S08000020,"",S08000020,Breast,"",123,p,101,p
16228,2021Q4,S08000020,"",S08000020,Cervical,"",4,p,3,p
16229,2021Q4,S08000020,"",S08000020,Colorectal,"",75,p,41,p
16230,2021Q4,S08000020,"",S08000020,Head & Neck,"",8,p,8,p
16231,2021Q4,S08000020,"",S08000020,Lung,"",43,p,33,p
16232,2021Q4,S08000020,"",S08000020,Lymphoma,"",11,p,6,p
16233,2021Q4,S08000020,"",S08000020,Melanoma,"",18,p,14,p
16234,2021Q4,S08000020,"",S08000020,Ovarian,"",6,p,6,p
16235,2021Q4,S08000020,"",S08000020,Upper GI,"",48,p,48,p
16236,2021Q4,S08000020,"",S08000020,Urological,"",57,p,30,p
16237,2021Q4,S08000020,"",S08000025,Lymphoma,"",1,p,1,p
16238,2021Q4,S08000020,"",S08000031,Colorectal,"",1,p,0,p
16239,2021Q4,S08000020,"",SB0801,Colorectal,"",2,p,1,p
16240,2021Q4,S08000022,"",S08000020,Ovarian,"",2,p,2,p
16241,2021Q4,S08000022,"",S08000020,Urological,"",7,p,0,p
16242,2021Q4,S08000022,"",S08000022,Breast,"",58,p,54,p
16243,2021Q4,S08000022,"",S08000022,Colorectal,"",49,p,39,p
16244,2021Q4,S08000022,"",S08000022,Head & Neck,"",9,p,8,p
16245,2021Q4,S08000022,"",S08000022,Lung,"",30,p,27,p
16246,2021Q4,S08000022,"",S08000022,Lymphoma,"",5,p,5,p
16247,2021Q4,S08000022,"",S08000022,Melanoma,"",14,p,11,p
16248,2021Q4,S08000022,"",S08000022,Ovarian,"",6,p,5,p
16249,2021Q4,S08000022,"",S08000022,Upper GI,"",27,p,23,p
16250,2021Q4,S08000022,"",S08000022,Urological,"",59,p,49,p
16251,2021Q4,S08000022,"",S08000024,Urological,"",1,p,0,p
16252,2021Q4,S08000022,"",S08000030,Head & Neck,"",1,p,1,p
16253,2021Q4,S08000022,"",S08000031,Breast,"",1,p,1,p
16254,2021Q4,S08000022,"",S08000031,Colorectal,"",2,p,2,p
16255,2021Q4,S08000022,"",S08000031,Melanoma,"",1,p,1,p
16256,2021Q4,S08000022,"",S08000031,Upper GI,"",1,p,1,p
16257,2021Q4,S08000022,"",S08000031,Urological,"",1,p,0,p
16258,2021Q4,S08000022,"",SB0801,Lung,"",3,p,3,p
16259,2021Q4,S08000024,"",S08000015,Breast,"",1,p,1,p
16260,2021Q4,S08000024,"",S08000016,Breast,"",1,p,1,p
16261,2021Q4,S08000024,"",S08000019,Breast,"",4,p,4,p
16262,2021Q4,S08000024,"",S08000024,Breast,"",247,p,247,p
16263,2021Q4,S08000024,"",S08000024,Cervical,"",6,p,4,p
16264,2021Q4,S08000024,"",S08000024,Colorectal,"",116,p,85,p
16265,2021Q4,S08000024,"",S08000024,Head & Neck,"",24,p,21,p
16266,2021Q4,S08000024,"",S08000024,Lung,"",72,p,68,p
16267,2021Q4,S08000024,"",S08000024,Lymphoma,"",10,p,9,p
16268,2021Q4,S08000024,"",S08000024,Melanoma,"",28,p,23,p
16269,2021Q4,S08000024,"",S08000024,Ovarian,"",8,p,8,p
16270,2021Q4,S08000024,"",S08000024,Upper GI,"",64,p,58,p
16271,2021Q4,S08000024,"",S08000024,Urological,"",145,p,84,p
16272,2021Q4,S08000024,"",S08000029,Breast,"",2,p,2,p
16273,2021Q4,S08000024,"",S08000032,Upper GI,"",2,p,2,p
16274,2021Q4,S08000025,"",S08000020,Upper GI,"",1,p,1,p
16275,2021Q4,S08000025,"",S08000020,Urological,"",2,p,0,p
16276,2021Q4,S08000025,"",S08000025,Colorectal,"",1,p,0,p
16277,2021Q4,S08000025,"",S08000025,Melanoma,"",1,p,1,p
16278,2021Q4,S08000025,"",S08000025,Upper GI,"",2,p,2,p
16279,2021Q4,S08000025,"",S08000025,Urological,"",4,p,2,p
16280,2021Q4,S08000026,"",S08000020,Head & Neck,"",1,p,1,p
16281,2021Q4,S08000026,"",S08000020,Upper GI,"",1,p,1,p
16282,2021Q4,S08000026,"",S08000026,Breast,"",4,p,4,p
16283,2021Q4,S08000026,"",S08000026,Colorectal,"",1,p,1,p
16284,2021Q4,S08000026,"",S08000026,Lung,"",2,p,2,p
16285,2021Q4,S08000026,"",S08000026,Upper GI,"",2,p,2,p
16286,2021Q4,S08000026,"",S08000026,Urological,"",5,p,4,p
16287,2021Q4,S08000028,"",S08000022,Colorectal,"",5,p,5,p
16288,2021Q4,S08000028,"",S08000022,Lung,"",5,p,5,p
16289,2021Q4,S08000028,"",S08000022,Upper GI,"",2,p,2,p
16290,2021Q4,S08000028,"",S08000022,Urological,"",2,p,2,p
16291,2021Q4,S08000028,"",S08000028,Colorectal,"",5,p,4,p
16292,2021Q4,S08000028,"",S08000028,Lung,"",4,p,4,p
16293,2021Q4,S08000028,"",S08000028,Upper GI,"",2,p,2,p
16294,2021Q4,S08000028,"",S08000028,Urological,"",3,p,1,p
16295,2021Q4,S08000028,"",S08000031,Ovarian,"",1,p,1,p
16296,2021Q4,S08000028,"",S08000031,Upper GI,"",1,p,1,p
16297,2021Q4,S08000028,"",S08000031,Urological,"",1,p,0,p
16298,2021Q4,S08000029,"",S08000024,Breast,"",3,p,3,p
16299,2021Q4,S08000029,"",S08000024,Cervical,"",1,p,0,p
16300,2021Q4,S08000029,"",S08000024,Colorectal,"",1,p,1,p
16301,2021Q4,S08000029,"",S08000024,Head & Neck,"",4,p,3,p
16302,2021Q4,S08000029,"",S08000024,Lung,"",14,p,10,p
16303,2021Q4,S08000029,"",S08000024,Upper GI,"",6,p,2,p
16304,2021Q4,S08000029,"",S08000024,Urological,"",7,p,0,p
16305,2021Q4,S08000029,"",S08000029,Breast,"",40,p,37,p
16306,2021Q4,S08000029,"",S08000029,Colorectal,"",44,p,44,p
16307,2021Q4,S08000029,"",S08000029,Lung,"",20,p,19,p
16308,2021Q4,S08000029,"",S08000029,Lymphoma,"",6,p,5,p
16309,2021Q4,S08000029,"",S08000029,Melanoma,"",5,p,5,p
16310,2021Q4,S08000029,"",S08000029,Ovarian,"",4,p,4,p
16311,2021Q4,S08000029,"",S08000029,Upper GI,"",21,p,20,p
16312,2021Q4,S08000029,"",S08000029,Urological,"",38,p,24,p
16313,2021Q4,S08000029,"",S08000030,Head & Neck,"",6,p,4,p
16314,2021Q4,S08000030,"",S08000020,Lung,"",2,p,2,p
16315,2021Q4,S08000030,"",S08000024,Lung,"",2,p,2,p
16316,2021Q4,S08000030,"",S08000024,Urological,"",1,p,1,p
16317,2021Q4,S08000030,"",S08000030,Breast,"",71,p,67,p
16318,2021Q4,S08000030,"",S08000030,Cervical,"",4,p,4,p
16319,2021Q4,S08000030,"",S08000030,Colorectal,"",38,p,33,p
16320,2021Q4,S08000030,"",S08000030,Head & Neck,"",5,p,4,p
16321,2021Q4,S08000030,"",S08000030,Lung,"",36,p,33,p
16322,2021Q4,S08000030,"",S08000030,Melanoma,"",10,p,10,p
16323,2021Q4,S08000030,"",S08000030,Ovarian,"",2,p,1,p
16324,2021Q4,S08000030,"",S08000030,Upper GI,"",22,p,21,p
16325,2021Q4,S08000030,"",S08000030,Urological,"",42,p,31,p
16326,2021Q4,S08000031,"",S08000015,Lung,"",1,p,1,p
16327,2021Q4,S08000031,"",S08000015,Upper GI,"",1,p,1,p
16328,2021Q4,S08000031,"",S08000031,Breast,"",258,p,234,p
16329,2021Q4,S08000031,"",S08000031,Cervical,"",3,p,3,p
16330,2021Q4,S08000031,"",S08000031,Colorectal,"",154,p,81,p
16331,2021Q4,S08000031,"",S08000031,Head & Neck,"",48,p,34,p
16332,2021Q4,S08000031,"",S08000031,Lung,"",137,p,104,p
16333,2021Q4,S08000031,"",S08000031,Lymphoma,"",28,p,24,p
16334,2021Q4,S08000031,"",S08000031,Melanoma,"",65,p,62,p
16335,2021Q4,S08000031,"",S08000031,Ovarian,"",22,p,18,p
16336,2021Q4,S08000031,"",S08000031,Upper GI,"",109,p,77,p
16337,2021Q4,S08000031,"",S08000031,Urological,"",226,p,127,p
16338,2021Q4,S08000031,"",S08000032,Breast,"",29,p,22,p
16339,2021Q4,S08000031,"",SB0801,Colorectal,"",1,p,1,p
16340,2021Q4,S08000031,"",SB0801,Lung,"",26,p,13,p
16341,2021Q4,S08000032,"",S08000024,Upper GI,"",2,p,2,p
16342,2021Q4,S08000032,"",S08000031,Cervical,"",2,p,2,p
16343,2021Q4,S08000032,"",S08000031,Colorectal,"",4,p,1,p
16344,2021Q4,S08000032,"",S08000031,Head & Neck,"",9,p,8,p
16345,2021Q4,S08000032,"",S08000031,Lung,"",9,p,8,p
16346,2021Q4,S08000032,"",S08000031,Lymphoma,"",1,p,0,p
16347,2021Q4,S08000032,"",S08000031,Ovarian,"",6,p,6,p
16348,2021Q4,S08000032,"",S08000031,Upper GI,"",7,p,7,p
16349,2021Q4,S08000032,"",S08000031,Urological,"",4,p,1,p
16350,2021Q4,S08000032,"",S08000032,Breast,"",58,p,54,p
16351,2021Q4,S08000032,"",S08000032,Cervical,"",1,p,1,p
16352,2021Q4,S08000032,"",S08000032,Colorectal,"",96,p,66,p
16353,2021Q4,S08000032,"",S08000032,Head & Neck,"",6,p,6,p
16354,2021Q4,S08000032,"",S08000032,Lung,"",41,p,41,p
16355,2021Q4,S08000032,"",S08000032,Lymphoma,"",9,p,9,p
16356,2021Q4,S08000032,"",S08000032,Melanoma,"",32,p,32,p
16357,2021Q4,S08000032,"",S08000032,Ovarian,"",2,p,2,p
16358,2021Q4,S08000032,"",S08000032,Upper GI,"",19,p,15,p
16359,2021Q4,S08000032,"",S08000032,Urological,"",48,p,29,p
16360,2021Q4,S08000032,"",SB0801,Lung,"",3,p,3,p
16361,2021Q4,S92000003,d,S08000015,Breast,"",100,p,56,p
16362,2021Q4,S92000003,d,S08000015,Colorectal,"",38,p,34,p
16363,2021Q4,S92000003,d,S08000015,Head & Neck,"",4,p,2,p
16364,2021Q4,S92000003,d,S08000015,Lung,"",31,p,31,p
16365,2021Q4,S92000003,d,S08000015,Lymphoma,"",4,p,3,p
16366,2021Q4,S92000003,d,S08000015,Melanoma,"",10,p,9,p
16367,2021Q4,S92000003,d,S08000015,Ovarian,"",3,p,3,p
16368,2021Q4,S92000003,d,S08000015,Upper GI,"",14,p,11,p
16369,2021Q4,S92000003,d,S08000015,Urological,"",42,p,42,p
16370,2021Q4,S92000003,d,S08000016,Breast,"",17,p,17,p
16371,2021Q4,S92000003,d,S08000016,Cervical,"",1,p,1,p
16372,2021Q4,S92000003,d,S08000016,Colorectal,"",21,p,19,p
16373,2021Q4,S92000003,d,S08000016,Lung,"",6,p,6,p
16374,2021Q4,S92000003,d,S08000016,Lymphoma,"",1,p,1,p
16375,2021Q4,S92000003,d,S08000016,Melanoma,"",4,p,4,p
16376,2021Q4,S92000003,d,S08000016,Ovarian,"",1,p,1,p
16377,2021Q4,S92000003,d,S08000016,Upper GI,"",9,p,9,p
16378,2021Q4,S92000003,d,S08000016,Urological,"",11,p,10,p
16379,2021Q4,S92000003,d,S08000017,Breast,"",20,p,19,p
16380,2021Q4,S92000003,d,S08000017,Colorectal,"",17,p,12,p
16381,2021Q4,S92000003,d,S08000017,Lung,"",14,p,14,p
16382,2021Q4,S92000003,d,S08000017,Lymphoma,"",1,p,1,p
16383,2021Q4,S92000003,d,S08000017,Melanoma,"",6,p,6,p
16384,2021Q4,S92000003,d,S08000017,Ovarian,"",2,p,2,p
16385,2021Q4,S92000003,d,S08000017,Upper GI,"",14,p,14,p
16386,2021Q4,S92000003,d,S08000017,Urological,"",23,p,13,p
16387,2021Q4,S92000003,d,S08000019,Breast,"",50,p,50,p
16388,2021Q4,S92000003,d,S08000019,Cervical,"",1,p,1,p
16389,2021Q4,S92000003,d,S08000019,Colorectal,"",33,p,22,p
16390,2021Q4,S92000003,d,S08000019,Head & Neck,"",2,p,1,p
16391,2021Q4,S92000003,d,S08000019,Lung,"",39,p,36,p
16392,2021Q4,S92000003,d,S08000019,Lymphoma,"",7,p,6,p
16393,2021Q4,S92000003,d,S08000019,Melanoma,"",26,p,19,p
16394,2021Q4,S92000003,d,S08000019,Ovarian,"",3,p,2,p
16395,2021Q4,S92000003,d,S08000019,Upper GI,"",18,p,18,p
16396,2021Q4,S92000003,d,S08000019,Urological,"",66,p,51,p
16397,2021Q4,S92000003,d,S08000020,Breast,"",123,p,101,p
16398,2021Q4,S92000003,d,S08000020,Cervical,"",4,p,3,p
16399,2021Q4,S92000003,d,S08000020,Colorectal,"",75,p,41,p
16400,2021Q4,S92000003,d,S08000020,Head & Neck,"",9,p,9,p
16401,2021Q4,S92000003,d,S08000020,Lung,"",45,p,35,p
16402,2021Q4,S92000003,d,S08000020,Lymphoma,"",11,p,6,p
16403,2021Q4,S92000003,d,S08000020,Melanoma,"",18,p,14,p
16404,2021Q4,S92000003,d,S08000020,Ovarian,"",8,p,8,p
16405,2021Q4,S92000003,d,S08000020,Upper GI,"",50,p,50,p
16406,2021Q4,S92000003,d,S08000020,Urological,"",66,p,30,p
16407,2021Q4,S92000003,d,S08000022,Breast,"",58,p,54,p
16408,2021Q4,S92000003,d,S08000022,Colorectal,"",54,p,44,p
16409,2021Q4,S92000003,d,S08000022,Head & Neck,"",9,p,8,p
16410,2021Q4,S92000003,d,S08000022,Lung,"",35,p,32,p
16411,2021Q4,S92000003,d,S08000022,Lymphoma,"",5,p,5,p
16412,2021Q4,S92000003,d,S08000022,Melanoma,"",14,p,11,p
16413,2021Q4,S92000003,d,S08000022,Ovarian,"",6,p,5,p
16414,2021Q4,S92000003,d,S08000022,Upper GI,"",29,p,25,p
16415,2021Q4,S92000003,d,S08000022,Urological,"",61,p,51,p
16416,2021Q4,S92000003,d,S08000024,Breast,"",252,p,251,p
16417,2021Q4,S92000003,d,S08000024,Cervical,"",7,p,4,p
16418,2021Q4,S92000003,d,S08000024,Colorectal,"",120,p,89,p
16419,2021Q4,S92000003,d,S08000024,Head & Neck,"",33,p,29,p
16420,2021Q4,S92000003,d,S08000024,Lung,"",93,p,85,p
16421,2021Q4,S92000003,d,S08000024,Lymphoma,"",10,p,9,p
16422,2021Q4,S92000003,d,S08000024,Melanoma,"",29,p,24,p
16423,2021Q4,S92000003,d,S08000024,Ovarian,"",10,p,10,p
16424,2021Q4,S92000003,d,S08000024,Upper GI,"",82,p,71,p
16425,2021Q4,S92000003,d,S08000024,Urological,"",158,p,86,p
16426,2021Q4,S92000003,d,S08000025,Colorectal,"",1,p,0,p
16427,2021Q4,S92000003,d,S08000025,Lymphoma,"",1,p,1,p
16428,2021Q4,S92000003,d,S08000025,Melanoma,"",1,p,1,p
16429,2021Q4,S92000003,d,S08000025,Upper GI,"",2,p,2,p
16430,2021Q4,S92000003,d,S08000025,Urological,"",4,p,2,p
16431,2021Q4,S92000003,d,S08000026,Breast,"",4,p,4,p
16432,2021Q4,S92000003,d,S08000026,Colorectal,"",1,p,1,p
16433,2021Q4,S92000003,d,S08000026,Lung,"",2,p,2,p
16434,2021Q4,S92000003,d,S08000026,Upper GI,"",2,p,2,p
16435,2021Q4,S92000003,d,S08000026,Urological,"",5,p,4,p
16436,2021Q4,S92000003,d,S08000028,Colorectal,"",5,p,4,p
16437,2021Q4,S92000003,d,S08000028,Lung,"",4,p,4,p
16438,2021Q4,S92000003,d,S08000028,Upper GI,"",2,p,2,p
16439,2021Q4,S92000003,d,S08000028,Urological,"",3,p,1,p
16440,2021Q4,S92000003,d,S08000029,Breast,"",42,p,39,p
16441,2021Q4,S92000003,d,S08000029,Colorectal,"",44,p,44,p
16442,2021Q4,S92000003,d,S08000029,Lung,"",20,p,19,p
16443,2021Q4,S92000003,d,S08000029,Lymphoma,"",6,p,5,p
16444,2021Q4,S92000003,d,S08000029,Melanoma,"",5,p,5,p
16445,2021Q4,S92000003,d,S08000029,Ovarian,"",4,p,4,p
16446,2021Q4,S92000003,d,S08000029,Upper GI,"",21,p,20,p
16447,2021Q4,S92000003,d,S08000029,Urological,"",38,p,24,p
16448,2021Q4,S92000003,d,S08000030,Breast,"",71,p,67,p
16449,2021Q4,S92000003,d,S08000030,Cervical,"",4,p,4,p
16450,2021Q4,S92000003,d,S08000030,Colorectal,"",38,p,33,p
16451,2021Q4,S92000003,d,S08000030,Head & Neck,"",12,p,9,p
16452,2021Q4,S92000003,d,S08000030,Lung,"",36,p,33,p
16453,2021Q4,S92000003,d,S08000030,Melanoma,"",10,p,10,p
16454,2021Q4,S92000003,d,S08000030,Ovarian,"",2,p,1,p
16455,2021Q4,S92000003,d,S08000030,Upper GI,"",22,p,21,p
16456,2021Q4,S92000003,d,S08000030,Urological,"",42,p,31,p
16457,2021Q4,S92000003,d,S08000031,Breast,"",259,p,235,p
16458,2021Q4,S92000003,d,S08000031,Cervical,"",6,p,6,p
16459,2021Q4,S92000003,d,S08000031,Colorectal,"",169,p,85,p
16460,2021Q4,S92000003,d,S08000031,Head & Neck,"",66,p,47,p
16461,2021Q4,S92000003,d,S08000031,Lung,"",165,p,126,p
16462,2021Q4,S92000003,d,S08000031,Lymphoma,"",29,p,24,p
16463,2021Q4,S92000003,d,S08000031,Melanoma,"",68,p,64,p
16464,2021Q4,S92000003,d,S08000031,Ovarian,"",35,p,30,p
16465,2021Q4,S92000003,d,S08000031,Upper GI,"",125,p,88,p
16466,2021Q4,S92000003,d,S08000031,Urological,"",245,p,132,p
16467,2021Q4,S92000003,d,S08000032,Breast,"",87,p,76,p
16468,2021Q4,S92000003,d,S08000032,Cervical,"",1,p,1,p
16469,2021Q4,S92000003,d,S08000032,Colorectal,"",96,p,66,p
16470,2021Q4,S92000003,d,S08000032,Head & Neck,"",9,p,9,p
16471,2021Q4,S92000003,d,S08000032,Lung,"",41,p,41,p
16472,2021Q4,S92000003,d,S08000032,Lymphoma,"",9,p,9,p
16473,2021Q4,S92000003,d,S08000032,Melanoma,"",32,p,32,p
16474,2021Q4,S92000003,d,S08000032,Ovarian,"",2,p,2,p
16475,2021Q4,S92000003,d,S08000032,Upper GI,"",21,p,17,p
16476,2021Q4,S92000003,d,S08000032,Urological,"",48,p,29,p
16477,2021Q4,S92000003,d,SB0801,Colorectal,"",3,p,2,p
16478,2021Q4,S92000003,d,SB0801,Lung,"",40,p,23,p
16479,2021Q4,S08000015,"",S08000015,All Cancer Types,d,243,p,188,p
16480,2021Q4,S08000015,"",S08000017,All Cancer Types,d,3,p,2,p
16481,2021Q4,S08000015,"",S08000031,All Cancer Types,d,28,p,16,p
16482,2021Q4,S08000016,"",S08000016,All Cancer Types,d,70,p,67,p
16483,2021Q4,S08000016,"",S08000024,All Cancer Types,d,17,p,14,p
16484,2021Q4,S08000017,"",S08000017,All Cancer Types,d,94,p,79,p
16485,2021Q4,S08000017,"",S08000024,All Cancer Types,d,13,p,11,p
16486,2021Q4,S08000017,"",S08000031,All Cancer Types,d,2,p,1,p
16487,2021Q4,S08000017,"",SB0801,All Cancer Types,d,4,p,4,p
16488,2021Q4,S08000019,"",S08000019,All Cancer Types,d,241,p,202,p
16489,2021Q4,S08000019,"",S08000024,All Cancer Types,d,2,p,2,p
16490,2021Q4,S08000019,"",S08000031,All Cancer Types,d,35,p,16,p
16491,2021Q4,S08000019,"",S08000032,All Cancer Types,d,3,p,3,p
16492,2021Q4,S08000019,"",SB0801,All Cancer Types,d,4,p,0,p
16493,2021Q4,S08000020,"",S08000020,All Cancer Types,d,393,p,290,p
16494,2021Q4,S08000020,"",S08000025,All Cancer Types,d,1,p,1,p
16495,2021Q4,S08000020,"",S08000031,All Cancer Types,d,1,p,0,p
16496,2021Q4,S08000020,"",SB0801,All Cancer Types,d,2,p,1,p
16497,2021Q4,S08000022,"",S08000020,All Cancer Types,d,9,p,2,p
16498,2021Q4,S08000022,"",S08000022,All Cancer Types,d,257,p,221,p
16499,2021Q4,S08000022,"",S08000024,All Cancer Types,d,1,p,0,p
16500,2021Q4,S08000022,"",S08000030,All Cancer Types,d,1,p,1,p
16501,2021Q4,S08000022,"",S08000031,All Cancer Types,d,6,p,5,p
16502,2021Q4,S08000022,"",SB0801,All Cancer Types,d,3,p,3,p
16503,2021Q4,S08000024,"",S08000015,All Cancer Types,d,1,p,1,p
16504,2021Q4,S08000024,"",S08000016,All Cancer Types,d,1,p,1,p
16505,2021Q4,S08000024,"",S08000019,All Cancer Types,d,4,p,4,p
16506,2021Q4,S08000024,"",S08000024,All Cancer Types,d,720,p,607,p
16507,2021Q4,S08000024,"",S08000029,All Cancer Types,d,2,p,2,p
16508,2021Q4,S08000024,"",S08000032,All Cancer Types,d,2,p,2,p
16509,2021Q4,S08000025,"",S08000020,All Cancer Types,d,3,p,1,p
16510,2021Q4,S08000025,"",S08000025,All Cancer Types,d,8,p,5,p
16511,2021Q4,S08000026,"",S08000020,All Cancer Types,d,2,p,2,p
16512,2021Q4,S08000026,"",S08000026,All Cancer Types,d,14,p,13,p
16513,2021Q4,S08000028,"",S08000022,All Cancer Types,d,14,p,14,p
16514,2021Q4,S08000028,"",S08000028,All Cancer Types,d,14,p,11,p
16515,2021Q4,S08000028,"",S08000031,All Cancer Types,d,3,p,2,p
16516,2021Q4,S08000029,"",S08000024,All Cancer Types,d,36,p,19,p
16517,2021Q4,S08000029,"",S08000029,All Cancer Types,d,178,p,158,p
16518,2021Q4,S08000029,"",S08000030,All Cancer Types,d,6,p,4,p
16519,2021Q4,S08000030,"",S08000020,All Cancer Types,d,2,p,2,p
16520,2021Q4,S08000030,"",S08000024,All Cancer Types,d,3,p,3,p
16521,2021Q4,S08000030,"",S08000030,All Cancer Types,d,230,p,204,p
16522,2021Q4,S08000031,"",S08000015,All Cancer Types,d,2,p,2,p
16523,2021Q4,S08000031,"",S08000031,All Cancer Types,d,1050,p,764,p
16524,2021Q4,S08000031,"",S08000032,All Cancer Types,d,29,p,22,p
16525,2021Q4,S08000031,"",SB0801,All Cancer Types,d,27,p,14,p
16526,2021Q4,S08000032,"",S08000024,All Cancer Types,d,2,p,2,p
16527,2021Q4,S08000032,"",S08000031,All Cancer Types,d,42,p,33,p
16528,2021Q4,S08000032,"",S08000032,All Cancer Types,d,312,p,255,p
16529,2021Q4,S08000032,"",SB0801,All Cancer Types,d,3,p,3,p
16530,2021Q4,S92000003,d,S08000015,All Cancer Types,d,246,p,191,p
16531,2021Q4,S92000003,d,S08000016,All Cancer Types,d,71,p,68,p
16532,2021Q4,S92000003,d,S08000017,All Cancer Types,d,97,p,81,p
16533,2021Q4,S92000003,d,S08000019,All Cancer Types,d,245,p,206,p
16534,2021Q4,S92000003,d,S08000020,All Cancer Types,d,409,p,297,p
16535,2021Q4,S92000003,d,S08000022,All Cancer Types,d,271,p,235,p
16536,2021Q4,S92000003,d,S08000024,All Cancer Types,d,794,p,658,p
16537,2021Q4,S92000003,d,S08000025,All Cancer Types,d,9,p,6,p
16538,2021Q4,S92000003,d,S08000026,All Cancer Types,d,14,p,13,p
16539,2021Q4,S92000003,d,S08000028,All Cancer Types,d,14,p,11,p
16540,2021Q4,S92000003,d,S08000029,All Cancer Types,d,180,p,160,p
16541,2021Q4,S92000003,d,S08000030,All Cancer Types,d,237,p,209,p
16542,2021Q4,S92000003,d,S08000031,All Cancer Types,d,1167,p,837,p
16543,2021Q4,S92000003,d,S08000032,All Cancer Types,d,346,p,282,p
16544,2021Q4,S92000003,d,SB0801,All Cancer Types,d,43,p,25,p
16545,2021Q1,S08000015,"",S08000015,Breast,"",90,r,53,r
16546,2021Q1,S08000015,"",S08000015,Cervical,"",5,r,5,r
16547,2021Q1,S08000015,"",S08000015,Colorectal,"",28,r,23,r
16548,2021Q1,S08000015,"",S08000015,Head & Neck,"",4,r,4,r
16549,2021Q1,S08000015,"",S08000015,Lung,"",32,r,32,r
16550,2021Q1,S08000015,"",S08000015,Lymphoma,"",3,r,2,r
