_id,MonthOfDelay,HBT,HBTQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
13343,202106,S08000020,"",18-74,"",Patient and Family Related Reasons,"",4,0
13344,202106,S08000020,"",18-74,"",Code 9 AWI,"",36,1
13345,202106,S08000020,"",18-74,"",Code 9 Non-AWI,"",57,2
13346,202106,S08000020,"",75plus,"",All Delay Reasons,d,1107,37
13347,202106,S08000020,"",75plus,"",Health and Social Care Reasons,"",770,26
13348,202106,S08000020,"",75plus,"",Patient and Family Related Reasons,"",40,1
13349,202106,S08000020,"",75plus,"",Code 9 AWI,"",204,7
13350,202106,S08000020,"",75plus,"",Code 9 Non-AWI,"",93,3
13351,202106,S08000022,"",18plus,d,All Delay Reasons,d,2715,91
13352,202106,S08000022,"",18plus,d,Health and Social Care Reasons,"",1996,67
13353,202106,S08000022,"",18plus,d,Patient and Family Related Reasons,"",95,3
13354,202106,S08000022,"",18plus,d,Code 9 AWI,"",497,17
13355,202106,S08000022,"",18plus,d,Code 9 Non-AWI,"",127,4
13356,202106,S08000022,"",18-74,"",All Delay Reasons,d,760,25
13357,202106,S08000022,"",18-74,"",Health and Social Care Reasons,"",590,20
13358,202106,S08000022,"",18-74,"",Patient and Family Related Reasons,"",11,0
13359,202106,S08000022,"",18-74,"",Code 9 AWI,"",60,2
13360,202106,S08000022,"",18-74,"",Code 9 Non-AWI,"",99,3
13361,202106,S08000022,"",75plus,"",All Delay Reasons,d,1955,65
13362,202106,S08000022,"",75plus,"",Health and Social Care Reasons,"",1406,47
13363,202106,S08000022,"",75plus,"",Patient and Family Related Reasons,"",84,3
13364,202106,S08000022,"",75plus,"",Code 9 AWI,"",437,15
13365,202106,S08000022,"",75plus,"",Code 9 Non-AWI,"",28,1
13366,202106,S08000024,"",18plus,d,All Delay Reasons,d,5825,194
13367,202106,S08000024,"",18plus,d,Health and Social Care Reasons,"",4371,146
13368,202106,S08000024,"",18plus,d,Patient and Family Related Reasons,"",159,5
13369,202106,S08000024,"",18plus,d,Code 9 AWI,"",1134,38
13370,202106,S08000024,"",18plus,d,Code 9 Non-AWI,"",161,5
13371,202106,S08000024,"",18-74,"",All Delay Reasons,d,2002,67
13372,202106,S08000024,"",18-74,"",Health and Social Care Reasons,"",1359,45
13373,202106,S08000024,"",18-74,"",Patient and Family Related Reasons,"",50,2
13374,202106,S08000024,"",18-74,"",Code 9 AWI,"",492,16
13375,202106,S08000024,"",18-74,"",Code 9 Non-AWI,"",101,3
13376,202106,S08000024,"",75plus,"",All Delay Reasons,d,3823,127
13377,202106,S08000024,"",75plus,"",Health and Social Care Reasons,"",3012,100
13378,202106,S08000024,"",75plus,"",Patient and Family Related Reasons,"",109,4
13379,202106,S08000024,"",75plus,"",Code 9 AWI,"",642,21
13380,202106,S08000024,"",75plus,"",Code 9 Non-AWI,"",60,2
13381,202106,S08000025,"",18plus,d,All Delay Reasons,d,24,1
13382,202106,S08000025,"",18plus,d,Health and Social Care Reasons,"",19,1
13383,202106,S08000025,"",18plus,d,Patient and Family Related Reasons,"",1,0
13384,202106,S08000025,"",18plus,d,Code 9 AWI,"",4,0
13385,202106,S08000025,"",18plus,d,Code 9 Non-AWI,"",0,0
13386,202106,S08000025,"",18-74,"",All Delay Reasons,d,5,0
13387,202106,S08000025,"",18-74,"",Health and Social Care Reasons,"",0,0
13388,202106,S08000025,"",18-74,"",Patient and Family Related Reasons,"",1,0
13389,202106,S08000025,"",18-74,"",Code 9 AWI,"",4,0
13390,202106,S08000025,"",18-74,"",Code 9 Non-AWI,"",0,0
13391,202106,S08000025,"",75plus,"",All Delay Reasons,d,19,1
13392,202106,S08000025,"",75plus,"",Health and Social Care Reasons,"",19,1
13393,202106,S08000025,"",75plus,"",Patient and Family Related Reasons,"",0,0
13394,202106,S08000025,"",75plus,"",Code 9 AWI,"",0,0
13395,202106,S08000025,"",75plus,"",Code 9 Non-AWI,"",0,0
13396,202106,S08000026,"",18plus,d,All Delay Reasons,d,15,1
13397,202106,S08000026,"",18plus,d,Health and Social Care Reasons,"",15,1
13398,202106,S08000026,"",18plus,d,Patient and Family Related Reasons,"",0,0
13399,202106,S08000026,"",18plus,d,Code 9 AWI,"",0,0
13400,202106,S08000026,"",18plus,d,Code 9 Non-AWI,"",0,0
13401,202106,S08000026,"",18-74,"",All Delay Reasons,d,1,0
13402,202106,S08000026,"",18-74,"",Health and Social Care Reasons,"",1,0
13403,202106,S08000026,"",18-74,"",Patient and Family Related Reasons,"",0,0
13404,202106,S08000026,"",18-74,"",Code 9 AWI,"",0,0
13405,202106,S08000026,"",18-74,"",Code 9 Non-AWI,"",0,0
13406,202106,S08000026,"",75plus,"",All Delay Reasons,d,14,0
13407,202106,S08000026,"",75plus,"",Health and Social Care Reasons,"",14,0
13408,202106,S08000026,"",75plus,"",Patient and Family Related Reasons,"",0,0
13409,202106,S08000026,"",75plus,"",Code 9 AWI,"",0,0
13410,202106,S08000026,"",75plus,"",Code 9 Non-AWI,"",0,0
13411,202106,S08000028,"",18plus,d,All Delay Reasons,d,514,17
13412,202106,S08000028,"",18plus,d,Health and Social Care Reasons,"",330,11
13413,202106,S08000028,"",18plus,d,Patient and Family Related Reasons,"",0,0
13414,202106,S08000028,"",18plus,d,Code 9 AWI,"",0,0
13415,202106,S08000028,"",18plus,d,Code 9 Non-AWI,"",184,6
13416,202106,S08000028,"",18-74,"",All Delay Reasons,d,129,4
13417,202106,S08000028,"",18-74,"",Health and Social Care Reasons,"",81,3
13418,202106,S08000028,"",18-74,"",Patient and Family Related Reasons,"",0,0
13419,202106,S08000028,"",18-74,"",Code 9 AWI,"",0,0
13420,202106,S08000028,"",18-74,"",Code 9 Non-AWI,"",48,2
13421,202106,S08000028,"",75plus,"",All Delay Reasons,d,385,13
13422,202106,S08000028,"",75plus,"",Health and Social Care Reasons,"",249,8
13423,202106,S08000028,"",75plus,"",Patient and Family Related Reasons,"",0,0
13424,202106,S08000028,"",75plus,"",Code 9 AWI,"",0,0
13425,202106,S08000028,"",75plus,"",Code 9 Non-AWI,"",136,5
13426,202106,S08000029,"",18plus,d,All Delay Reasons,d,4005,134
13427,202106,S08000029,"",18plus,d,Health and Social Care Reasons,"",2603,87
13428,202106,S08000029,"",18plus,d,Patient and Family Related Reasons,"",0,0
13429,202106,S08000029,"",18plus,d,Code 9 AWI,"",1066,36
13430,202106,S08000029,"",18plus,d,Code 9 Non-AWI,"",336,11
13431,202106,S08000029,"",18-74,"",All Delay Reasons,d,1555,52
13432,202106,S08000029,"",18-74,"",Health and Social Care Reasons,"",802,27
13433,202106,S08000029,"",18-74,"",Patient and Family Related Reasons,"",0,0
13434,202106,S08000029,"",18-74,"",Code 9 AWI,"",446,15
13435,202106,S08000029,"",18-74,"",Code 9 Non-AWI,"",307,10
13436,202106,S08000029,"",75plus,"",All Delay Reasons,d,2450,82
13437,202106,S08000029,"",75plus,"",Health and Social Care Reasons,"",1801,60
13438,202106,S08000029,"",75plus,"",Patient and Family Related Reasons,"",0,0
13439,202106,S08000029,"",75plus,"",Code 9 AWI,"",620,21
13440,202106,S08000029,"",75plus,"",Code 9 Non-AWI,"",29,1
13441,202106,S08000030,"",18plus,d,All Delay Reasons,d,2470,82
13442,202106,S08000030,"",18plus,d,Health and Social Care Reasons,"",1494,50
13443,202106,S08000030,"",18plus,d,Patient and Family Related Reasons,"",37,1
13444,202106,S08000030,"",18plus,d,Code 9 AWI,"",400,13
13445,202106,S08000030,"",18plus,d,Code 9 Non-AWI,"",539,18
13446,202106,S08000030,"",18-74,"",All Delay Reasons,d,973,32
13447,202106,S08000030,"",18-74,"",Health and Social Care Reasons,"",415,14
13448,202106,S08000030,"",18-74,"",Patient and Family Related Reasons,"",9,0
13449,202106,S08000030,"",18-74,"",Code 9 AWI,"",111,4
13450,202106,S08000030,"",18-74,"",Code 9 Non-AWI,"",438,15
13451,202106,S08000030,"",75plus,"",All Delay Reasons,d,1497,50
13452,202106,S08000030,"",75plus,"",Health and Social Care Reasons,"",1079,36
13453,202106,S08000030,"",75plus,"",Patient and Family Related Reasons,"",28,1
13454,202106,S08000030,"",75plus,"",Code 9 AWI,"",289,10
13455,202106,S08000030,"",75plus,"",Code 9 Non-AWI,"",101,3
13456,202106,S08000031,"",18plus,d,All Delay Reasons,d,8638,288
13457,202106,S08000031,"",18plus,d,Health and Social Care Reasons,"",4232,141
13458,202106,S08000031,"",18plus,d,Patient and Family Related Reasons,"",470,16
13459,202106,S08000031,"",18plus,d,Code 9 AWI,"",3367,112
13460,202106,S08000031,"",18plus,d,Code 9 Non-AWI,"",569,19
13461,202106,S08000031,"",18-74,"",All Delay Reasons,d,3810,127
13462,202106,S08000031,"",18-74,"",Health and Social Care Reasons,"",1839,61
13463,202106,S08000031,"",18-74,"",Patient and Family Related Reasons,"",267,9
13464,202106,S08000031,"",18-74,"",Code 9 AWI,"",1210,40
13465,202106,S08000031,"",18-74,"",Code 9 Non-AWI,"",494,16
13466,202106,S08000031,"",75plus,"",All Delay Reasons,d,4828,161
13467,202106,S08000031,"",75plus,"",Health and Social Care Reasons,"",2393,80
13468,202106,S08000031,"",75plus,"",Patient and Family Related Reasons,"",203,7
13469,202106,S08000031,"",75plus,"",Code 9 AWI,"",2157,72
13470,202106,S08000031,"",75plus,"",Code 9 Non-AWI,"",75,3
13471,202106,S08000032,"",18plus,d,All Delay Reasons,d,3634,121
13472,202106,S08000032,"",18plus,d,Health and Social Care Reasons,"",3088,103
13473,202106,S08000032,"",18plus,d,Patient and Family Related Reasons,"",35,1
13474,202106,S08000032,"",18plus,d,Code 9 AWI,"",499,17
13475,202106,S08000032,"",18plus,d,Code 9 Non-AWI,"",12,0
13476,202106,S08000032,"",18-74,"",All Delay Reasons,d,1061,35
13477,202106,S08000032,"",18-74,"",Health and Social Care Reasons,"",938,31
13478,202106,S08000032,"",18-74,"",Patient and Family Related Reasons,"",32,1
13479,202106,S08000032,"",18-74,"",Code 9 AWI,"",79,3
13480,202106,S08000032,"",18-74,"",Code 9 Non-AWI,"",12,0
13481,202106,S08000032,"",75plus,"",All Delay Reasons,d,2573,86
13482,202106,S08000032,"",75plus,"",Health and Social Care Reasons,"",2150,72
13483,202106,S08000032,"",75plus,"",Patient and Family Related Reasons,"",3,0
13484,202106,S08000032,"",75plus,"",Code 9 AWI,"",420,14
13485,202106,S08000032,"",75plus,"",Code 9 Non-AWI,"",0,0
13486,202106,S92000003,d,18plus,d,All Delay Reasons,d,37136,1238
13487,202106,S92000003,d,18plus,d,Health and Social Care Reasons,"",24533,818
13488,202106,S92000003,d,18plus,d,Patient and Family Related Reasons,"",1029,34
13489,202106,S92000003,d,18plus,d,Code 9 AWI,"",8897,297
13490,202106,S92000003,d,18plus,d,Code 9 Non-AWI,"",2677,89
13491,202106,S92000003,d,18-74,"",All Delay Reasons,d,13317,444
13492,202106,S92000003,d,18-74,"",Health and Social Care Reasons,"",7955,265
13493,202106,S92000003,d,18-74,"",Patient and Family Related Reasons,"",438,15
13494,202106,S92000003,d,18-74,"",Code 9 AWI,"",2946,98
13495,202106,S92000003,d,18-74,"",Code 9 Non-AWI,"",1978,66
13496,202106,S92000003,d,75plus,"",All Delay Reasons,d,23819,794
13497,202106,S92000003,d,75plus,"",Health and Social Care Reasons,"",16578,553
13498,202106,S92000003,d,75plus,"",Patient and Family Related Reasons,"",591,20
13499,202106,S92000003,d,75plus,"",Code 9 AWI,"",5951,198
13500,202106,S92000003,d,75plus,"",Code 9 Non-AWI,"",699,23
13501,202107,S08000015,"",18plus,d,All Delay Reasons,d,3613,117
13502,202107,S08000015,"",18plus,d,Health and Social Care Reasons,"",2214,71
13503,202107,S08000015,"",18plus,d,Patient and Family Related Reasons,"",12,0
13504,202107,S08000015,"",18plus,d,Code 9 AWI,"",792,26
13505,202107,S08000015,"",18plus,d,Code 9 Non-AWI,"",595,19
13506,202107,S08000015,"",18-74,"",All Delay Reasons,d,1131,36
13507,202107,S08000015,"",18-74,"",Health and Social Care Reasons,"",506,16
13508,202107,S08000015,"",18-74,"",Patient and Family Related Reasons,"",0,0
13509,202107,S08000015,"",18-74,"",Code 9 AWI,"",309,10
13510,202107,S08000015,"",18-74,"",Code 9 Non-AWI,"",316,10
13511,202107,S08000015,"",75plus,"",All Delay Reasons,d,2482,80
13512,202107,S08000015,"",75plus,"",Health and Social Care Reasons,"",1708,55
13513,202107,S08000015,"",75plus,"",Patient and Family Related Reasons,"",12,0
13514,202107,S08000015,"",75plus,"",Code 9 AWI,"",483,16
13515,202107,S08000015,"",75plus,"",Code 9 Non-AWI,"",279,9
13516,202107,S08000016,"",18plus,d,All Delay Reasons,d,1200,39
13517,202107,S08000016,"",18plus,d,Health and Social Care Reasons,"",1065,34
13518,202107,S08000016,"",18plus,d,Patient and Family Related Reasons,"",12,0
13519,202107,S08000016,"",18plus,d,Code 9 AWI,"",123,4
13520,202107,S08000016,"",18plus,d,Code 9 Non-AWI,"",0,0
13521,202107,S08000016,"",18-74,"",All Delay Reasons,d,234,8
13522,202107,S08000016,"",18-74,"",Health and Social Care Reasons,"",234,8
13523,202107,S08000016,"",18-74,"",Patient and Family Related Reasons,"",0,0
13524,202107,S08000016,"",18-74,"",Code 9 AWI,"",0,0
13525,202107,S08000016,"",18-74,"",Code 9 Non-AWI,"",0,0
13526,202107,S08000016,"",75plus,"",All Delay Reasons,d,966,31
13527,202107,S08000016,"",75plus,"",Health and Social Care Reasons,"",831,27
13528,202107,S08000016,"",75plus,"",Patient and Family Related Reasons,"",12,0
13529,202107,S08000016,"",75plus,"",Code 9 AWI,"",123,4
13530,202107,S08000016,"",75plus,"",Code 9 Non-AWI,"",0,0
13531,202107,S08000017,"",18plus,d,All Delay Reasons,d,1390,45
13532,202107,S08000017,"",18plus,d,Health and Social Care Reasons,"",1065,34
13533,202107,S08000017,"",18plus,d,Patient and Family Related Reasons,"",6,0
13534,202107,S08000017,"",18plus,d,Code 9 AWI,"",251,8
13535,202107,S08000017,"",18plus,d,Code 9 Non-AWI,"",68,2
13536,202107,S08000017,"",18-74,"",All Delay Reasons,d,477,15
13537,202107,S08000017,"",18-74,"",Health and Social Care Reasons,"",409,13
13538,202107,S08000017,"",18-74,"",Patient and Family Related Reasons,"",6,0
13539,202107,S08000017,"",18-74,"",Code 9 AWI,"",0,0
13540,202107,S08000017,"",18-74,"",Code 9 Non-AWI,"",62,2
13541,202107,S08000017,"",75plus,"",All Delay Reasons,d,913,29
13542,202107,S08000017,"",75plus,"",Health and Social Care Reasons,"",656,21
13543,202107,S08000017,"",75plus,"",Patient and Family Related Reasons,"",0,0
13544,202107,S08000017,"",75plus,"",Code 9 AWI,"",251,8
13545,202107,S08000017,"",75plus,"",Code 9 Non-AWI,"",6,0
13546,202107,S08000019,"",18plus,d,All Delay Reasons,d,2390,77
13547,202107,S08000019,"",18plus,d,Health and Social Care Reasons,"",1590,51
13548,202107,S08000019,"",18plus,d,Patient and Family Related Reasons,"",129,4
13549,202107,S08000019,"",18plus,d,Code 9 AWI,"",549,18
13550,202107,S08000019,"",18plus,d,Code 9 Non-AWI,"",122,4
13551,202107,S08000019,"",18-74,"",All Delay Reasons,d,661,21
13552,202107,S08000019,"",18-74,"",Health and Social Care Reasons,"",349,11
13553,202107,S08000019,"",18-74,"",Patient and Family Related Reasons,"",33,1
13554,202107,S08000019,"",18-74,"",Code 9 AWI,"",186,6
13555,202107,S08000019,"",18-74,"",Code 9 Non-AWI,"",93,3
13556,202107,S08000019,"",75plus,"",All Delay Reasons,d,1729,56
13557,202107,S08000019,"",75plus,"",Health and Social Care Reasons,"",1241,40
13558,202107,S08000019,"",75plus,"",Patient and Family Related Reasons,"",96,3
13559,202107,S08000019,"",75plus,"",Code 9 AWI,"",363,12
13560,202107,S08000019,"",75plus,"",Code 9 Non-AWI,"",29,1
13561,202107,S08000020,"",18plus,d,All Delay Reasons,d,1909,62
13562,202107,S08000020,"",18plus,d,Health and Social Care Reasons,"",1524,49
13563,202107,S08000020,"",18plus,d,Patient and Family Related Reasons,"",12,0
13564,202107,S08000020,"",18plus,d,Code 9 AWI,"",211,7
13565,202107,S08000020,"",18plus,d,Code 9 Non-AWI,"",162,5
13566,202107,S08000020,"",18-74,"",All Delay Reasons,d,544,18
13567,202107,S08000020,"",18-74,"",Health and Social Care Reasons,"",429,14
13568,202107,S08000020,"",18-74,"",Patient and Family Related Reasons,"",12,0
13569,202107,S08000020,"",18-74,"",Code 9 AWI,"",45,1
13570,202107,S08000020,"",18-74,"",Code 9 Non-AWI,"",58,2
13571,202107,S08000020,"",75plus,"",All Delay Reasons,d,1365,44
13572,202107,S08000020,"",75plus,"",Health and Social Care Reasons,"",1095,35
13573,202107,S08000020,"",75plus,"",Patient and Family Related Reasons,"",0,0
13574,202107,S08000020,"",75plus,"",Code 9 AWI,"",166,5
13575,202107,S08000020,"",75plus,"",Code 9 Non-AWI,"",104,3
13576,202107,S08000022,"",18plus,d,All Delay Reasons,d,2970,96
13577,202107,S08000022,"",18plus,d,Health and Social Care Reasons,"",1834,59
13578,202107,S08000022,"",18plus,d,Patient and Family Related Reasons,"",141,5
13579,202107,S08000022,"",18plus,d,Code 9 AWI,"",742,24
13580,202107,S08000022,"",18plus,d,Code 9 Non-AWI,"",253,8
13581,202107,S08000022,"",18-74,"",All Delay Reasons,d,689,22
13582,202107,S08000022,"",18-74,"",Health and Social Care Reasons,"",443,14
13583,202107,S08000022,"",18-74,"",Patient and Family Related Reasons,"",29,1
13584,202107,S08000022,"",18-74,"",Code 9 AWI,"",52,2
13585,202107,S08000022,"",18-74,"",Code 9 Non-AWI,"",165,5
13586,202107,S08000022,"",75plus,"",All Delay Reasons,d,2281,74
13587,202107,S08000022,"",75plus,"",Health and Social Care Reasons,"",1391,45
13588,202107,S08000022,"",75plus,"",Patient and Family Related Reasons,"",112,4
13589,202107,S08000022,"",75plus,"",Code 9 AWI,"",690,22
13590,202107,S08000022,"",75plus,"",Code 9 Non-AWI,"",88,3
13591,202107,S08000024,"",18plus,d,All Delay Reasons,d,7289,235
13592,202107,S08000024,"",18plus,d,Health and Social Care Reasons,"",5545,179
13593,202107,S08000024,"",18plus,d,Patient and Family Related Reasons,"",131,4
13594,202107,S08000024,"",18plus,d,Code 9 AWI,"",1166,38
13595,202107,S08000024,"",18plus,d,Code 9 Non-AWI,"",447,14
13596,202107,S08000024,"",18-74,"",All Delay Reasons,d,2179,70
13597,202107,S08000024,"",18-74,"",Health and Social Care Reasons,"",1570,51
13598,202107,S08000024,"",18-74,"",Patient and Family Related Reasons,"",19,1
13599,202107,S08000024,"",18-74,"",Code 9 AWI,"",441,14
13600,202107,S08000024,"",18-74,"",Code 9 Non-AWI,"",149,5
13601,202107,S08000024,"",75plus,"",All Delay Reasons,d,5110,165
13602,202107,S08000024,"",75plus,"",Health and Social Care Reasons,"",3975,128
13603,202107,S08000024,"",75plus,"",Patient and Family Related Reasons,"",112,4
13604,202107,S08000024,"",75plus,"",Code 9 AWI,"",725,23
13605,202107,S08000024,"",75plus,"",Code 9 Non-AWI,"",298,10
13606,202107,S08000025,"",18plus,d,All Delay Reasons,d,88,3
13607,202107,S08000025,"",18plus,d,Health and Social Care Reasons,"",88,3
13608,202107,S08000025,"",18plus,d,Patient and Family Related Reasons,"",0,0
13609,202107,S08000025,"",18plus,d,Code 9 AWI,"",0,0
13610,202107,S08000025,"",18plus,d,Code 9 Non-AWI,"",0,0
13611,202107,S08000025,"",18-74,"",All Delay Reasons,d,22,1
13612,202107,S08000025,"",18-74,"",Health and Social Care Reasons,"",22,1
13613,202107,S08000025,"",18-74,"",Patient and Family Related Reasons,"",0,0
13614,202107,S08000025,"",18-74,"",Code 9 AWI,"",0,0
13615,202107,S08000025,"",18-74,"",Code 9 Non-AWI,"",0,0
13616,202107,S08000025,"",75plus,"",All Delay Reasons,d,66,2
13617,202107,S08000025,"",75plus,"",Health and Social Care Reasons,"",66,2
13618,202107,S08000025,"",75plus,"",Patient and Family Related Reasons,"",0,0
13619,202107,S08000025,"",75plus,"",Code 9 AWI,"",0,0
13620,202107,S08000025,"",75plus,"",Code 9 Non-AWI,"",0,0
13621,202107,S08000026,"",18plus,d,All Delay Reasons,d,55,2
13622,202107,S08000026,"",18plus,d,Health and Social Care Reasons,"",55,2
13623,202107,S08000026,"",18plus,d,Patient and Family Related Reasons,"",0,0
13624,202107,S08000026,"",18plus,d,Code 9 AWI,"",0,0
13625,202107,S08000026,"",18plus,d,Code 9 Non-AWI,"",0,0
13626,202107,S08000026,"",18-74,"",All Delay Reasons,d,17,1
13627,202107,S08000026,"",18-74,"",Health and Social Care Reasons,"",17,1
13628,202107,S08000026,"",18-74,"",Patient and Family Related Reasons,"",0,0
13629,202107,S08000026,"",18-74,"",Code 9 AWI,"",0,0
13630,202107,S08000026,"",18-74,"",Code 9 Non-AWI,"",0,0
13631,202107,S08000026,"",75plus,"",All Delay Reasons,d,38,1
13632,202107,S08000026,"",75plus,"",Health and Social Care Reasons,"",38,1
13633,202107,S08000026,"",75plus,"",Patient and Family Related Reasons,"",0,0
13634,202107,S08000026,"",75plus,"",Code 9 AWI,"",0,0
13635,202107,S08000026,"",75plus,"",Code 9 Non-AWI,"",0,0
13636,202107,S08000028,"",18plus,d,All Delay Reasons,d,443,14
13637,202107,S08000028,"",18plus,d,Health and Social Care Reasons,"",347,11
13638,202107,S08000028,"",18plus,d,Patient and Family Related Reasons,"",0,0
13639,202107,S08000028,"",18plus,d,Code 9 AWI,"",0,0
13640,202107,S08000028,"",18plus,d,Code 9 Non-AWI,"",96,3
13641,202107,S08000028,"",18-74,"",All Delay Reasons,d,105,3
13642,202107,S08000028,"",18-74,"",Health and Social Care Reasons,"",89,3
13643,202107,S08000028,"",18-74,"",Patient and Family Related Reasons,"",0,0
13644,202107,S08000028,"",18-74,"",Code 9 AWI,"",0,0
13645,202107,S08000028,"",18-74,"",Code 9 Non-AWI,"",16,1
13646,202107,S08000028,"",75plus,"",All Delay Reasons,d,338,11
13647,202107,S08000028,"",75plus,"",Health and Social Care Reasons,"",258,8
13648,202107,S08000028,"",75plus,"",Patient and Family Related Reasons,"",0,0
13649,202107,S08000028,"",75plus,"",Code 9 AWI,"",0,0
13650,202107,S08000028,"",75plus,"",Code 9 Non-AWI,"",80,3
13651,202107,S08000029,"",18plus,d,All Delay Reasons,d,4224,136
13652,202107,S08000029,"",18plus,d,Health and Social Care Reasons,"",2836,91
13653,202107,S08000029,"",18plus,d,Patient and Family Related Reasons,"",0,0
13654,202107,S08000029,"",18plus,d,Code 9 AWI,"",1047,34
13655,202107,S08000029,"",18plus,d,Code 9 Non-AWI,"",341,11
13656,202107,S08000029,"",18-74,"",All Delay Reasons,d,1577,51
13657,202107,S08000029,"",18-74,"",Health and Social Care Reasons,"",808,26
13658,202107,S08000029,"",18-74,"",Patient and Family Related Reasons,"",0,0
13659,202107,S08000029,"",18-74,"",Code 9 AWI,"",428,14
13660,202107,S08000029,"",18-74,"",Code 9 Non-AWI,"",341,11
13661,202107,S08000029,"",75plus,"",All Delay Reasons,d,2647,85
13662,202107,S08000029,"",75plus,"",Health and Social Care Reasons,"",2028,65
13663,202107,S08000029,"",75plus,"",Patient and Family Related Reasons,"",0,0
13664,202107,S08000029,"",75plus,"",Code 9 AWI,"",619,20
13665,202107,S08000029,"",75plus,"",Code 9 Non-AWI,"",0,0
13666,202107,S08000030,"",18plus,d,All Delay Reasons,d,2815,91
13667,202107,S08000030,"",18plus,d,Health and Social Care Reasons,"",1691,55
13668,202107,S08000030,"",18plus,d,Patient and Family Related Reasons,"",54,2
13669,202107,S08000030,"",18plus,d,Code 9 AWI,"",344,11
13670,202107,S08000030,"",18plus,d,Code 9 Non-AWI,"",726,23
13671,202107,S08000030,"",18-74,"",All Delay Reasons,d,1230,40
13672,202107,S08000030,"",18-74,"",Health and Social Care Reasons,"",512,17
13673,202107,S08000030,"",18-74,"",Patient and Family Related Reasons,"",0,0
13674,202107,S08000030,"",18-74,"",Code 9 AWI,"",98,3
13675,202107,S08000030,"",18-74,"",Code 9 Non-AWI,"",620,20
13676,202107,S08000030,"",75plus,"",All Delay Reasons,d,1585,51
13677,202107,S08000030,"",75plus,"",Health and Social Care Reasons,"",1179,38
13678,202107,S08000030,"",75plus,"",Patient and Family Related Reasons,"",54,2
13679,202107,S08000030,"",75plus,"",Code 9 AWI,"",246,8
13680,202107,S08000030,"",75plus,"",Code 9 Non-AWI,"",106,3
13681,202107,S08000031,"",18plus,d,All Delay Reasons,d,9119,294
13682,202107,S08000031,"",18plus,d,Health and Social Care Reasons,"",4381,141
13683,202107,S08000031,"",18plus,d,Patient and Family Related Reasons,"",660,21
13684,202107,S08000031,"",18plus,d,Code 9 AWI,"",3444,111
13685,202107,S08000031,"",18plus,d,Code 9 Non-AWI,"",634,20
13686,202107,S08000031,"",18-74,"",All Delay Reasons,d,3910,126
13687,202107,S08000031,"",18-74,"",Health and Social Care Reasons,"",1705,55
13688,202107,S08000031,"",18-74,"",Patient and Family Related Reasons,"",325,10
13689,202107,S08000031,"",18-74,"",Code 9 AWI,"",1313,42
13690,202107,S08000031,"",18-74,"",Code 9 Non-AWI,"",567,18
13691,202107,S08000031,"",75plus,"",All Delay Reasons,d,5209,168
13692,202107,S08000031,"",75plus,"",Health and Social Care Reasons,"",2676,86
13693,202107,S08000031,"",75plus,"",Patient and Family Related Reasons,"",335,11
13694,202107,S08000031,"",75plus,"",Code 9 AWI,"",2131,69
13695,202107,S08000031,"",75plus,"",Code 9 Non-AWI,"",67,2
13696,202107,S08000032,"",18plus,d,All Delay Reasons,d,4859,157
13697,202107,S08000032,"",18plus,d,Health and Social Care Reasons,"",3983,128
13698,202107,S08000032,"",18plus,d,Patient and Family Related Reasons,"",13,0
13699,202107,S08000032,"",18plus,d,Code 9 AWI,"",681,22
13700,202107,S08000032,"",18plus,d,Code 9 Non-AWI,"",182,6
13701,202107,S08000032,"",18-74,"",All Delay Reasons,d,1541,50
13702,202107,S08000032,"",18-74,"",Health and Social Care Reasons,"",1338,43
13703,202107,S08000032,"",18-74,"",Patient and Family Related Reasons,"",0,0
13704,202107,S08000032,"",18-74,"",Code 9 AWI,"",180,6
13705,202107,S08000032,"",18-74,"",Code 9 Non-AWI,"",23,1
13706,202107,S08000032,"",75plus,"",All Delay Reasons,d,3318,107
13707,202107,S08000032,"",75plus,"",Health and Social Care Reasons,"",2645,85
13708,202107,S08000032,"",75plus,"",Patient and Family Related Reasons,"",13,0
13709,202107,S08000032,"",75plus,"",Code 9 AWI,"",501,16
13710,202107,S08000032,"",75plus,"",Code 9 Non-AWI,"",159,5
13711,202107,S92000003,d,18plus,d,All Delay Reasons,d,42364,1367
13712,202107,S92000003,d,18plus,d,Health and Social Care Reasons,"",28218,910
13713,202107,S92000003,d,18plus,d,Patient and Family Related Reasons,"",1170,38
13714,202107,S92000003,d,18plus,d,Code 9 AWI,"",9350,302
13715,202107,S92000003,d,18plus,d,Code 9 Non-AWI,"",3626,117
13716,202107,S92000003,d,18-74,"",All Delay Reasons,d,14317,462
13717,202107,S92000003,d,18-74,"",Health and Social Care Reasons,"",8431,272
13718,202107,S92000003,d,18-74,"",Patient and Family Related Reasons,"",424,14
13719,202107,S92000003,d,18-74,"",Code 9 AWI,"",3052,98
13720,202107,S92000003,d,18-74,"",Code 9 Non-AWI,"",2410,78
13721,202107,S92000003,d,75plus,"",All Delay Reasons,d,28047,905
13722,202107,S92000003,d,75plus,"",Health and Social Care Reasons,"",19787,638
13723,202107,S92000003,d,75plus,"",Patient and Family Related Reasons,"",746,24
13724,202107,S92000003,d,75plus,"",Code 9 AWI,"",6298,203
13725,202107,S92000003,d,75plus,"",Code 9 Non-AWI,"",1216,39
