id,mdate,year,month,iswinter,hb,hb_name,age_group,reason_for_delay,number_of_delayed_bed_days,avg_20182019,percent_var
13089,2021-05-01,2021,5,FALSE,S08000017,NHS Dumfries and Galloway,18-74,Code 9 AWI,78,65.41666666666666,19.235668789808937
13090,2021-05-01,2021,5,FALSE,S08000017,NHS Dumfries and Galloway,18-74,Code 9 Non-AWI,31,43.20833333333333,-28.254580520732873
13091,2021-05-01,2021,5,FALSE,S08000017,NHS Dumfries and Galloway,75plus,All Delay Reasons,668,980.5833333333333,-31.877283929633716
13092,2021-05-01,2021,5,FALSE,S08000017,NHS Dumfries and Galloway,75plus,Health and Social Care Reasons,499,832.5416666666667,-40.06305990691157
13093,2021-05-01,2021,5,FALSE,S08000017,NHS Dumfries and Galloway,75plus,Patient and Family Related Reasons,14,27.416666666666668,-48.93617021276596
13094,2021-05-01,2021,5,FALSE,S08000017,NHS Dumfries and Galloway,75plus,Code 9 AWI,155,110.16666666666666,40.69591527987898
13095,2021-05-01,2021,5,FALSE,S08000017,NHS Dumfries and Galloway,75plus,Code 9 Non-AWI,0,10.458333333333334,-100.00000000000001
13096,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,All (18plus),All Delay Reasons,2338,2663.9166666666665,-12.23449181968905
13097,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,All (18plus),Health and Social Care Reasons,1504,1752.625,-14.18586406105128
13098,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,All (18plus),Patient and Family Related Reasons,114,169,-32.544378698224854
13099,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,All (18plus),Code 9 AWI,558,514.2083333333334,8.516327688193817
13100,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,All (18plus),Code 9 Non-AWI,162,228.08333333333331,-28.973328461819502
13101,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,18-74,All Delay Reasons,905,774,16.925064599483203
13102,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,18-74,Health and Social Care Reasons,529,405.79166666666663,30.362460211520702
13103,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,18-74,Patient and Family Related Reasons,48,19.791666666666664,142.5263157894737
13104,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,18-74,Code 9 AWI,173,147.79166666666666,17.056667606427975
13105,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,18-74,Code 9 Non-AWI,155,200.625,-22.741433021806852
13106,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,75plus,All Delay Reasons,1433,1889.9166666666667,-24.17655099431192
13107,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,75plus,Health and Social Care Reasons,975,1346.8333333333333,-27.60796931072887
13108,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,75plus,Patient and Family Related Reasons,66,149.20833333333334,-55.76654565763753
13109,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,75plus,Code 9 AWI,385,366.4166666666667,5.07163975437798
13110,2021-05-01,2021,5,FALSE,S08000019,NHS Forth Valley,75plus,Code 9 Non-AWI,7,27.458333333333332,-74.50682852807284
13111,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,All (18plus),All Delay Reasons,1785,3568.2083333333335,-49.974894029449885
13112,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,All (18plus),Health and Social Care Reasons,1254,2892.7916666666665,-56.650870698719515
13113,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,All (18plus),Patient and Family Related Reasons,59,101.04166666666666,-41.608247422680414
13114,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,All (18plus),Code 9 AWI,417,414.3333333333333,0.6436041834271968
13115,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,All (18plus),Code 9 Non-AWI,55,160.04166666666666,-65.63394949231972
13116,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,18-74,All Delay Reasons,397,947.4166666666666,-58.09657841498812
13117,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,18-74,Health and Social Care Reasons,321,647.5416666666666,-50.42790039251013
13118,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,18-74,Patient and Family Related Reasons,0,20.708333333333336,-100
13119,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,18-74,Code 9 AWI,62,153.5,-59.60912052117264
13120,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,18-74,Code 9 Non-AWI,14,125.66666666666667,-88.85941644562335
13121,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,75plus,All Delay Reasons,1388,2620.7916666666665,-47.03890363916755
13122,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,75plus,Health and Social Care Reasons,933,2245.25,-58.445607393386034
13123,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,75plus,Patient and Family Related Reasons,59,80.33333333333333,-26.55601659751037
13124,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,75plus,Code 9 AWI,355,260.8333333333333,36.102236421725244
13125,2021-05-01,2021,5,FALSE,S08000020,NHS Grampian,75plus,Code 9 Non-AWI,41,34.375,19.272727272727273
13126,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,All (18plus),All Delay Reasons,2543,3831.0416666666665,-33.621186578933056
13127,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,All (18plus),Health and Social Care Reasons,1830,2818.3333333333335,-35.06800709639267
13128,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,All (18plus),Patient and Family Related Reasons,136,99.83333333333334,36.2270450751252
13129,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,All (18plus),Code 9 AWI,482,600.6666666666667,-19.755826859045516
13130,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,All (18plus),Code 9 Non-AWI,95,312.20833333333337,-69.57160016014947
13131,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,18-74,All Delay Reasons,579,1040.875,-44.373724030263
13132,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,18-74,Health and Social Care Reasons,447,665.1666666666666,-32.7987972939113
13133,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,18-74,Patient and Family Related Reasons,0,18.333333333333336,-100
13134,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,18-74,Code 9 AWI,51,173.29166666666669,-70.56984852127916
13135,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,18-74,Code 9 Non-AWI,81,184.08333333333334,-55.99818922589407
13136,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,75plus,All Delay Reasons,1964,2790.1666666666665,-29.60993966907592
13137,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,75plus,Health and Social Care Reasons,1383,2153.1666666666665,-35.769022370152484
13138,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,75plus,Patient and Family Related Reasons,136,81.5,66.87116564417178
13139,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,75plus,Code 9 AWI,431,427.375,0.8482012284293653
13140,2021-05-01,2021,5,FALSE,S08000022,NHS Highland,75plus,Code 9 Non-AWI,14,128.125,-89.07317073170732
13141,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,All (18plus),All Delay Reasons,5504,9461.625,-41.82817433580384
13142,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,All (18plus),Health and Social Care Reasons,4001,8265.083333333332,-51.5915346689386
13143,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,All (18plus),Patient and Family Related Reasons,274,235.375,16.409984067976634
13144,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,All (18plus),Code 9 AWI,1144,833.5416666666667,37.245688577855525
13145,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,All (18plus),Code 9 Non-AWI,85,127.625,-33.39862879529873
13146,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,18-74,All Delay Reasons,1721,2761.1666666666665,-37.67127421983461
13147,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,18-74,Health and Social Care Reasons,1217,2309.75,-47.31031496915251
13148,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,18-74,Patient and Family Related Reasons,71,84.58333333333334,-16.059113300492623
13149,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,18-74,Code 9 AWI,383,259.95833333333337,47.33130309344444
13150,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,18-74,Code 9 Non-AWI,50,106.875,-53.21637426900585
13151,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,75plus,All Delay Reasons,3783,6700.458333333334,-43.54117566584376
13152,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,75plus,Health and Social Care Reasons,2784,5955.333333333334,-53.251987014440836
13153,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,75plus,Patient and Family Related Reasons,203,150.79166666666669,34.62282398452609
13154,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,75plus,Code 9 AWI,761,573.5833333333334,32.67470579689088
13155,2021-05-01,2021,5,FALSE,S08000024,NHS Lothian,75plus,Code 9 Non-AWI,35,20.75,68.67469879518072
13156,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,All (18plus),All Delay Reasons,105,24.5,328.57142857142856
13157,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,All (18plus),Health and Social Care Reasons,64,15.166666666666666,321.978021978022
13158,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,All (18plus),Patient and Family Related Reasons,10,0.33333333333333337,2899.9999999999995
13159,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,All (18plus),Code 9 AWI,31,7.708333333333333,302.1621621621622
13160,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,All (18plus),Code 9 Non-AWI,0,1.2916666666666663,-100
13161,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,18-74,All Delay Reasons,41,7.25,465.51724137931035
13162,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,18-74,Health and Social Care Reasons,0,2.25,-100
13163,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,18-74,Patient and Family Related Reasons,10,0,Inf
13164,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,18-74,Code 9 AWI,31,3.7083333333333335,735.9550561797753
13165,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,18-74,Code 9 Non-AWI,0,1.2916666666666663,-100
13166,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,75plus,All Delay Reasons,64,17.25,271.0144927536232
13167,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,75plus,Health and Social Care Reasons,64,12.916666666666666,395.483870967742
13168,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,75plus,Patient and Family Related Reasons,0,0.33333333333333337,-100
13169,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,75plus,Code 9 AWI,0,4,-100
13170,2021-05-01,2021,5,FALSE,S08000025,NHS Orkney,75plus,Code 9 Non-AWI,0,0,NA
13171,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,All (18plus),All Delay Reasons,58,119.75,-51.56576200417537
13172,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,All (18plus),Health and Social Care Reasons,58,108.375,-46.48212226066897
13173,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,All (18plus),Patient and Family Related Reasons,0,7.666666666666666,-100
13174,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,All (18plus),Code 9 AWI,0,0,NA
13175,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,All (18plus),Code 9 Non-AWI,0,3.7083333333333326,-100
13176,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,18-74,All Delay Reasons,33,30.541666666666664,8.049113233287866
13177,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,18-74,Health and Social Care Reasons,33,26.083333333333336,26.51757188498401
13178,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,18-74,Patient and Family Related Reasons,0,2.6666666666666665,-99.99999999999999
13179,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,18-74,Code 9 AWI,0,0,NA
13180,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,18-74,Code 9 Non-AWI,0,1.7916666666666665,-100
13181,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,75plus,All Delay Reasons,25,89.20833333333333,-71.97571228397945
13182,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,75plus,Health and Social Care Reasons,25,82.29166666666667,-69.62025316455696
13183,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,75plus,Patient and Family Related Reasons,0,5,-100
13184,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,75plus,Code 9 AWI,0,0,NA
13185,2021-05-01,2021,5,FALSE,S08000026,NHS Shetland,75plus,Code 9 Non-AWI,0,1.9166666666666665,-100
13186,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,All (18plus),All Delay Reasons,443,585.4583333333334,-24.332787701942927
13187,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,All (18plus),Health and Social Care Reasons,344,271.75,26.586936522539098
13188,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,All (18plus),Patient and Family Related Reasons,0,4.75,-100
13189,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,All (18plus),Code 9 AWI,0,26.875,-100
13190,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,All (18plus),Code 9 Non-AWI,99,282.0833333333333,-64.903988183161
13191,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,18-74,All Delay Reasons,89,129.95833333333334,-31.516511702468748
13192,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,18-74,Health and Social Care Reasons,68,64.95833333333333,4.682488774855685
13193,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,18-74,Patient and Family Related Reasons,0,1.0416666666666667,-100
13194,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,18-74,Code 9 AWI,0,13.625,-100
13195,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,18-74,Code 9 Non-AWI,21,50.33333333333333,-58.27814569536424
13196,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,75plus,All Delay Reasons,354,455.5,-22.283205268935237
13197,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,75plus,Health and Social Care Reasons,276,206.79166666666666,33.46766068909934
13198,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,75plus,Patient and Family Related Reasons,0,3.7083333333333335,-100
13199,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,75plus,Code 9 AWI,0,13.25,-100
13200,2021-05-01,2021,5,FALSE,S08000028,NHS Western Isles,75plus,Code 9 Non-AWI,78,231.75,-66.34304207119742
13201,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,All (18plus),All Delay Reasons,4028,2818.541666666667,42.9107842412595
13202,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,All (18plus),Health and Social Care Reasons,2658,1936.4583333333335,37.26089295320064
13203,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,All (18plus),Patient and Family Related Reasons,0,20.916666666666664,-100
13204,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,All (18plus),Code 9 AWI,978,659.375,48.322274881516584
13205,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,All (18plus),Code 9 Non-AWI,392,201.79166666666669,94.2597563493702
13206,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,18-74,All Delay Reasons,1467,1174.75,24.877633539050862
13207,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,18-74,Health and Social Care Reasons,696,733.4166666666667,-5.101692989433029
13208,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,18-74,Patient and Family Related Reasons,0,10.833333333333332,-100
13209,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,18-74,Code 9 AWI,379,247.375,53.20869125821122
13210,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,18-74,Code 9 Non-AWI,392,183.125,114.06143344709898
13211,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,75plus,All Delay Reasons,2561,1643.7916666666665,55.798332108184844
13212,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,75plus,Health and Social Care Reasons,1962,1203.0416666666665,63.086620718318166
13213,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,75plus,Patient and Family Related Reasons,0,10.083333333333332,-100
13214,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,75plus,Code 9 AWI,599,412,45.38834951456311
13215,2021-05-01,2021,5,FALSE,S08000029,NHS Fife,75plus,Code 9 Non-AWI,0,18.666666666666668,-100
13216,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,All (18plus),All Delay Reasons,1875,2495.6666666666665,-24.869774275410705
13217,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,All (18plus),Health and Social Care Reasons,867,1718.125,-49.53801382320844
13218,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,All (18plus),Patient and Family Related Reasons,31,91.79166666666666,-66.22787108488424
13219,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,All (18plus),Code 9 AWI,437,219.08333333333331,99.46747812856601
13220,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,All (18plus),Code 9 Non-AWI,540,466.66666666666663,15.714285714285724
13221,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,18-74,All Delay Reasons,919,1015.3333333333334,-9.487852921864745
13222,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,18-74,Health and Social Care Reasons,381,485.875,-21.58476974530486
13223,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,18-74,Patient and Family Related Reasons,0,21.208333333333332,-99.99999999999999
13224,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,18-74,Code 9 AWI,92,72.70833333333334,26.532951289398262
13225,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,18-74,Code 9 Non-AWI,446,435.54166666666663,2.4012245288434033
13226,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,75plus,All Delay Reasons,956,1480.3333333333333,-35.41995046160775
13227,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,75plus,Health and Social Care Reasons,486,1232.25,-60.559951308581866
13228,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,75plus,Patient and Family Related Reasons,31,70.58333333333333,-56.08028335301063
13229,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,75plus,Code 9 AWI,345,146.375,135.69598633646456
13230,2021-05-01,2021,5,FALSE,S08000030,NHS Tayside,75plus,Code 9 Non-AWI,94,31.125,202.00803212851406
13231,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),All Delay Reasons,8622,5816.375,48.236659431346844
13232,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Health and Social Care Reasons,4013,3957.583333333333,1.4002653134278151
13233,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Patient and Family Related Reasons,514,269.375,90.81206496519721
13234,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Code 9 AWI,3438,1091.4166666666667,215.00343590135142
13235,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Code 9 Non-AWI,657,498,31.927710843373493
13236,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,18-74,All Delay Reasons,3884,2608.75,48.88356492573072
13237,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,18-74,Health and Social Care Reasons,1893,1537.0416666666667,23.158665184743416
13238,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,18-74,Patient and Family Related Reasons,233,100.70833333333334,131.36119155978483
13239,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,18-74,Code 9 AWI,1169,483.625,141.71620573791677
13240,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,18-74,Code 9 Non-AWI,589,487.375,20.85150038471403
13241,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,75plus,All Delay Reasons,4738,3207.625,47.710533494407855
13242,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,75plus,Health and Social Care Reasons,2120,2420.5416666666665,-12.416298004923135
13243,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,75plus,Patient and Family Related Reasons,281,168.66666666666666,66.600790513834
13244,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,75plus,Code 9 AWI,2269,607.7916666666666,273.31870843902107
13245,2021-05-01,2021,5,FALSE,S08000031,NHS Greater Glasgow and Clyde,75plus,Code 9 Non-AWI,68,10.625,540
13246,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,All (18plus),All Delay Reasons,3275,5911.916666666667,-44.603414008429304
13247,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,All (18plus),Health and Social Care Reasons,2783,5006.458333333333,-44.41180142316175
13248,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,All (18plus),Patient and Family Related Reasons,15,90.16666666666666,-83.3641404805915
13249,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,All (18plus),Code 9 AWI,477,621.4583333333333,-23.245055313442833
13250,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,All (18plus),Code 9 Non-AWI,0,193.83333333333331,-100
13251,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,18-74,All Delay Reasons,1016,1864.1666666666665,-45.49843540455968
13252,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,18-74,Health and Social Care Reasons,981,1461.4166666666665,-32.87335348121115
13253,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,18-74,Patient and Family Related Reasons,2,17.708333333333336,-88.70588235294117
13254,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,18-74,Code 9 AWI,33,225.83333333333334,-85.38745387453875
13255,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,18-74,Code 9 Non-AWI,0,159.20833333333331,-100
13256,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,75plus,All Delay Reasons,2259,4047.75,-44.191217342968315
13257,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,75plus,Health and Social Care Reasons,1802,3545.0416666666665,-49.16843948707702
13258,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,75plus,Patient and Family Related Reasons,13,72.45833333333334,-82.05865439907993
13259,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,75plus,Code 9 AWI,444,395.625,12.227488151658768
13260,2021-05-01,2021,5,FALSE,S08000032,NHS Lanarkshire,75plus,Code 9 Non-AWI,0,34.625,-100
13261,2021-05-01,2021,5,FALSE,S92000003,All Scotland,All (18plus),All Delay Reasons,35348,43572.375,-18.875204759896608
13262,2021-05-01,2021,5,FALSE,S92000003,All Scotland,All (18plus),Health and Social Care Reasons,22629,33860.666666666664,-33.17024669724951
13263,2021-05-01,2021,5,FALSE,S92000003,All Scotland,All (18plus),Patient and Family Related Reasons,1211,1214.0416666666667,-0.2505405498163909
13264,2021-05-01,2021,5,FALSE,S92000003,All Scotland,All (18plus),Code 9 AWI,9106,5813.041666666667,56.647767591550604
13265,2021-05-01,2021,5,FALSE,S92000003,All Scotland,All (18plus),Code 9 Non-AWI,2402,2684.625,-10.527541090468874
13266,2021-05-01,2021,5,FALSE,S92000003,All Scotland,18-74,All Delay Reasons,12660,13944.333333333334,-9.210431955633117
13267,2021-05-01,2021,5,FALSE,S92000003,All Scotland,18-74,Health and Social Care Reasons,7599,9509.25,-20.088335042195755
13268,2021-05-01,2021,5,FALSE,S92000003,All Scotland,18-74,Patient and Family Related Reasons,365,344.875,5.835447625951431
13269,2021-05-01,2021,5,FALSE,S92000003,All Scotland,18-74,Code 9 AWI,2696,2028.0833333333335,32.93339359822492
13270,2021-05-01,2021,5,FALSE,S92000003,All Scotland,18-74,Code 9 Non-AWI,2000,2062.125,-3.0126689701157785
13271,2021-05-01,2021,5,FALSE,S92000003,All Scotland,75plus,All Delay Reasons,22688,29628.041666666668,-23.42389599942622
13272,2021-05-01,2021,5,FALSE,S92000003,All Scotland,75plus,Health and Social Care Reasons,15030,24351.416666666668,-38.27874490532721
13273,2021-05-01,2021,5,FALSE,S92000003,All Scotland,75plus,Patient and Family Related Reasons,846,869.1666666666666,-2.6653883029721914
13274,2021-05-01,2021,5,FALSE,S92000003,All Scotland,75plus,Code 9 AWI,6410,3784.9583333333335,69.35457237530134
13275,2021-05-01,2021,5,FALSE,S92000003,All Scotland,75plus,Code 9 Non-AWI,402,622.5,-35.42168674698795
13276,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,All (18plus),All Delay Reasons,2955,3844.625,-23.139447930552393
13277,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,All (18plus),Health and Social Care Reasons,1731,3214.5,-46.150256649556695
13278,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,All (18plus),Patient and Family Related Reasons,6,21.583333333333336,-72.2007722007722
13279,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,All (18plus),Code 9 AWI,815,485.6666666666667,67.8105696636925
13280,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,All (18plus),Code 9 Non-AWI,403,122.875,227.97558494404882
13281,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,18-74,All Delay Reasons,1005,850.125,18.217909131010146
13282,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,18-74,Health and Social Care Reasons,428,674.5416666666667,-36.54950892581383
13283,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,18-74,Patient and Family Related Reasons,0,3.0833333333333335,-100.00000000000001
13284,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,18-74,Code 9 AWI,316,113.95833333333334,177.29433272394877
13285,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,18-74,Code 9 Non-AWI,261,58.541666666666664,345.8362989323844
13286,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,75plus,All Delay Reasons,1950,2994.5,-34.880614459843045
13287,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,75plus,Health and Social Care Reasons,1303,2539.9583333333335,-48.699945865253696
13288,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,75plus,Patient and Family Related Reasons,6,18.5,-67.56756756756756
13289,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,75plus,Code 9 AWI,499,371.7083333333333,34.2450397937451
13290,2021-06-01,2021,6,FALSE,S08000015,NHS Ayrshire and Arran,75plus,Code 9 Non-AWI,142,64.33333333333333,120.72538860103629
13291,2021-06-01,2021,6,FALSE,S08000016,NHS Borders,All (18plus),All Delay Reasons,1111,1008.9583333333334,10.113565971505261
13292,2021-06-01,2021,6,FALSE,S08000016,NHS Borders,All (18plus),Health and Social Care Reasons,900,749.7916666666666,20.03334259516533
13293,2021-06-01,2021,6,FALSE,S08000016,NHS Borders,All (18plus),Patient and Family Related Reasons,47,63.29166666666667,-25.740618828176437
13294,2021-06-01,2021,6,FALSE,S08000016,NHS Borders,All (18plus),Code 9 AWI,164,163.125,0.5363984674329502
13295,2021-06-01,2021,6,FALSE,S08000016,NHS Borders,All (18plus),Code 9 Non-AWI,0,32.75,-100
13296,2021-06-01,2021,6,FALSE,S08000016,NHS Borders,18-74,All Delay Reasons,234,298.7916666666667,-21.684562822479435
