month_ending,hb,hb_name,patient_type,number_waiting,number_waiting_over12weeks
2021-05-31,S08000022,NHS Highland,Inpatient/Day case,5846,3899
2022-05-31,S08000022,NHS Highland,Inpatient/Day case,7584,5439
2018-07-31,S08000022,NHS Highland,Inpatient/Day case,5227,2103
2019-07-31,S08000022,NHS Highland,Inpatient/Day case,4884,2112
2020-07-31,S08000022,NHS Highland,Inpatient/Day case,5137,4151
2021-07-31,S08000022,NHS Highland,Inpatient/Day case,5807,3800
2022-07-31,S08000022,NHS Highland,Inpatient/Day case,7734,5553
2018-08-31,S08000022,NHS Highland,Inpatient/Day case,5296,2393
2019-08-31,S08000022,NHS Highland,Inpatient/Day case,4830,2195
2020-08-31,S08000022,NHS Highland,Inpatient/Day case,5075,3817
2021-08-31,S08000022,NHS Highland,Inpatient/Day case,5778,4006
2022-08-31,S08000022,NHS Highland,Inpatient/Day case,7519,5372
2018-10-31,S08000022,NHS Highland,Inpatient/Day case,5223,2426
2019-10-31,S08000022,NHS Highland,Inpatient/Day case,4815,1877
2020-10-31,S08000022,NHS Highland,Inpatient/Day case,4924,3269
2021-10-31,S08000022,NHS Highland,Inpatient/Day case,6050,4199
2018-12-31,S08000022,NHS Highland,Inpatient/Day case,5220,2525
2019-12-31,S08000022,NHS Highland,Inpatient/Day case,4970,2150
2020-12-31,S08000022,NHS Highland,Inpatient/Day case,5084,3240
2021-12-31,S08000022,NHS Highland,Inpatient/Day case,6481,4400
2018-02-28,S08000024,NHS Lothian,Inpatient/Day case,10476,2152
2019-02-28,S08000024,NHS Lothian,Inpatient/Day case,11682,2655
2021-02-28,S08000024,NHS Lothian,Inpatient/Day case,14815,9355
2022-02-28,S08000024,NHS Lothian,Inpatient/Day case,22671,16011
2020-02-29,S08000024,NHS Lothian,Inpatient/Day case,11513,3082
2018-04-30,S08000024,NHS Lothian,Inpatient/Day case,10521,2350
2019-04-30,S08000024,NHS Lothian,Inpatient/Day case,11258,2583
2020-04-30,S08000024,NHS Lothian,Inpatient/Day case,12223,5832
2021-04-30,S08000024,NHS Lothian,Inpatient/Day case,15276,9398
2022-04-30,S08000024,NHS Lothian,Inpatient/Day case,24195,16995
2018-06-30,S08000024,NHS Lothian,Inpatient/Day case,10642,2101
2019-06-30,S08000024,NHS Lothian,Inpatient/Day case,10963,2612
2020-06-30,S08000024,NHS Lothian,Inpatient/Day case,13446,10340
2021-06-30,S08000024,NHS Lothian,Inpatient/Day case,15980,9245
2022-06-30,S08000024,NHS Lothian,Inpatient/Day case,25722,18005
2018-09-30,S08000024,NHS Lothian,Inpatient/Day case,10467,2196
2019-09-30,S08000024,NHS Lothian,Inpatient/Day case,11205,2751
2020-09-30,S08000024,NHS Lothian,Inpatient/Day case,14298,9264
2021-09-30,S08000024,NHS Lothian,Inpatient/Day case,18021,11335
2022-09-30,S08000024,NHS Lothian,Inpatient/Day case,26849,19399
2018-11-30,S08000024,NHS Lothian,Inpatient/Day case,10438,2115
2019-11-30,S08000024,NHS Lothian,Inpatient/Day case,11342,2547
2020-11-30,S08000024,NHS Lothian,Inpatient/Day case,14032,8578
2021-11-30,S08000024,NHS Lothian,Inpatient/Day case,20307,12868
2018-01-31,S08000024,NHS Lothian,Inpatient/Day case,10391,2021
2019-01-31,S08000024,NHS Lothian,Inpatient/Day case,11484,2572
2020-01-31,S08000024,NHS Lothian,Inpatient/Day case,11564,2891
2021-01-31,S08000024,NHS Lothian,Inpatient/Day case,14721,9165
2022-01-31,S08000024,NHS Lothian,Inpatient/Day case,22194,15099
2018-03-31,S08000024,NHS Lothian,Inpatient/Day case,10698,2252
2019-03-31,S08000024,NHS Lothian,Inpatient/Day case,11513,2324
2020-03-31,S08000024,NHS Lothian,Inpatient/Day case,11733,3471
2021-03-31,S08000024,NHS Lothian,Inpatient/Day case,14862,9105
2022-03-31,S08000024,NHS Lothian,Inpatient/Day case,23352,16143
2018-05-31,S08000024,NHS Lothian,Inpatient/Day case,10532,2288
2019-05-31,S08000024,NHS Lothian,Inpatient/Day case,11149,2647
2020-05-31,S08000024,NHS Lothian,Inpatient/Day case,12850,8748
2021-05-31,S08000024,NHS Lothian,Inpatient/Day case,15532,9295
2022-05-31,S08000024,NHS Lothian,Inpatient/Day case,24985,17423
2018-07-31,S08000024,NHS Lothian,Inpatient/Day case,10573,2092
2019-07-31,S08000024,NHS Lothian,Inpatient/Day case,10914,2528
2020-07-31,S08000024,NHS Lothian,Inpatient/Day case,13854,10306
2021-07-31,S08000024,NHS Lothian,Inpatient/Day case,16516,9825
2022-07-31,S08000024,NHS Lothian,Inpatient/Day case,25908,18348
2018-08-31,S08000024,NHS Lothian,Inpatient/Day case,10471,2091
2019-08-31,S08000024,NHS Lothian,Inpatient/Day case,11163,2718
2020-08-31,S08000024,NHS Lothian,Inpatient/Day case,14121,9847
2021-08-31,S08000024,NHS Lothian,Inpatient/Day case,17189,10495
2022-08-31,S08000024,NHS Lothian,Inpatient/Day case,26384,18710
2018-10-31,S08000024,NHS Lothian,Inpatient/Day case,10401,2141
2019-10-31,S08000024,NHS Lothian,Inpatient/Day case,11197,2533
2020-10-31,S08000024,NHS Lothian,Inpatient/Day case,14245,8877
2021-10-31,S08000024,NHS Lothian,Inpatient/Day case,18977,12045
2018-12-31,S08000024,NHS Lothian,Inpatient/Day case,10982,2373
2019-12-31,S08000024,NHS Lothian,Inpatient/Day case,11625,2754
2020-12-31,S08000024,NHS Lothian,Inpatient/Day case,14269,8841
2021-12-31,S08000024,NHS Lothian,Inpatient/Day case,21339,14055
2018-02-28,S08000025,NHS Orkney,Inpatient/Day case,123,4
2019-02-28,S08000025,NHS Orkney,Inpatient/Day case,189,47
2021-02-28,S08000025,NHS Orkney,Inpatient/Day case,201,56
2022-02-28,S08000025,NHS Orkney,Inpatient/Day case,265,102
2020-02-29,S08000025,NHS Orkney,Inpatient/Day case,190,75
2018-04-30,S08000025,NHS Orkney,Inpatient/Day case,119,10
2019-04-30,S08000025,NHS Orkney,Inpatient/Day case,162,25
2020-04-30,S08000025,NHS Orkney,Inpatient/Day case,193,105
2021-04-30,S08000025,NHS Orkney,Inpatient/Day case,232,72
2022-04-30,S08000025,NHS Orkney,Inpatient/Day case,244,131
2018-06-30,S08000025,NHS Orkney,Inpatient/Day case,137,27
2019-06-30,S08000025,NHS Orkney,Inpatient/Day case,165,29
2020-06-30,S08000025,NHS Orkney,Inpatient/Day case,153,116
2021-06-30,S08000025,NHS Orkney,Inpatient/Day case,283,97
2022-06-30,S08000025,NHS Orkney,Inpatient/Day case,280,108
2018-09-30,S08000025,NHS Orkney,Inpatient/Day case,185,14
2019-09-30,S08000025,NHS Orkney,Inpatient/Day case,190,15
2020-09-30,S08000025,NHS Orkney,Inpatient/Day case,130,70
2021-09-30,S08000025,NHS Orkney,Inpatient/Day case,283,129
2022-09-30,S08000025,NHS Orkney,Inpatient/Day case,377,108
2018-11-30,S08000025,NHS Orkney,Inpatient/Day case,179,6
2019-11-30,S08000025,NHS Orkney,Inpatient/Day case,230,42
2020-11-30,S08000025,NHS Orkney,Inpatient/Day case,150,48
2021-11-30,S08000025,NHS Orkney,Inpatient/Day case,298,127
2018-01-31,S08000025,NHS Orkney,Inpatient/Day case,118,1
2019-01-31,S08000025,NHS Orkney,Inpatient/Day case,184,51
2020-01-31,S08000025,NHS Orkney,Inpatient/Day case,211,56
2021-01-31,S08000025,NHS Orkney,Inpatient/Day case,162,53
2022-01-31,S08000025,NHS Orkney,Inpatient/Day case,269,98
2018-03-31,S08000025,NHS Orkney,Inpatient/Day case,108,13
2019-03-31,S08000025,NHS Orkney,Inpatient/Day case,175,32
2020-03-31,S08000025,NHS Orkney,Inpatient/Day case,188,80
2021-03-31,S08000025,NHS Orkney,Inpatient/Day case,199,62
2022-03-31,S08000025,NHS Orkney,Inpatient/Day case,273,103
2018-05-31,S08000025,NHS Orkney,Inpatient/Day case,117,4
2019-05-31,S08000025,NHS Orkney,Inpatient/Day case,172,32
2020-05-31,S08000025,NHS Orkney,Inpatient/Day case,190,107
2021-05-31,S08000025,NHS Orkney,Inpatient/Day case,254,96
2022-05-31,S08000025,NHS Orkney,Inpatient/Day case,246,128
2018-07-31,S08000025,NHS Orkney,Inpatient/Day case,132,8
2019-07-31,S08000025,NHS Orkney,Inpatient/Day case,159,46
2020-07-31,S08000025,NHS Orkney,Inpatient/Day case,144,103
2021-07-31,S08000025,NHS Orkney,Inpatient/Day case,270,91
2022-07-31,S08000025,NHS Orkney,Inpatient/Day case,311,86
2018-08-31,S08000025,NHS Orkney,Inpatient/Day case,128,16
2019-08-31,S08000025,NHS Orkney,Inpatient/Day case,163,24
2020-08-31,S08000025,NHS Orkney,Inpatient/Day case,121,80
2021-08-31,S08000025,NHS Orkney,Inpatient/Day case,261,94
2022-08-31,S08000025,NHS Orkney,Inpatient/Day case,322,100
2018-10-31,S08000025,NHS Orkney,Inpatient/Day case,178,10
2019-10-31,S08000025,NHS Orkney,Inpatient/Day case,197,12
2020-10-31,S08000025,NHS Orkney,Inpatient/Day case,131,59
2021-10-31,S08000025,NHS Orkney,Inpatient/Day case,287,140
2018-12-31,S08000025,NHS Orkney,Inpatient/Day case,185,44
2019-12-31,S08000025,NHS Orkney,Inpatient/Day case,230,60
2020-12-31,S08000025,NHS Orkney,Inpatient/Day case,161,48
2021-12-31,S08000025,NHS Orkney,Inpatient/Day case,302,142
2018-02-28,S08000026,NHS Shetland,Inpatient/Day case,205,9
2019-02-28,S08000026,NHS Shetland,Inpatient/Day case,210,55
2021-02-28,S08000026,NHS Shetland,Inpatient/Day case,322,97
2022-02-28,S08000026,NHS Shetland,Inpatient/Day case,345,118
2020-02-29,S08000026,NHS Shetland,Inpatient/Day case,260,16
2018-04-30,S08000026,NHS Shetland,Inpatient/Day case,233,20
2019-04-30,S08000026,NHS Shetland,Inpatient/Day case,208,32
2020-04-30,S08000026,NHS Shetland,Inpatient/Day case,277,75
2021-04-30,S08000026,NHS Shetland,Inpatient/Day case,294,110
2022-04-30,S08000026,NHS Shetland,Inpatient/Day case,267,89
2018-06-30,S08000026,NHS Shetland,Inpatient/Day case,207,41
2019-06-30,S08000026,NHS Shetland,Inpatient/Day case,219,18
2020-06-30,S08000026,NHS Shetland,Inpatient/Day case,302,205
2021-06-30,S08000026,NHS Shetland,Inpatient/Day case,287,83
2022-06-30,S08000026,NHS Shetland,Inpatient/Day case,270,88
2018-09-30,S08000026,NHS Shetland,Inpatient/Day case,217,46
2019-09-30,S08000026,NHS Shetland,Inpatient/Day case,251,17
2020-09-30,S08000026,NHS Shetland,Inpatient/Day case,262,149
2021-09-30,S08000026,NHS Shetland,Inpatient/Day case,380,110
2022-09-30,S08000026,NHS Shetland,Inpatient/Day case,319,93
2018-11-30,S08000026,NHS Shetland,Inpatient/Day case,217,60
2019-11-30,S08000026,NHS Shetland,Inpatient/Day case,216,22
2020-11-30,S08000026,NHS Shetland,Inpatient/Day case,249,98
2021-11-30,S08000026,NHS Shetland,Inpatient/Day case,436,123
2018-01-31,S08000026,NHS Shetland,Inpatient/Day case,183,2
2019-01-31,S08000026,NHS Shetland,Inpatient/Day case,238,52
2020-01-31,S08000026,NHS Shetland,Inpatient/Day case,252,16
2021-01-31,S08000026,NHS Shetland,Inpatient/Day case,291,91
2022-01-31,S08000026,NHS Shetland,Inpatient/Day case,329,151
2018-03-31,S08000026,NHS Shetland,Inpatient/Day case,219,15
2019-03-31,S08000026,NHS Shetland,Inpatient/Day case,221,37
2020-03-31,S08000026,NHS Shetland,Inpatient/Day case,266,17
2021-03-31,S08000026,NHS Shetland,Inpatient/Day case,286,93
2022-03-31,S08000026,NHS Shetland,Inpatient/Day case,263,83
2018-05-31,S08000026,NHS Shetland,Inpatient/Day case,215,46
2019-05-31,S08000026,NHS Shetland,Inpatient/Day case,209,21
2020-05-31,S08000026,NHS Shetland,Inpatient/Day case,286,182
2021-05-31,S08000026,NHS Shetland,Inpatient/Day case,280,86
2022-05-31,S08000026,NHS Shetland,Inpatient/Day case,256,83
2018-07-31,S08000026,NHS Shetland,Inpatient/Day case,197,39
2019-07-31,S08000026,NHS Shetland,Inpatient/Day case,231,14
2020-07-31,S08000026,NHS Shetland,Inpatient/Day case,299,186
2021-07-31,S08000026,NHS Shetland,Inpatient/Day case,279,104
2022-07-31,S08000026,NHS Shetland,Inpatient/Day case,320,110
2018-08-31,S08000026,NHS Shetland,Inpatient/Day case,180,56
2019-08-31,S08000026,NHS Shetland,Inpatient/Day case,235,17
2020-08-31,S08000026,NHS Shetland,Inpatient/Day case,262,167
2021-08-31,S08000026,NHS Shetland,Inpatient/Day case,284,126
2022-08-31,S08000026,NHS Shetland,Inpatient/Day case,349,116
2018-10-31,S08000026,NHS Shetland,Inpatient/Day case,215,37
2019-10-31,S08000026,NHS Shetland,Inpatient/Day case,222,8
2020-10-31,S08000026,NHS Shetland,Inpatient/Day case,260,139
2021-10-31,S08000026,NHS Shetland,Inpatient/Day case,394,104
2018-12-31,S08000026,NHS Shetland,Inpatient/Day case,243,61
2019-12-31,S08000026,NHS Shetland,Inpatient/Day case,256,23
2020-12-31,S08000026,NHS Shetland,Inpatient/Day case,257,80
2021-12-31,S08000026,NHS Shetland,Inpatient/Day case,481,235
2018-02-28,S08000028,NHS Western Isles,Inpatient/Day case,222,0
2019-02-28,S08000028,NHS Western Isles,Inpatient/Day case,243,0
2021-02-28,S08000028,NHS Western Isles,Inpatient/Day case,375,128
2022-02-28,S08000028,NHS Western Isles,Inpatient/Day case,506,267
2020-02-29,S08000028,NHS Western Isles,Inpatient/Day case,300,1
2018-04-30,S08000028,NHS Western Isles,Inpatient/Day case,221,0
2019-04-30,S08000028,NHS Western Isles,Inpatient/Day case,268,0
2020-04-30,S08000028,NHS Western Isles,Inpatient/Day case,294,48
2021-04-30,S08000028,NHS Western Isles,Inpatient/Day case,375,154
2022-04-30,S08000028,NHS Western Isles,Inpatient/Day case,517,280
2018-06-30,S08000028,NHS Western Isles,Inpatient/Day case,256,0
2019-06-30,S08000028,NHS Western Isles,Inpatient/Day case,266,0
2020-06-30,S08000028,NHS Western Isles,Inpatient/Day case,310,228
2021-06-30,S08000028,NHS Western Isles,Inpatient/Day case,407,143
2022-06-30,S08000028,NHS Western Isles,Inpatient/Day case,497,246
2018-09-30,S08000028,NHS Western Isles,Inpatient/Day case,258,0
2019-09-30,S08000028,NHS Western Isles,Inpatient/Day case,238,0
2020-09-30,S08000028,NHS Western Isles,Inpatient/Day case,341,152
2021-09-30,S08000028,NHS Western Isles,Inpatient/Day case,448,170
2022-09-30,S08000028,NHS Western Isles,Inpatient/Day case,452,194
2018-11-30,S08000028,NHS Western Isles,Inpatient/Day case,228,0
2019-11-30,S08000028,NHS Western Isles,Inpatient/Day case,273,0
2020-11-30,S08000028,NHS Western Isles,Inpatient/Day case,313,93
2021-11-30,S08000028,NHS Western Isles,Inpatient/Day case,439,167
2018-01-31,S08000028,NHS Western Isles,Inpatient/Day case,219,0
2019-01-31,S08000028,NHS Western Isles,Inpatient/Day case,250,0
2020-01-31,S08000028,NHS Western Isles,Inpatient/Day case,260,0
2021-01-31,S08000028,NHS Western Isles,Inpatient/Day case,292,92
2022-01-31,S08000028,NHS Western Isles,Inpatient/Day case,508,252
2018-03-31,S08000028,NHS Western Isles,Inpatient/Day case,242,0
2019-03-31,S08000028,NHS Western Isles,Inpatient/Day case,258,0
2020-03-31,S08000028,NHS Western Isles,Inpatient/Day case,268,2
2021-03-31,S08000028,NHS Western Isles,Inpatient/Day case,407,159
2022-03-31,S08000028,NHS Western Isles,Inpatient/Day case,493,237
2018-05-31,S08000028,NHS Western Isles,Inpatient/Day case,216,0
2019-05-31,S08000028,NHS Western Isles,Inpatient/Day case,263,0
2020-05-31,S08000028,NHS Western Isles,Inpatient/Day case,295,171
2021-05-31,S08000028,NHS Western Isles,Inpatient/Day case,381,166
2022-05-31,S08000028,NHS Western Isles,Inpatient/Day case,505,273
2018-07-31,S08000028,NHS Western Isles,Inpatient/Day case,222,0
2019-07-31,S08000028,NHS Western Isles,Inpatient/Day case,240,1
2020-07-31,S08000028,NHS Western Isles,Inpatient/Day case,336,216
2021-07-31,S08000028,NHS Western Isles,Inpatient/Day case,424,148
2022-07-31,S08000028,NHS Western Isles,Inpatient/Day case,488,231
2018-08-31,S08000028,NHS Western Isles,Inpatient/Day case,204,0
2019-08-31,S08000028,NHS Western Isles,Inpatient/Day case,225,0
2020-08-31,S08000028,NHS Western Isles,Inpatient/Day case,347,182
2021-08-31,S08000028,NHS Western Isles,Inpatient/Day case,458,145
2022-08-31,S08000028,NHS Western Isles,Inpatient/Day case,471,219
2018-10-31,S08000028,NHS Western Isles,Inpatient/Day case,232,0
2019-10-31,S08000028,NHS Western Isles,Inpatient/Day case,274,0
2020-10-31,S08000028,NHS Western Isles,Inpatient/Day case,314,119
2021-10-31,S08000028,NHS Western Isles,Inpatient/Day case,440,164
2018-12-31,S08000028,NHS Western Isles,Inpatient/Day case,252,0
2019-12-31,S08000028,NHS Western Isles,Inpatient/Day case,267,0
2020-12-31,S08000028,NHS Western Isles,Inpatient/Day case,282,94
2021-12-31,S08000028,NHS Western Isles,Inpatient/Day case,466,192
2018-02-28,S08000029,NHS Fife,Inpatient/Day case,3477,345
2019-02-28,S08000029,NHS Fife,Inpatient/Day case,2915,446
2021-02-28,S08000029,NHS Fife,Inpatient/Day case,3020,1473
2022-02-28,S08000029,NHS Fife,Inpatient/Day case,4278,1938
2020-02-29,S08000029,NHS Fife,Inpatient/Day case,3383,483
2018-04-30,S08000029,NHS Fife,Inpatient/Day case,3535,431
2019-04-30,S08000029,NHS Fife,Inpatient/Day case,2679,298
2020-04-30,S08000029,NHS Fife,Inpatient/Day case,3387,1471
2021-04-30,S08000029,NHS Fife,Inpatient/Day case,2998,1309
2022-04-30,S08000029,NHS Fife,Inpatient/Day case,4636,1974
2018-06-30,S08000029,NHS Fife,Inpatient/Day case,3404,444
2019-06-30,S08000029,NHS Fife,Inpatient/Day case,2626,263
2020-06-30,S08000029,NHS Fife,Inpatient/Day case,3485,2927
2021-06-30,S08000029,NHS Fife,Inpatient/Day case,3099,940
2022-06-30,S08000029,NHS Fife,Inpatient/Day case,4966,2205
2018-09-30,S08000029,NHS Fife,Inpatient/Day case,3411,563
2019-09-30,S08000029,NHS Fife,Inpatient/Day case,3051,278
2020-09-30,S08000029,NHS Fife,Inpatient/Day case,2943,1556
2021-09-30,S08000029,NHS Fife,Inpatient/Day case,3452,1053
2022-09-30,S08000029,NHS Fife,Inpatient/Day case,5486,2680
2018-11-30,S08000029,NHS Fife,Inpatient/Day case,3281,532
2019-11-30,S08000029,NHS Fife,Inpatient/Day case,3162,313
2020-11-30,S08000029,NHS Fife,Inpatient/Day case,2703,950
2021-11-30,S08000029,NHS Fife,Inpatient/Day case,3847,1265
2018-01-31,S08000029,NHS Fife,Inpatient/Day case,3448,317
2019-01-31,S08000029,NHS Fife,Inpatient/Day case,3056,532
2020-01-31,S08000029,NHS Fife,Inpatient/Day case,3417,398
2021-01-31,S08000029,NHS Fife,Inpatient/Day case,2946,1182
2022-01-31,S08000029,NHS Fife,Inpatient/Day case,4157,1747
2018-03-31,S08000029,NHS Fife,Inpatient/Day case,3470,406
2019-03-31,S08000029,NHS Fife,Inpatient/Day case,2704,296
2020-03-31,S08000029,NHS Fife,Inpatient/Day case,3329,560
2021-03-31,S08000029,NHS Fife,Inpatient/Day case,3043,1458
2022-03-31,S08000029,NHS Fife,Inpatient/Day case,4385,1888
2018-05-31,S08000029,NHS Fife,Inpatient/Day case,3477,447
2019-05-31,S08000029,NHS Fife,Inpatient/Day case,2636,250
2020-05-31,S08000029,NHS Fife,Inpatient/Day case,3431,2476
2021-05-31,S08000029,NHS Fife,Inpatient/Day case,3018,1054
2022-05-31,S08000029,NHS Fife,Inpatient/Day case,4804,2063
2018-07-31,S08000029,NHS Fife,Inpatient/Day case,3497,545
2019-07-31,S08000029,NHS Fife,Inpatient/Day case,2814,271
2020-07-31,S08000029,NHS Fife,Inpatient/Day case,3361,2618
2021-07-31,S08000029,NHS Fife,Inpatient/Day case,3132,941
2022-07-31,S08000029,NHS Fife,Inpatient/Day case,5056,2388
2018-08-31,S08000029,NHS Fife,Inpatient/Day case,3547,590
2019-08-31,S08000029,NHS Fife,Inpatient/Day case,2975,293
2020-08-31,S08000029,NHS Fife,Inpatient/Day case,3135,2132
2021-08-31,S08000029,NHS Fife,Inpatient/Day case,3339,992
2022-08-31,S08000029,NHS Fife,Inpatient/Day case,5344,2558
2018-10-31,S08000029,NHS Fife,Inpatient/Day case,3278,542
2019-10-31,S08000029,NHS Fife,Inpatient/Day case,3147,301
2020-10-31,S08000029,NHS Fife,Inpatient/Day case,2702,1135
2021-10-31,S08000029,NHS Fife,Inpatient/Day case,3618,1190
2018-12-31,S08000029,NHS Fife,Inpatient/Day case,3262,524
2019-12-31,S08000029,NHS Fife,Inpatient/Day case,3225,332
2020-12-31,S08000029,NHS Fife,Inpatient/Day case,2821,987
2021-12-31,S08000029,NHS Fife,Inpatient/Day case,4051,1419
2018-02-28,S08000030,NHS Tayside,Inpatient/Day case,NA,NA
2019-02-28,S08000030,NHS Tayside,Inpatient/Day case,7217,3132
2021-02-28,S08000030,NHS Tayside,Inpatient/Day case,8092,5106
2022-02-28,S08000030,NHS Tayside,Inpatient/Day case,10942,7285
2020-02-29,S08000030,NHS Tayside,Inpatient/Day case,7187,2606
2018-04-30,S08000030,NHS Tayside,Inpatient/Day case,NA,NA
2019-04-30,S08000030,NHS Tayside,Inpatient/Day case,7244,2862
2020-04-30,S08000030,NHS Tayside,Inpatient/Day case,7276,3993
2021-04-30,S08000030,NHS Tayside,Inpatient/Day case,8725,5309
2022-04-30,S08000030,NHS Tayside,Inpatient/Day case,11659,7341
2018-06-30,S08000030,NHS Tayside,Inpatient/Day case,NA,NA
2019-06-30,S08000030,NHS Tayside,Inpatient/Day case,7059,2836
2020-06-30,S08000030,NHS Tayside,Inpatient/Day case,7851,6197
2021-06-30,S08000030,NHS Tayside,Inpatient/Day case,9106,5248
2022-06-30,S08000030,NHS Tayside,Inpatient/Day case,11700,7706
2018-09-30,S08000030,NHS Tayside,Inpatient/Day case,6797,2588
2019-09-30,S08000030,NHS Tayside,Inpatient/Day case,6946,2773
2020-09-30,S08000030,NHS Tayside,Inpatient/Day case,7774,4944
2021-09-30,S08000030,NHS Tayside,Inpatient/Day case,9819,6090
2022-09-30,S08000030,NHS Tayside,Inpatient/Day case,11742,7764
2018-11-30,S08000030,NHS Tayside,Inpatient/Day case,6991,2701
2019-11-30,S08000030,NHS Tayside,Inpatient/Day case,7176,2712
2020-11-30,S08000030,NHS Tayside,Inpatient/Day case,7571,4193
2021-11-30,S08000030,NHS Tayside,Inpatient/Day case,10261,6334
2018-01-31,S08000030,NHS Tayside,Inpatient/Day case,NA,NA
2019-01-31,S08000030,NHS Tayside,Inpatient/Day case,7269,3124
2020-01-31,S08000030,NHS Tayside,Inpatient/Day case,7283,2759
2021-01-31,S08000030,NHS Tayside,Inpatient/Day case,7955,4677
2022-01-31,S08000030,NHS Tayside,Inpatient/Day case,10765,7050
2018-03-31,S08000030,NHS Tayside,Inpatient/Day case,NA,NA
2019-03-31,S08000030,NHS Tayside,Inpatient/Day case,7198,2830
2020-03-31,S08000030,NHS Tayside,Inpatient/Day case,7160,2687
2021-03-31,S08000030,NHS Tayside,Inpatient/Day case,8531,5164
2022-03-31,S08000030,NHS Tayside,Inpatient/Day case,11400,7053
2018-05-31,S08000030,NHS Tayside,Inpatient/Day case,NA,NA
2019-05-31,S08000030,NHS Tayside,Inpatient/Day case,7274,2803
2020-05-31,S08000030,NHS Tayside,Inpatient/Day case,7541,5547
2021-05-31,S08000030,NHS Tayside,Inpatient/Day case,8912,5208
2022-05-31,S08000030,NHS Tayside,Inpatient/Day case,11823,7451
2018-07-31,S08000030,NHS Tayside,Inpatient/Day case,6622,2216
2019-07-31,S08000030,NHS Tayside,Inpatient/Day case,7151,2930
2020-07-31,S08000030,NHS Tayside,Inpatient/Day case,7829,6064
2021-07-31,S08000030,NHS Tayside,Inpatient/Day case,9312,5642
2022-07-31,S08000030,NHS Tayside,Inpatient/Day case,11813,7980
2018-08-31,S08000030,NHS Tayside,Inpatient/Day case,6679,2338
2019-08-31,S08000030,NHS Tayside,Inpatient/Day case,7073,3017
2020-08-31,S08000030,NHS Tayside,Inpatient/Day case,7718,5566
2021-08-31,S08000030,NHS Tayside,Inpatient/Day case,9610,5942
2022-08-31,S08000030,NHS Tayside,Inpatient/Day case,11604,7787
2018-10-31,S08000030,NHS Tayside,Inpatient/Day case,7060,2725
2019-10-31,S08000030,NHS Tayside,Inpatient/Day case,7179,2746
2020-10-31,S08000030,NHS Tayside,Inpatient/Day case,7524,4406
2021-10-31,S08000030,NHS Tayside,Inpatient/Day case,9994,6271
2018-12-31,S08000030,NHS Tayside,Inpatient/Day case,7151,2961
2019-12-31,S08000030,NHS Tayside,Inpatient/Day case,7320,2736
2020-12-31,S08000030,NHS Tayside,Inpatient/Day case,7693,4365
2021-12-31,S08000030,NHS Tayside,Inpatient/Day case,10423,6796
2018-02-28,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,18926,5116
2019-02-28,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,21640,7677
2021-02-28,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,26646,17969
2022-02-28,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,35548,24753
2020-02-29,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,22654,9146
2018-04-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,18997,5278
2019-04-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,21819,7606
2020-04-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,22881,12774
2021-04-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,27714,18442
2022-04-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,38659,27425
2018-06-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,18592,5096
2019-06-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,22717,8612
2020-06-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,24284,20355
2021-06-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,26984,17726
2022-06-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,40225,29274
2018-09-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,19093,5437
2019-09-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,23847,9239
2020-09-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,24444,17986
2021-09-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,29337,18851
2022-09-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,40587,29043
2018-11-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,20652,6012
2019-11-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,23450,9142
2020-11-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,24106,15973
2021-11-30,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,32233,21344
2018-01-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,18908,4881
2019-01-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,21568,7362
2020-01-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,23238,9739
2021-01-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,25128,16777
2022-01-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,34460,23724
